ROI_number,x,y,z,VOL,Frontal_L,Frontal_R,Parietal_L,Parietal_R,Occipital_L,Occipital_R,Temporal_L,Temporal_R,Insula_L,Insula_R,Subcortical_L,Subcortical_R
69,11.3333333333333,29.2424242424242,-23.2424242424242,66,0,1,0,0,0,0,0,0,0,0,0,0
70,21.4666666666667,12.4,-16.0444444444444,45,0,1,0,0,0,0,0,0,0,0,0,0
71,-38.6666666666667,47.3015873015873,0.507936507936508,63,1,0,0,0,0,0,0,0,0,0,0,0
72,4.91176470588235,63.2352941176471,24.1176470588235,68,0,1,0,0,0,0,0,0,0,0,0,0
73,4.30555555555556,-37.0833333333333,71.0277777777778,72,0.055555555555556,0.944444444444444,0,0,0,0,0,0,0,0,0,0
74,55.768115942029,-2.05797101449275,43.6811594202899,69,0,1,0,0,0,0,0,0,0,0,0,0
75,-5.08474576271186,63.0847457627119,27.3559322033898,59,1,0,0,0,0,0,0,0,0,0,0,0
76,-39.6811594202898,26.9275362318841,-3.47826086956522,69,1,0,0,0,0,0,0,0,0,0,0,0
77,-33.0769230769231,-20.6153846153846,50.7692307692308,39,1,0,0,0,0,0,0,0,0,0,0,0
78,7.38461538461539,17.3076923076923,33.7948717948718,78,0,1,0,0,0,0,0,0,0,0,0,0
79,-27.6666666666667,56.4333333333333,3.2,60,1,0,0,0,0,0,0,0,0,0,0,0
80,61.2452830188679,2.83018867924528,31.2830188679245,53,0,1,0,0,0,0,0,0,0,0,0,0
81,-27.0714285714286,6.60714285714286,46.5,56,1,0,0,0,0,0,0,0,0,0,0,0
82,-8.98181818181818,15.0545454545455,34.1818181818182,55,1,0,0,0,0,0,0,0,0,0,0,0
83,24.0666666666667,26.6,40.8666666666667,60,0,1,0,0,0,0,0,0,0,0,0,0
84,-8.82352941176471,-25.2549019607843,59.7647058823529,51,1,0,0,0,0,0,0,0,0,0,0,0
85,55.6451612903226,5.67741935483871,4.7741935483871,62,0,1,0,0,0,0,0,0,0,0,0,0
86,10.986301369863,44.8493150684932,2.68493150684932,73,0,1,0,0,0,0,0,0,0,0,0,0
87,-38.6363636363636,19.5,9.54545454545455,44,1,0,0,0,0,0,0,0,0,0,0,0
88,-16.5135135135135,23.2972972972973,53.3243243243243,74,1,0,0,0,0,0,0,0,0,0,0,0
89,-55.3214285714286,-12.1785714285714,32.3571428571429,56,1,0,0,0,0,0,0,0,0,0,0,0
90,4.28888888888889,3.02222222222222,60.8222222222222,90,0,1,0,0,0,0,0,0,0,0,0,0
91,-46.5396825396825,33.1428571428571,25.3968253968254,63,1,0,0,0,0,0,0,0,0,0,0,0
92,-9.04109589041096,44.4931506849315,-9.58904109589041,73,1,0,0,0,0,0,0,0,0,0,0,0
93,40.0869565217391,47.304347826087,2.31884057971014,69,0,1,0,0,0,0,0,0,0,0,0,0
94,-21.3157894736842,10.5263157894737,-22.3157894736842,38,1,0,0,0,0,0,0,0,0,0,0,0
95,4.03636363636364,18.5818181818182,24.0363636363636,55,0.018181818181818,0.981818181818182,0,0,0,0,0,0,0,0,0,0
96,-21.8630136986301,48.6301369863014,-14.8767123287671,73,1,0,0,0,0,0,0,0,0,0,0,0
97,-47.1111111111111,5.20634920634921,21.1746031746032,63,1,0,0,0,0,0,0,0,0,0,0,0
98,8.08108108108108,-14.8648648648649,55.5945945945946,74,0,1,0,0,0,0,0,0,0,0,0,0
99,26.9302325581395,21.5348837209302,-14.9767441860465,43,0,1,0,0,0,0,0,0,0,0,0,0
100,21.2,49.4,-15.0666666666667,60,0,1,0,0,0,0,0,0,0,0,0,0
101,-62.8965517241379,-8.06896551724138,29.7931034482759,58,1,0,0,0,0,0,0,0,0,0,0,0
102,-21.2093023255814,-24.4651162790698,61.3023255813954,43,1,0,0,0,0,0,0,0,0,0,0,0
103,34.9756097560976,9.90243902439024,32.4878048780488,41,0,1,0,0,0,0,0,0,0,0,0,0
104,-6.2,68.375,0.075,80,1,0,0,0,0,0,0,0,0,0,0,0
105,63.3658536585366,-2.92682926829268,8.48780487804878,41,0,1,0,0,0,0,0,0,0,0,0,0
106,-8.54285714285714,38.2285714285714,31.1428571428571,70,1,0,0,0,0,0,0,0,0,0,0,0
107,22.8070175438596,51.5438596491228,37.7543859649123,57,0,1,0,0,0,0,0,0,0,0,0,0
108,-40.4333333333333,-2.1,36.3666666666667,60,1,0,0,0,0,0,0,0,0,0,0,0
109,-42.0615384615385,22.1230769230769,-11.2923076923077,65,1,0,0,0,0,0,0,0,0,0,0,0
110,50.1558441558442,12.961038961039,27.1948051948052,77,0,1,0,0,0,0,0,0,0,0,0,0
111,-3.44186046511628,-19.7209302325581,51.5813953488372,43,1,0,0,0,0,0,0,0,0,0,0,0
112,-56.4383561643836,10.3013698630137,4.46575342465753,73,1,0,0,0,0,0,0,0,0,0,0,0
113,4.8135593220339,31.4576271186441,58.8813559322034,59,0,1,0,0,0,0,0,0,0,0,0,0
114,39.4090909090909,-13.2727272727273,47.3181818181818,44,0,1,0,0,0,0,0,0,0,0,0,0
115,-38.1875,41.78125,19.28125,64,1,0,0,0,0,0,0,0,0,0,0,0
116,-38.7,56.6666666666667,-5.4,60,1,0,0,0,0,0,0,0,0,0,0,0
117,6.34567901234568,44.7160493827161,49.8271604938272,81,0,1,0,0,0,0,0,0,0,0,0,0
118,-4.71698113207547,6.64150943396226,69.1698113207547,53,1,0,0,0,0,0,0,0,0,0,0,0
119,-4.45283018867925,16.0754716981132,-14.9056603773585,53,1,0,0,0,0,0,0,0,0,0,0,0
120,40.6923076923077,33,2.69230769230769,52,0,1,0,0,0,0,0,0,0,0,0,0
121,17.4848484848485,56.4545454545455,-16.0909090909091,66,0,1,0,0,0,0,0,0,0,0,0,0
122,22.3448275862069,62.2413793103448,6.20689655172414,58,0,1,0,0,0,0,0,0,0,0,0,0
123,43.92,-15.64,61.16,50,0,1,0,0,0,0,0,0,0,0,0,0
124,-34.3333333333333,-0.622222222222222,62.3333333333333,90,1,0,0,0,0,0,0,0,0,0,0,0
125,49.5,36.3125,-13.75,64,0,1,0,0,0,0,0,0,0,0,0,0
126,-26.156862745098,-8.45098039215686,61.7647058823529,102,1,0,0,0,0,0,0,0,0,0,0,0
127,6.58461538461538,-14.4307692307692,45.9384615384615,65,0,1,0,0,0,0,0,0,0,0,0,0
128,-41.7297297297297,34.5675675675676,16.027027027027,74,1,0,0,0,0,0,0,0,0,0,0,0
129,-28.2,33.6,36.675,80,1,0,0,0,0,0,0,0,0,0,0,0
130,-6.33333333333333,66.8611111111111,-9.58333333333333,72,1,0,0,0,0,0,0,0,0,0,0,0
131,22.7666666666667,4.66666666666667,51.4,60,0,1,0,0,0,0,0,0,0,0,0,0
132,39.2881355932203,37.0847457627119,14.8474576271186,59,0,1,0,0,0,0,0,0,0,0,0,0
133,-10,8.92105263157895,53.2368421052632,76,1,0,0,0,0,0,0,0,0,0,0,0
134,19.265306122449,-25.7959183673469,69.7142857142857,49,0,1,0,0,0,0,0,0,0,0,0,0
135,-3.90243902439024,-38.1463414634146,74.390243902439,41,1,0,0,0,0,0,0,0,0,0,0,0
136,-22.6388888888889,45.1944444444444,32.3055555555556,72,1,0,0,0,0,0,0,0,0,0,0,0
137,46.463768115942,21.3913043478261,-2.34782608695652,69,0,1,0,0,0,0,0,0,0,0,0,0
138,57.2,-8.76,44.44,50,0,1,0,0,0,0,0,0,0,0,0,0
139,-55.2727272727273,5.78787878787879,37.030303030303,66,1,0,0,0,0,0,0,0,0,0,0,0
140,-12.3508771929825,37.2982456140351,-25.719298245614,57,1,0,0,0,0,0,0,0,0,0,0,0
141,-3.28571428571429,30.2857142857143,23.9714285714286,70,0.985714285714286,0.014285714285714,0,0,0,0,0,0,0,0,0,0
142,31.1282051282051,48,36.2564102564103,78,0,1,0,0,0,0,0,0,0,0,0,0
143,-7.24050632911392,-15.4430379746835,75.1898734177215,79,1,0,0,0,0,0,0,0,0,0,0,0
144,-38.5714285714286,16.3428571428571,44.6857142857143,70,1,0,0,0,0,0,0,0,0,0,0,0
145,39.5555555555556,57.4444444444444,8.97222222222222,72,0,1,0,0,0,0,0,0,0,0,0,0
146,8.12903225806452,10.3225806451613,-16.1290322580645,31,0,1,0,0,0,0,0,0,0,0,0,0
147,-40.3461538461538,10.8461538461538,8.65384615384615,52,1,0,0,0,0,0,0,0,0,0,0,0
148,-20.2153846153846,-27.1076923076923,73.0461538461538,65,1,0,0,0,0,0,0,0,0,0,0,0
149,28.9714285714286,-7.2,60.4,70,0,1,0,0,0,0,0,0,0,0,0,0
150,-12.1587301587302,24.952380952381,-15.9047619047619,63,1,0,0,0,0,0,0,0,0,0,0,0
151,-9.91549295774648,49.6619718309859,44.7605633802817,71,1,0,0,0,0,0,0,0,0,0,0,0
152,46.9411764705882,5.70588235294118,7.35294117647059,68,0,1,0,0,0,0,0,0,0,0,0,0
153,8.12631578947368,59.2842105263158,-3.51578947368421,95,0,1,0,0,0,0,0,0,0,0,0,0
154,-18.7941176470588,-9.91176470588235,56.8235294117647,68,1,0,0,0,0,0,0,0,0,0,0,0
155,-34.9491525423729,32.3389830508475,-3.6271186440678,59,1,0,0,0,0,0,0,0,0,0,0,0
156,5.09803921568627,-11.6862745098039,72.6666666666667,51,0,1,0,0,0,0,0,0,0,0,0,0
157,8.97297297297297,33.0810810810811,25.2162162162162,74,0,1,0,0,0,0,0,0,0,0,0,0
158,-26.5614035087719,44.6315789473684,23.4736842105263,57,1,0,0,0,0,0,0,0,0,0,0,0
159,-29.92,44.0266666666667,-15.9466666666667,75,1,0,0,0,0,0,0,0,0,0,0,0
160,39.1666666666667,21.8666666666667,24.7,60,0,1,0,0,0,0,0,0,0,0,0,0
161,4.59259259259259,27,-25.3333333333333,54,0,1,0,0,0,0,0,0,0,0,0,0
162,-32.3333333333333,-26.1666666666667,53.8333333333333,36,1,0,0,0,0,0,0,0,0,0,0,0
163,-9.74358974358974,-0.435897435897436,43.1282051282051,78,1,0,0,0,0,0,0,0,0,0,0,0
164,9.80952380952381,-6.82539682539683,40.8571428571429,63,0,1,0,0,0,0,0,0,0,0,0,0
165,-9.39285714285714,40.6785714285714,16.7857142857143,56,1,0,0,0,0,0,0,0,0,0,0,0
166,18.6909090909091,-21.5636363636364,75.5272727272727,55,0,1,0,0,0,0,0,0,0,0,0,0
167,-36.7380952380952,14.2380952380952,56.5238095238095,84,1,0,0,0,0,0,0,0,0,0,0,0
168,37.4210526315789,55.5789473684211,-12.7368421052632,76,0,1,0,0,0,0,0,0,0,0,0,0
169,-50.9795918367347,8.6530612244898,-1.46938775510204,49,1,0,0,0,0,0,0,0,0,0,0,0
170,33.5555555555556,27.3015873015873,33.5555555555556,63,0,1,0,0,0,0,0,0,0,0,0,0
171,-26.7692307692308,56.8923076923077,-6.33846153846154,65,1,0,0,0,0,0,0,0,0,0,0,0
172,8.71428571428571,50.9714285714286,44.5714285714286,70,0,1,0,0,0,0,0,0,0,0,0,0
173,-38.84375,6.34375,39.40625,64,1,0,0,0,0,0,0,0,0,0,0,0
174,-32.28,-20.88,69.48,50,1,0,0,0,0,0,0,0,0,0,0,0
175,8.34042553191489,39.2765957446809,-9.14893617021277,94,0,1,0,0,0,0,0,0,0,0,0,0
176,-3.13924050632911,38.7848101265823,7.46835443037975,79,1,0,0,0,0,0,0,0,0,0,0,0
177,39.015873015873,-6.82539682539683,62.8571428571429,63,0,1,0,0,0,0,0,0,0,0,0,0
178,-11.8840579710145,26.8405797101449,60.1159420289855,69,1,0,0,0,0,0,0,0,0,0,0,0
179,54.5609756097561,31.4390243902439,14.6829268292683,82,0,1,0,0,0,0,0,0,0,0,0,0
180,-16.047619047619,9.66666666666667,-17.3809523809524,42,1,0,0,0,0,0,0,0,0,0,0,0
181,-42.4044943820225,14.314606741573,36.9887640449438,89,1,0,0,0,0,0,0,0,0,0,0,0
182,19,-31.5,75,52,0,1,0,0,0,0,0,0,0,0,0,0
183,4.53521126760563,62.2535211267606,-18.9859154929577,71,0.056338028169014,0.943661971830986,0,0,0,0,0,0,0,0,0,0
184,-44.9142857142857,-15.3714285714286,37.8285714285714,35,1,0,0,0,0,0,0,0,0,0,0,0
185,34.8771929824561,32.8771929824561,-6.14035087719298,57,0,1,0,0,0,0,0,0,0,0,0,0
186,-39.3846153846154,42.2769230769231,10.8615384615385,65,1,0,0,0,0,0,0,0,0,0,0,0
187,4.54838709677419,53.8064516129032,38.8709677419355,62,0,1,0,0,0,0,0,0,0,0,0,0
188,22.3132530120482,14.4819277108434,52.7469879518072,83,0,1,0,0,0,0,0,0,0,0,0,0
189,-4.27118644067797,27.4237288135593,-26,59,1,0,0,0,0,0,0,0,0,0,0,0
190,4.125,9.54166666666667,28.75,48,0,1,0,0,0,0,0,0,0,0,0,0
191,-57.4375,4.875,23.71875,64,1,0,0,0,0,0,0,0,0,0,0,0
192,-4.87719298245614,54.4912280701754,40.140350877193,57,1,0,0,0,0,0,0,0,0,0,0,0
193,41.95,13.275,32.775,80,0,1,0,0,0,0,0,0,0,0,0,0
194,31,22.5769230769231,-20.8461538461538,52,0,1,0,0,0,0,0,0,0,0,0,0
195,-21.3,18.3333333333333,-20.5666666666667,60,1,0,0,0,0,0,0,0,0,0,0,0
196,4.18461538461539,-29.6,73.2923076923077,65,0.061538461538462,0.938461538461538,0,0,0,0,0,0,0,0,0,0
197,38.5777777777778,18.8888888888889,9.33333333333333,45,0,1,0,0,0,0,0,0,0,0,0,0
198,-0.410714285714286,50.9464285714286,-10.5357142857143,112,0.678571428571429,0.321428571428571,0,0,0,0,0,0,0,0,0,0
199,-20.6060606060606,15.3030303030303,56.9090909090909,66,1,0,0,0,0,0,0,0,0,0,0,0
200,-34.25,-5.96875,46.125,64,1,0,0,0,0,0,0,0,0,0,0,0
201,60.7213114754098,9.77049180327869,25.4426229508197,61,0,1,0,0,0,0,0,0,0,0,0,0
202,23.3975903614458,29.3012048192771,56.6506024096386,83,0,1,0,0,0,0,0,0,0,0,0,0
203,27.0526315789474,49.1315789473684,26.078947368421,76,0,1,0,0,0,0,0,0,0,0,0,0
204,-54.0571428571429,26.6,12.7142857142857,70,1,0,0,0,0,0,0,0,0,0,0,0
205,53.7313432835821,-2.74626865671642,9.04477611940299,67,0,1,0,0,0,0,0,0,0,0,0,0
206,-2.50980392156863,34,-3.09803921568627,51,1,0,0,0,0,0,0,0,0,0,0,0
207,13.2982456140351,48.280701754386,9.12280701754386,57,0,1,0,0,0,0,0,0,0,0,0,0
208,2.08695652173913,-12.695652173913,39.6086956521739,46,0.326086956521739,0.673913043478261,0,0,0,0,0,0,0,0,0,0
209,-13.1818181818182,62.7272727272727,25.8787878787879,66,1,0,0,0,0,0,0,0,0,0,0,0
210,38.5901639344262,-3.21311475409836,44.3934426229508,61,0,1,0,0,0,0,0,0,0,0,0,0
211,-11.5,-24.40625,75.90625,64,1,0,0,0,0,0,0,0,0,0,0,0
212,-58.5974025974026,1.45454545454545,8.96103896103896,77,1,0,0,0,0,0,0,0,0,0,0,0
213,-27.3978494623656,36.7096774193548,45.2903225806452,93,1,0,0,0,0,0,0,0,0,0,0,0
214,26.4923076923077,-1.63076923076923,68.9538461538462,65,0,1,0,0,0,0,0,0,0,0,0,0
215,-22.7058823529412,59.843137254902,7.88235294117647,51,1,0,0,0,0,0,0,0,0,0,0,0
216,36.5,46.7777777777778,-15.1111111111111,72,0,1,0,0,0,0,0,0,0,0,0,0
217,6.63768115942029,23.2173913043478,-18.3768115942029,69,0,1,0,0,0,0,0,0,0,0,0,0
218,-5.75308641975309,30.4197530864198,34.0740740740741,81,1,0,0,0,0,0,0,0,0,0,0,0
219,41.0112359550562,33.6404494382022,37.9775280898876,89,0,1,0,0,0,0,0,0,0,0,0,0
220,-50,-4.9375,50.59375,64,1,0,0,0,0,0,0,0,0,0,0,0
221,4.52941176470588,67.3529411764706,12.6176470588235,68,0,1,0,0,0,0,0,0,0,0,0,0
222,27.6619718309859,48.6197183098592,-10.2535211267606,71,0,1,0,0,0,0,0,0,0,0,0,0
223,-45.6969696969697,40.8787878787879,-15.4242424242424,66,1,0,0,0,0,0,0,0,0,0,0,0
224,-57.6538461538462,-15.0384615384615,44.8461538461538,52,1,0,0,0,0,0,0,0,0,0,0,0
225,23.7066666666667,6.96,67.8666666666667,75,0,1,0,0,0,0,0,0,0,0,0,0
226,5.41025641025641,32.7179487179487,15.7692307692308,78,0,1,0,0,0,0,0,0,0,0,0,0
227,44.936170212766,-13.7872340425532,53.4042553191489,47,0,1,0,0,0,0,0,0,0,0,0,0
228,-44.9,32.62,1,100,1,0,0,0,0,0,0,0,0,0,0,0
229,-4.35164835164835,5.91208791208791,48.4395604395604,91,1,0,0,0,0,0,0,0,0,0,0,0
230,-4.86021505376344,58,-13.9569892473118,93,1,0,0,0,0,0,0,0,0,0,0,0
231,-3.85454545454545,-30.4363636363636,64.2909090909091,55,1,0,0,0,0,0,0,0,0,0,0,0
232,56.0540540540541,24.7027027027027,22.1621621621622,74,0,1,0,0,0,0,0,0,0,0,0,0
233,0.696969696969697,42.6666666666667,-27.4242424242424,66,0.545454545454545,0.454545454545455,0,0,0,0,0,0,0,0,0,0
234,-38.6428571428571,46.5357142857143,25.5357142857143,56,1,0,0,0,0,0,0,0,0,0,0,0
235,0.068965517241379,23.4022988505747,29.3563218390805,87,0.586206896551724,0.413793103448276,0,0,0,0,0,0,0,0,0,0
236,9.39759036144578,12.0240963855422,52.6987951807229,83,0,1,0,0,0,0,0,0,0,0,0,0
237,-44.741935483871,10,0.451612903225806,62,1,0,0,0,0,0,0,0,0,0,0,0
238,23.2131147540984,58.5245901639344,14.3606557377049,61,0,1,0,0,0,0,0,0,0,0,0,0
239,-24.8358208955224,26.7164179104478,-15.6716417910448,67,1,0,0,0,0,0,0,0,0,0,0,0
240,-56.8813559322034,-7.93220338983051,25.0169491525424,59,1,0,0,0,0,0,0,0,0,0,0,0
241,-4.5625,-1.59375,69.5,64,1,0,0,0,0,0,0,0,0,0,0,0
242,18.9024390243902,31.1219512195122,48.4390243902439,82,0,1,0,0,0,0,0,0,0,0,0,0
243,-46.5,4.11363636363636,38.7045454545454,88,1,0,0,0,0,0,0,0,0,0,0,0
244,20.6046511627907,-8.44186046511628,66.9069767441861,86,0,1,0,0,0,0,0,0,0,0,0,0
245,-18.3908045977011,-10.8505747126437,74.0229885057471,87,1,0,0,0,0,0,0,0,0,0,0,0
246,-26.5588235294118,51.3529411764706,32.3529411764706,68,1,0,0,0,0,0,0,0,0,0,0,0
247,28.056338028169,34.3661971830986,33.2957746478873,71,0,1,0,0,0,0,0,0,0,0,0,0
248,-42.4923076923077,51.0153846153846,6.33846153846154,65,1,0,0,0,0,0,0,0,0,0,0,0
249,-23.7894736842105,6.76315789473684,58.6315789473684,76,1,0,0,0,0,0,0,0,0,0,0,0
250,3.0958904109589,-19.7808219178082,55.8630136986301,73,0.027397260273973,0.972602739726027,0,0,0,0,0,0,0,0,0,0
251,21.9677419354839,20.6451612903226,-21.2903225806452,62,0,1,0,0,0,0,0,0,0,0,0,0
252,54.5263157894737,-1.54385964912281,27.719298245614,57,0,1,0,0,0,0,0,0,0,0,0,0
253,-7.0126582278481,40.3037974683544,42.5063291139241,79,1,0,0,0,0,0,0,0,0,0,0,0
254,-10.4155844155844,69.8181818181818,7.50649350649351,77,1,0,0,0,0,0,0,0,0,0,0,0
255,36.8421052631579,55.5789473684211,17.9473684210526,76,0,1,0,0,0,0,0,0,0,0,0,0
256,-24.8421052631579,-19.3684210526316,73.6140350877193,57,1,0,0,0,0,0,0,0,0,0,0,0
257,19.5058823529412,68.6117647058824,-1.12941176470588,85,0,1,0,0,0,0,0,0,0,0,0,0
258,-39.1698113207547,45.7358490566038,-15.9622641509434,53,1,0,0,0,0,0,0,0,0,0,0,0
259,-22.3291139240506,23.2911392405063,47.4430379746835,79,1,0,0,0,0,0,0,0,0,0,0,0
260,9.11392405063291,39.4936708860759,32.2025316455696,79,0,1,0,0,0,0,0,0,0,0,0,0
261,-33.3658536585366,20.8292682926829,-21.2682926829268,41,1,0,0,0,0,0,0,0,0,0,0,0
262,-40.7450980392157,-16.156862745098,55.7254901960784,51,1,0,0,0,0,0,0,0,0,0,0,0
263,55.2987012987013,32.1038961038961,3.61038961038961,77,0,1,0,0,0,0,0,0,0,0,0,0
264,52.1142857142857,18.9428571428571,35.6857142857143,70,0,1,0,0,0,0,0,0,0,0,0,0
265,7.45945945945946,0.513513513513513,71.027027027027,74,0,1,0,0,0,0,0,0,0,0,0,0
266,-9.23529411764706,7.88235294117647,39.7058823529412,68,1,0,0,0,0,0,0,0,0,0,0,0
