ROI_number,x,y,z,VOL,Frontal_L,Frontal_R,Parietal_L,Parietal_R,Occipital_L,Occipital_R,Temporal_L,Temporal_R,Insula_L,Insula_R,Subcortical_L,Subcortical_R
267,-50.1,-2.76666666666667,6.03333333333333,60,1,0,0,0,0,0,0,0,0,0,0,0
268,14.452380952381,69.3095238095238,8.07142857142857,84,0,1,0,0,0,0,0,0,0,0,0,0
269,-4.45070422535211,63.2394366197183,18.3098591549296,71,1,0,0,0,0,0,0,0,0,0,0,0
270,-33.0491803278689,18.2622950819672,38.655737704918,61,1,0,0,0,0,0,0,0,0,0,0,0
271,39.8550724637681,8.28985507246377,40.4057971014493,69,0,1,0,0,0,0,0,0,0,0,0,0
272,-9.24444444444444,9.73333333333333,-16.8888888888889,45,1,0,0,0,0,0,0,0,0,0,0,0
273,58.2121212121212,13.7575757575758,9.21212121212121,66,0,1,0,0,0,0,0,0,0,0,0,0
274,-44.5405405405405,13.1891891891892,21.7027027027027,74,1,0,0,0,0,0,0,0,0,0,0,0
275,13.8412698412698,44.3809523809524,16.4126984126984,63,0,1,0,0,0,0,0,0,0,0,0,0
276,21.3,32.2666666666667,-14.7333333333333,60,0,1,0,0,0,0,0,0,0,0,0,0
277,-4.39024390243903,-12.2926829268293,67.0243902439024,82,1,0,0,0,0,0,0,0,0,0,0,0
278,-4.25,54.8611111111111,-23.7222222222222,72,1,0,0,0,0,0,0,0,0,0,0,0
279,11.8032786885246,-15.7704918032787,75.7049180327869,61,0,1,0,0,0,0,0,0,0,0,0,0
280,-19.531914893617,32.8297872340426,53.5744680851064,94,1,0,0,0,0,0,0,0,0,0,0,0
281,-8.08571428571429,53.1428571428572,7.28571428571429,70,1,0,0,0,0,0,0,0,0,0,0,0
282,-16.5757575757576,38.8181818181818,45.2727272727273,66,1,0,0,0,0,0,0,0,0,0,0,0
283,9,8.73529411764706,39.8235294117647,68,0,1,0,0,0,0,0,0,0,0,0,0
284,-4.56521739130435,30.3478260869565,-18.4347826086957,92,0.967391304347826,0.032608695652174,0,0,0,0,0,0,0,0,0,0
285,-40.8421052631579,5.97368421052632,57.0526315789474,76,1,0,0,0,0,0,0,0,0,0,0,0
286,26.9310344827586,40.6896551724138,26.8275862068965,58,0,1,0,0,0,0,0,0,0,0,0,0
287,-2.375,7.125,30.0416666666667,48,1,0,0,0,0,0,0,0,0,0,0,0
288,-5.25,14.2142857142857,66.9285714285714,56,1,0,0,0,0,0,0,0,0,0,0,0
289,57.2941176470588,13.8823529411765,1.6078431372549,51,0,1,0,0,0,0,0,0,0,0,0,0
290,-44.5526315789474,29.2894736842105,-15.3157894736842,76,1,0,0,0,0,0,0,0,0,0,0,0
291,34.6764705882353,54.5588235294118,2.44117647058824,68,0,1,0,0,0,0,0,0,0,0,0,0
292,33.6727272727273,29.9272727272727,-19.8909090909091,55,0,1,0,0,0,0,0,0,0,0,0,0
293,3.91549295774648,-0.563380281690141,51.5492957746479,71,0.028169014084507,0.971830985915493,0,0,0,0,0,0,0,0,0,0
294,30,11.3170731707317,62.1463414634146,82,0,1,0,0,0,0,0,0,0,0,0,0
295,41.3846153846154,30.6153846153846,21.6923076923077,65,0,1,0,0,0,0,0,0,0,0,0,0
296,-20.7297297297297,31.6216216216216,43.3243243243243,74,1,0,0,0,0,0,0,0,0,0,0,0
297,25.3684210526316,18.3684210526316,45,76,0,1,0,0,0,0,0,0,0,0,0,0
298,-53.6578947368421,27.2894736842105,5.13157894736842,76,1,0,0,0,0,0,0,0,0,0,0,0
299,-5,47.6222222222222,28.7777777777778,90,1,0,0,0,0,0,0,0,0,0,0,0
300,3.22222222222222,22.8518518518519,-9.81481481481482,54,0.148148148148148,0.851851851851852,0,0,0,0,0,0,0,0,0,0
301,-14.8571428571429,-35.9523809523809,69,42,1,0,0,0,0,0,0,0,0,0,0,0
302,19.8,-11.7428571428571,74.2571428571429,70,0,1,0,0,0,0,0,0,0,0,0,0
303,-1.71428571428571,-1.3469387755102,32.3265306122449,49,0.877551020408163,0.122448979591837,0,0,0,0,0,0,0,0,0,0
304,14.6857142857143,47.6571428571429,-20.7714285714286,70,0,1,0,0,0,0,0,0,0,0,0,0
305,15.7567567567568,45.0810810810811,46.4594594594595,74,0,1,0,0,0,0,0,0,0,0,0,0
306,52.5205479452055,-8.46575342465753,38.7123287671233,73,0,1,0,0,0,0,0,0,0,0,0,0
307,45.6666666666667,20.8333333333333,8.72222222222222,72,0,1,0,0,0,0,0,0,0,0,0,0
308,-47.978021978022,3.93406593406593,6.98901098901099,91,1,0,0,0,0,0,0,0,0,0,0,0
309,-14.9350649350649,68.4155844155844,-3.45454545454545,77,1,0,0,0,0,0,0,0,0,0,0,0
310,-38.5964912280702,-13.9298245614035,48.9473684210526,57,1,0,0,0,0,0,0,0,0,0,0,0
311,51.9384615384615,33.0461538461538,-6.52307692307692,65,0,1,0,0,0,0,0,0,0,0,0,0
312,-10,61.7460317460318,9.65079365079365,63,1,0,0,0,0,0,0,0,0,0,0,0
313,4.90625,-28.625,64.84375,64,0.015625,0.984375,0,0,0,0,0,0,0,0,0,0
314,-33.1538461538462,38.6538461538462,-10.0384615384615,52,1,0,0,0,0,0,0,0,0,0,0,0
315,4.15909090909091,14.2727272727273,59.0454545454545,88,0,1,0,0,0,0,0,0,0,0,0,0
316,-54.7384615384615,-2.92307692307692,14.9230769230769,65,1,0,0,0,0,0,0,0,0,0,0,0
317,27.5277777777778,52.1666666666667,16.6666666666667,72,0,1,0,0,0,0,0,0,0,0,0,0
318,48.3409090909091,28.25,6.59090909090909,88,0,1,0,0,0,0,0,0,0,0,0,0
319,-45.9220779220779,19.9220779220779,43.7402597402597,77,1,0,0,0,0,0,0,0,0,0,0,0
320,35.7977528089888,23.1460674157303,39.438202247191,89,0,1,0,0,0,0,0,0,0,0,0,0
321,17.1884057971015,-14.2028985507246,63.2173913043478,69,0,1,0,0,0,0,0,0,0,0,0,0
322,18.7575757575758,59.4242424242424,30.5454545454545,66,0,1,0,0,0,0,0,0,0,0,0,0
323,-52.0625,-13.78125,39.25,64,1,0,0,0,0,0,0,0,0,0,0,0
324,-20.3544303797468,23.2151898734177,60.3291139240506,79,1,0,0,0,0,0,0,0,0,0,0,0
325,8.97674418604651,54.5348837209302,5.13953488372093,86,0,1,0,0,0,0,0,0,0,0,0,0
326,-11.9555555555556,57.4222222222222,34.1555555555556,90,1,0,0,0,0,0,0,0,0,0,0,0
327,-6.80851063829787,14.7659574468085,-21.4893617021277,47,1,0,0,0,0,0,0,0,0,0,0,0
328,30.7164179104478,63.3731343283582,-9.19402985074627,67,0,1,0,0,0,0,0,0,0,0,0,0
329,-17.7362637362637,12.4615384615385,64.5274725274725,91,1,0,0,0,0,0,0,0,0,0,0,0
330,22.9176470588235,20.2117647058824,61.6470588235294,85,0,1,0,0,0,0,0,0,0,0,0,0
331,-50.6440677966102,26.6779661016949,27.8983050847458,59,1,0,0,0,0,0,0,0,0,0,0,0
332,49.1267605633803,9.54929577464789,47.8028169014084,71,0,1,0,0,0,0,0,0,0,0,0,0
333,10.0512820512821,25.8717948717949,31.6666666666667,78,0,1,0,0,0,0,0,0,0,0,0,0
334,5.04878048780488,66.219512195122,-10.2926829268293,82,0.060975609756098,0.939024390243902,0,0,0,0,0,0,0,0,0,0
335,-5.45,-20.175,63.425,80,1,0,0,0,0,0,0,0,0,0,0,0
336,-17.3333333333333,-18.9019607843137,75.2549019607843,51,1,0,0,0,0,0,0,0,0,0,0,0
337,-5.84444444444444,46.0444444444445,10.3111111111111,90,1,0,0,0,0,0,0,0,0,0,0,0
338,-31.6206896551724,62.2068965517241,-0.896551724137931,58,1,0,0,0,0,0,0,0,0,0,0,0
339,42.9795918367347,50.2040816326531,-7.44897959183674,98,0,1,0,0,0,0,0,0,0,0,0,0
340,12.9508196721311,28.0655737704918,-15.9672131147541,61,0,1,0,0,0,0,0,0,0,0,0,0
341,61.6896551724138,9.24137931034483,16.3103448275862,58,0,1,0,0,0,0,0,0,0,0,0,0
342,-6.41975308641975,30.2716049382716,43.8765432098765,81,1,0,0,0,0,0,0,0,0,0,0,0
343,26.8115942028985,-11.536231884058,54.0289855072464,69,0,1,0,0,0,0,0,0,0,0,0,0
344,-9.5,45.25,0.972222222222222,72,1,0,0,0,0,0,0,0,0,0,0,0
345,-31.7254901960784,20.9019607843137,-14.9803921568627,51,1,0,0,0,0,0,0,0,0,0,0,0
346,-50.969696969697,2.84848484848485,28.969696969697,66,1,0,0,0,0,0,0,0,0,0,0,0
347,-43.7183098591549,-2.50704225352113,56.169014084507,71,1,0,0,0,0,0,0,0,0,0,0,0
348,45.8947368421053,-2.78947368421053,8,38,0,1,0,0,0,0,0,0,0,0,0,0
349,-9.36842105263158,28.0701754385965,27.6140350877193,57,1,0,0,0,0,0,0,0,0,0,0,0
350,10.5769230769231,-34.2692307692308,75.5384615384615,52,0,1,0,0,0,0,0,0,0,0,0,0
351,-4.29032258064516,45.7096774193548,48,62,1,0,0,0,0,0,0,0,0,0,0,0
352,42.921052631579,18.2368421052632,51.1315789473684,76,0,1,0,0,0,0,0,0,0,0,0,0
353,-28.5,48.1,-9.8,60,1,0,0,0,0,0,0,0,0,0,0,0
354,30.2692307692308,27.6538461538462,-11,52,0,1,0,0,0,0,0,0,0,0,0,0
355,-1.13846153846154,-14.5230769230769,46.4307692307692,65,0.784615384615385,0.215384615384615,0,0,0,0,0,0,0,0,0,0
356,5.12765957446809,37.468085106383,50.5744680851064,94,0,1,0,0,0,0,0,0,0,0,0,0
357,-6.86486486486487,-8.05405405405405,41.0810810810811,74,1,0,0,0,0,0,0,0,0,0,0,0
358,20.5,38.3529411764706,41.7941176470588,68,0,1,0,0,0,0,0,0,0,0,0,0
359,-29.8536585365854,42.1463414634146,38.0487804878049,82,1,0,0,0,0,0,0,0,0,0,0,0
360,4.12987012987013,58.4935064935065,15.9220779220779,77,0.025974025974026,0.974025974025974,0,0,0,0,0,0,0,0,0,0
361,-61.2631578947368,-1.26315789473684,22.4561403508772,57,1,0,0,0,0,0,0,0,0,0,0,0
362,51.1063829787234,40.0425531914894,7.1063829787234,94,0,1,0,0,0,0,0,0,0,0,0,0
363,-5.67741935483871,-30.8387096774194,74.5483870967742,62,1,0,0,0,0,0,0,0,0,0,0,0
364,-55.8,12.15,20.75,80,1,0,0,0,0,0,0,0,0,0,0,0
365,-22.7619047619048,36.7619047619048,-13.6825396825397,63,1,0,0,0,0,0,0,0,0,0,0,0
366,-5.19148936170213,24.8936170212766,48.4042553191489,94,1,0,0,0,0,0,0,0,0,0,0,0
367,38.2608695652174,-11.9420289855072,56.1739130434783,69,0,1,0,0,0,0,0,0,0,0,0,0
368,-39.0625,51.09375,17.90625,64,1,0,0,0,0,0,0,0,0,0,0,0
369,57.9473684210526,-1.21052631578947,20.3157894736842,38,0,1,0,0,0,0,0,0,0,0,0,0
370,-32.2439024390244,4.63414634146341,53.7804878048781,82,1,0,0,0,0,0,0,0,0,0,0,0
371,4.68965517241379,60.1034482758621,32.0689655172414,58,0,1,0,0,0,0,0,0,0,0,0,0
372,-45.4857142857143,21.6571428571429,-2.57142857142857,70,1,0,0,0,0,0,0,0,0,0,0,0
373,45.8961038961039,42.025974025974,23.0909090909091,77,0,1,0,0,0,0,0,0,0,0,0,0
374,-50.05,-3.775,35.825,80,1,0,0,0,0,0,0,0,0,0,0,0
375,-50.6746987951807,18.6746987951807,14.578313253012,83,1,0,0,0,0,0,0,0,0,0,0,0
376,40.5479452054795,10.9041095890411,48.1643835616438,73,0,1,0,0,0,0,0,0,0,0,0,0
377,-0.380952380952381,41.3142857142857,-8.19047619047619,105,0.695238095238095,0.304761904761905,0,0,0,0,0,0,0,0,0,0
378,-9.02941176470588,-8.29411764705882,49.6470588235294,68,1,0,0,0,0,0,0,0,0,0,0,0
379,-20.1111111111111,67.8055555555556,5.58333333333333,72,1,0,0,0,0,0,0,0,0,0,0,0
380,26.6037735849057,38.5283018867925,-10.5283018867925,53,0,1,0,0,0,0,0,0,0,0,0,0
381,7.15966386554622,32.2857142857143,42.3697478991597,119,0,1,0,0,0,0,0,0,0,0,0,0
382,-43.6896551724138,50.7931034482759,-3.03448275862069,58,1,0,0,0,0,0,0,0,0,0,0,0
383,51.25,20.7272727272727,16.0454545454545,88,0,1,0,0,0,0,0,0,0,0,0,0
384,-45.0704225352113,45.887323943662,13.4929577464789,71,1,0,0,0,0,0,0,0,0,0,0,0
385,0.863636363636364,49.6818181818182,-21.6136363636364,88,0.511363636363636,0.488636363636364,0,0,0,0,0,0,0,0,0,0
386,-27.8108108108108,-2.75675675675676,52.4054054054054,74,1,0,0,0,0,0,0,0,0,0,0,0
387,13.5625,26.7291666666667,58.9583333333333,96,0,1,0,0,0,0,0,0,0,0,0,0
388,7.16326530612245,40.3469387755102,12.7551020408163,98,0,1,0,0,0,0,0,0,0,0,0,0
389,20.735632183908,1.60919540229885,62.4367816091954,87,0,1,0,0,0,0,0,0,0,0,0,0
390,-12.7741935483871,49.1935483870968,-21.4838709677419,62,1,0,0,0,0,0,0,0,0,0,0,0
391,41.5189873417722,28.3037974683544,-6.63291139240506,79,0,1,0,0,0,0,0,0,0,0,0,0
392,-0.282828282828283,11.8383838383838,36.8282828282828,99,0.656565656565657,0.343434343434343,0,0,0,0,0,0,0,0,0,0
393,-53.875,-7.6875,44.53125,64,1,0,0,0,0,0,0,0,0,0,0,0
394,35.35,26.525,51.725,80,0,1,0,0,0,0,0,0,0,0,0,0
395,39.3529411764706,43.3529411764706,32.2941176470588,68,0,1,0,0,0,0,0,0,0,0,0,0
396,44.4918032786885,16.3934426229508,22.7540983606557,61,0,1,0,0,0,0,0,0,0,0,0,0
397,-26.9333333333333,50.9777777777778,9.37777777777778,45,1,0,0,0,0,0,0,0,0,0,0,0
398,7.46511627906977,36.7674418604651,-19.3720930232558,86,0,1,0,0,0,0,0,0,0,0,0,0
399,-50.6666666666667,36.3333333333333,13.6060606060606,66,1,0,0,0,0,0,0,0,0,0,0,0
400,4.44444444444444,15.9111111111111,-15.7777777777778,45,0,1,0,0,0,0,0,0,0,0,0,0
401,-36.4523809523809,29.2142857142857,45.2857142857143,84,1,0,0,0,0,0,0,0,0,0,0,0
402,19.375,66.025,14.8,80,0,1,0,0,0,0,0,0,0,0,0,0
403,27.9310344827586,53.1034482758621,8.68965517241379,58,0,1,0,0,0,0,0,0,0,0,0,0
404,-9.05882352941176,58.6470588235294,0.735294117647059,68,1,0,0,0,0,0,0,0,0,0,0,0
405,-41.2592592592593,17.7777777777778,3.14814814814815,54,1,0,0,0,0,0,0,0,0,0,0,0
406,15.7777777777778,49.3611111111111,40,72,0,1,0,0,0,0,0,0,0,0,0,0
407,-45.3888888888889,-7.55555555555556,8.33333333333333,36,1,0,0,0,0,0,0,0,0,0,0,0
408,-18.1025641025641,-14.8461538461538,63.5897435897436,78,1,0,0,0,0,0,0,0,0,0,0,0
409,10.1052631578947,1.18421052631579,54.5,76,0,1,0,0,0,0,0,0,0,0,0,0
410,-14.4935064935065,63.8701298701299,-13.3766233766234,77,1,0,0,0,0,0,0,0,0,0,0,0
411,-18.8214285714286,25.3928571428571,-21.75,56,1,0,0,0,0,0,0,0,0,0,0,0
412,-5.05263157894737,13.7894736842105,58.1578947368421,76,1,0,0,0,0,0,0,0,0,0,0,0
413,-38.2631578947368,-16.7368421052632,41.4736842105263,38,1,0,0,0,0,0,0,0,0,0,0,0
414,50.7575757575758,0.696969696969697,50.2727272727273,66,0,1,0,0,0,0,0,0,0,0,0,0
415,-30.2716049382716,-12.9382716049383,68.8641975308642,81,1,0,0,0,0,0,0,0,0,0,0,0
416,22.112676056338,63.0704225352113,-13.0704225352113,71,0,1,0,0,0,0,0,0,0,0,0,0
417,5.89795918367347,44.0408163265306,40.3265306122449,98,0,1,0,0,0,0,0,0,0,0,0,0
418,15.5428571428571,-18.0857142857143,69,70,0,1,0,0,0,0,0,0,0,0,0,0
419,42.8,40.4,8.55,80,0,1,0,0,0,0,0,0,0,0,0,0
420,-27.05,58.5,15.775,80,1,0,0,0,0,0,0,0,0,0,0,0
421,19,12.48,-21.76,50,0,1,0,0,0,0,0,0,0,0,0,0
422,-12.6582278481013,41.620253164557,50.9873417721519,79,1,0,0,0,0,0,0,0,0,0,0,0
423,-48.1538461538462,10.3296703296703,29.2967032967033,91,1,0,0,0,0,0,0,0,0,0,0,0
424,43.85,3.15,14.05,40,0,1,0,0,0,0,0,0,0,0,0,0
425,-7.09302325581395,-0.813953488372093,54.4883720930233,86,1,0,0,0,0,0,0,0,0,0,0,0
426,4.80645161290323,-19.8064516129032,74,62,0,1,0,0,0,0,0,0,0,0,0,0
427,34.1052631578947,42.6842105263158,-8.6578947368421,76,0,1,0,0,0,0,0,0,0,0,0,0
428,-51.6428571428571,-12.8928571428571,50.3571428571429,56,1,0,0,0,0,0,0,0,0,0,0,0
429,56.5428571428572,10.6285714285714,33.0857142857143,70,0,1,0,0,0,0,0,0,0,0,0,0
430,6.44444444444444,68.5,3.88888888888889,72,0,1,0,0,0,0,0,0,0,0,0,0
431,-44.7945205479452,40.7945205479452,22.4383561643836,73,1,0,0,0,0,0,0,0,0,0,0,0
432,-9.24390243902439,44.4878048780488,23.780487804878,82,1,0,0,0,0,0,0,0,0,0,0,0
433,12.0987654320988,35.5061728395062,56.4938271604938,81,0,1,0,0,0,0,0,0,0,0,0,0
434,-9.39130434782609,22.3768115942029,-22.7246376811594,69,1,0,0,0,0,0,0,0,0,0,0,0
435,-23.2040816326531,5.55102040816327,68.0204081632653,98,1,0,0,0,0,0,0,0,0,0,0,0
436,45.1333333333333,46.7333333333333,-14.4,60,0,1,0,0,0,0,0,0,0,0,0,0
437,4.5,-6.375,67.15625,64,0,1,0,0,0,0,0,0,0,0,0,0
438,-37.4146341463415,34.5853658536585,38.5609756097561,82,1,0,0,0,0,0,0,0,0,0,0,0
439,36.0967741935484,-14.8064516129032,66.5161290322581,62,0,1,0,0,0,0,0,0,0,0,0,0
440,50.8266666666667,28.24,31.44,75,0,1,0,0,0,0,0,0,0,0,0,0
441,-2.51515151515152,15.2727272727273,28.1515151515152,66,0.939393939393939,0.060606060606061,0,0,0,0,0,0,0,0,0,0
442,-17.5873015873016,56.4761904761905,-16.2539682539683,63,1,0,0,0,0,0,0,0,0,0,0,0
443,-51,16.8333333333333,-1.4,60,1,0,0,0,0,0,0,0,0,0,0,0
444,3.64044943820225,6.67415730337079,46.9662921348315,89,0.101123595505618,0.898876404494382,0,0,0,0,0,0,0,0,0,0
445,-28.525,21.9,56.15,80,1,0,0,0,0,0,0,0,0,0,0,0
446,12.2413793103448,38,-25.6206896551724,58,0,1,0,0,0,0,0,0,0,0,0,0
447,14.2162162162162,7.72972972972973,69.4594594594595,74,0,1,0,0,0,0,0,0,0,0,0,0
448,56.1739130434783,5.1304347826087,40.6376811594203,69,0,1,0,0,0,0,0,0,0,0,0,0
449,-13.925,-18.975,69.225,80,1,0,0,0,0,0,0,0,0,0,0,0
450,-20.1038961038961,62.025974025974,21.4285714285714,77,1,0,0,0,0,0,0,0,0,0,0,0
451,42.169014084507,24.169014084507,45.0422535211268,71,0,1,0,0,0,0,0,0,0,0,0,0
452,9.07865168539326,52.4044943820225,16.7191011235955,89,0,1,0,0,0,0,0,0,0,0,0,0
453,40.9295774647887,2.50704225352113,50.0281690140845,71,0,1,0,0,0,0,0,0,0,0,0,0
454,-6.91089108910891,40.1980198019802,-17.960396039604,101,1,0,0,0,0,0,0,0,0,0,0,0
455,-41.4210526315789,-0.842105263157895,47.5,76,1,0,0,0,0,0,0,0,0,0,0,0
456,-48.3703703703704,43.0617283950617,-6.2962962962963,81,1,0,0,0,0,0,0,0,0,0,0,0
457,-16.5842696629213,50.2696629213483,39.1011235955056,89,1,0,0,0,0,0,0,0,0,0,0,0
458,-5.25252525252525,-13.5555555555556,56.6262626262626,99,1,0,0,0,0,0,0,0,0,0,0,0
459,44.2608695652174,53.768115942029,1.56521739130435,69,0,1,0,0,0,0,0,0,0,0,0,0
460,51.6153846153846,15.4230769230769,-2.88461538461538,52,0,1,0,0,0,0,0,0,0,0,0,0
461,29.6210526315789,32.8,40.821052631579,95,0,1,0,0,0,0,0,0,0,0,0,0
462,-51.298969072165,7.4020618556701,14.7422680412371,97,1,0,0,0,0,0,0,0,0,0,0,0
463,-3.79487179487179,20.7179487179487,-8.56410256410256,39,1,0,0,0,0,0,0,0,0,0,0,0
464,25.6206896551724,35.3448275862069,-19.1724137931034,58,0,1,0,0,0,0,0,0,0,0,0,0
465,4.08695652173913,2.52173913043478,34.1449275362319,69,0.014492753623188,0.985507246376812,0,0,0,0,0,0,0,0,0,0
466,-23.5142857142857,60.8285714285714,-13.2,70,1,0,0,0,0,0,0,0,0,0,0,0
467,30.8351648351648,20.4175824175824,56.0879120879121,91,0,1,0,0,0,0,0,0,0,0,0,0
468,-38.6987951807229,35.4457831325301,-15.4457831325301,83,1,0,0,0,0,0,0,0,0,0,0,0
469,-22.9347826086957,-1.23913043478261,60.3478260869565,92,1,0,0,0,0,0,0,0,0,0,0,0
470,-46.4470588235294,43.7882352941177,2.61176470588235,85,1,0,0,0,0,0,0,0,0,0,0,0
471,-27.2727272727273,-26.1818181818182,56.4545454545455,22,1,0,0,0,0,0,0,0,0,0,0,0
472,61.8076923076923,5.11538461538462,8.5,52,0,1,0,0,0,0,0,0,0,0,0,0
473,7.93939393939394,45.2727272727273,23.8181818181818,99,0,1,0,0,0,0,0,0,0,0,0,0
474,-2.575,21.675,37.975,80,0.925,0.075,0,0,0,0,0,0,0,0,0,0
475,-53.6944444444444,17.8611111111111,26.1666666666667,72,1,0,0,0,0,0,0,0,0,0,0,0
476,14.8421052631579,65.6052631578947,-9.18421052631579,76,0,1,0,0,0,0,0,0,0,0,0,0
477,13.8333333333333,18.7666666666667,-16.4666666666667,60,0,1,0,0,0,0,0,0,0,0,0,0
478,-45.6056338028169,-11.943661971831,56.5915492957747,71,1,0,0,0,0,0,0,0,0,0,0,0
479,13.3,62.975,24.8,80,0,1,0,0,0,0,0,0,0,0,0,0
480,-4.33802816901409,30.5070422535211,58.169014084507,71,1,0,0,0,0,0,0,0,0,0,0,0
481,-1.2,22.325,-19.075,80,0.8125,0.1875,0,0,0,0,0,0,0,0,0,0
482,-6.28888888888889,55.4666666666667,24.3333333333333,90,1,0,0,0,0,0,0,0,0,0,0,0
483,-34.8108108108108,3.78378378378378,33.2972972972973,37,1,0,0,0,0,0,0,0,0,0,0,0
484,-39.3030303030303,40.1212121212121,31.7878787878788,66,1,0,0,0,0,0,0,0,0,0,0,0
485,-49.7746478873239,9.80281690140845,44.4507042253521,71,1,0,0,0,0,0,0,0,0,0,0,0
486,31.936170212766,60.8085106382979,10.7446808510638,94,0,1,0,0,0,0,0,0,0,0,0,0
487,24.9411764705882,-20.1176470588235,70.4411764705882,68,0,1,0,0,0,0,0,0,0,0,0,0
488,5.76470588235294,22.3333333333333,48.6078431372549,102,0,1,0,0,0,0,0,0,0,0,0,0
489,-7.17073170731707,49.6585365853659,-15.9268292682927,82,1,0,0,0,0,0,0,0,0,0,0,0
490,41.8333333333333,17,39.547619047619,84,0,1,0,0,0,0,0,0,0,0,0,0
491,45.375,-9.375,35,32,0,1,0,0,0,0,0,0,0,0,0,0
492,1.14563106796117,38.6990291262136,25.3203883495146,103,0.45631067961165,0.543689320388349,0,0,0,0,0,0,0,0,0,0
493,27.4285714285714,-13.3928571428571,71.0714285714286,56,0,1,0,0,0,0,0,0,0,0,0,0
494,42.6067415730337,39.2134831460674,-8.98876404494382,89,0,1,0,0,0,0,0,0,0,0,0,0
495,-26.875,63.9583333333333,-7.58333333333333,48,1,0,0,0,0,0,0,0,0,0,0,0
496,-13,2.29787234042553,64.4255319148936,94,1,0,0,0,0,0,0,0,0,0,0,0
497,38.7692307692308,39.7948717948718,22.5897435897436,78,0,1,0,0,0,0,0,0,0,0,0,0
498,-0.897959183673469,61.1020408163265,-3.95918367346939,98,0.704081632653061,0.295918367346939,0,0,0,0,0,0,0,0,0,0
499,12.7951807228916,19.4698795180723,59.1807228915663,83,0,1,0,0,0,0,0,0,0,0,0,0
500,-54.2894736842105,-0.263157894736842,42.2105263157895,76,1,0,0,0,0,0,0,0,0,0,0,0
501,50.6486486486486,33.8648648648649,23.7837837837838,74,0,1,0,0,0,0,0,0,0,0,0,0
502,-26.6486486486486,21.8378378378378,-23.8378378378378,37,1,0,0,0,0,0,0,0,0,0,0,0
503,-45.7454545454545,26.8,38.0363636363636,55,1,0,0,0,0,0,0,0,0,0,0,0
504,45.0454545454546,-6.59090909090909,47.25,88,0,1,0,0,0,0,0,0,0,0,0,0
505,-14.0526315789474,31.5526315789474,-21.5789473684211,76,1,0,0,0,0,0,0,0,0,0,0,0
506,11.7101449275362,-26.1739130434783,75.3913043478261,69,0,1,0,0,0,0,0,0,0,0,0,0
507,3.91111111111111,39.0888888888889,1.91111111111111,90,0.111111111111111,0.888888888888889,0,0,0,0,0,0,0,0,0,0
508,-39,-21.0952380952381,65.8095238095238,42,1,0,0,0,0,0,0,0,0,0,0,0
509,8.12345679012346,55.5308641975309,-23.7777777777778,81,0,1,0,0,0,0,0,0,0,0,0,0
510,-4.44444444444444,22.1111111111111,63.1111111111111,54,1,0,0,0,0,0,0,0,0,0,0,0
511,45.1515151515152,-3.45454545454545,14,33,0,1,0,0,0,0,0,0,0,0,0,0
512,57.575,24.175,11.275,80,0,1,0,0,0,0,0,0,0,0,0,0
513,16.974358974359,39,50.2564102564103,78,0,1,0,0,0,0,0,0,0,0,0,0
514,4.96907216494845,-7.62886597938144,58.2268041237113,97,0.061855670103093,0.938144329896907,0,0,0,0,0,0,0,0,0,0
515,-27.2142857142857,36.5,28.2142857142857,56,1,0,0,0,0,0,0,0,0,0,0,0
516,-11.4567901234568,67.1358024691358,16.4691358024691,81,1,0,0,0,0,0,0,0,0,0,0,0
517,37.3947368421053,14.2105263157895,56.8157894736842,76,0,1,0,0,0,0,0,0,0,0,0,0
518,28.1111111111111,56.25,-14.4166666666667,72,0,1,0,0,0,0,0,0,0,0,0,0
519,-30,62.2894736842105,7.65789473684211,76,1,0,0,0,0,0,0,0,0,0,0,0
520,3.95238095238095,-8.04761904761905,32.2857142857143,42,0,1,0,0,0,0,0,0,0,0,0,0
521,-5.37704918032787,-37.4098360655738,67.9344262295082,61,1,0,0,0,0,0,0,0,0,0,0,0
522,20.85,-27.9,62.8,40,0,1,0,0,0,0,0,0,0,0,0,0
523,-47.5263157894737,28,-8.44736842105263,76,1,0,0,0,0,0,0,0,0,0,0,0
524,33.9024390243902,39.8780487804878,39.9024390243902,82,0,1,0,0,0,0,0,0,0,0,0,0
525,-13.3571428571429,16.9642857142857,-15.9285714285714,56,1,0,0,0,0,0,0,0,0,0,0,0
526,3.93846153846154,34.9538461538461,-26.4,65,0.107692307692308,0.892307692307692,0,0,0,0,0,0,0,0,0,0
527,-54.955223880597,19.3731343283582,5.70149253731343,67,1,0,0,0,0,0,0,0,0,0,0,0
528,56.8354430379747,15.6708860759494,18.0506329113924,79,0,1,0,0,0,0,0,0,0,0,0,0
529,11.8378378378378,50.8648648648649,-2.97297297297297,37,0,1,0,0,0,0,0,0,0,0,0,0
530,32.5128205128205,28.2051282051282,-2.56410256410256,39,0,1,0,0,0,0,0,0,0,0,0,0
531,-20.7777777777778,45.1388888888889,43.6944444444444,72,1,0,0,0,0,0,0,0,0,0,0,0
532,-10.32,-7.89333333333333,71.8933333333333,75,1,0,0,0,0,0,0,0,0,0,0,0
533,9.49295774647887,69.2957746478873,-3.04225352112676,71,0,1,0,0,0,0,0,0,0,0,0,0
534,14.0888888888889,-15.0666666666667,45.6,45,0,1,0,0,0,0,0,0,0,0,0,0
