ROI_number,X_MNI,Y_MNI,Z_MNI,VOL,Frontal_L,Frontal_R,Insula_L,Insula_R,Occipital_L,Occipital_R,Parietal_L,Parietal_R,Subcortical_L,Subcortical_R,Temporal_L,Temporal_R
56,37.115,51.716,-12.284,183,0,1,0,0,0,0,0,0,0,0,0,0
57,-28.959,8.9586,48.722,169,1,0,0,0,0,0,0,0,0,0,0,0
58,49.117,-6.4022,52.436,179,0,1,0,0,0,0,0,0,0,0,0,0
59,4.0737,26.389,-11.937,190,0.10526,0.89474,0,0,0,0,0,0,0,0,0,0
60,5.7617,0.27979,66.756,193,0,1,0,0,0,0,0,0,0,0,0,0
61,-57.101,7.3671,5.1519,158,1,0,0,0,0,0,0,0,0,0,0,0
62,-8.1589,13.126,36.861,151,1,0,0,0,0,0,0,0,0,0,0,0
63,-24.633,44.722,-14.344,180,1,0,0,0,0,0,0,0,0,0,0,0
64,37.204,18.728,40.796,206,0,1,0,0,0,0,0,0,0,0,0,0
65,-52.968,-14.613,46.624,186,1,0,0,0,0,0,0,0,0,0,0,0
66,6.4841,-19.809,53.631,157,0,1,0,0,0,0,0,0,0,0,0,0
67,-13.968,-0.14054,69.643,185,1,0,0,0,0,0,0,0,0,0,0,0
68,29.236,54.51,7.4013,157,0,1,0,0,0,0,0,0,0,0,0,0
69,9.0833,10.893,41.238,168,0,1,0,0,0,0,0,0,0,0,0,0
70,-29.38,-23.464,58.472,881,1,0,0,0,0,0,0,0,0,0,0,0
71,25.845,19.832,-19.561,155,0,1,0,0,0,0,0,0,0,0,0,0
72,40.909,22.485,7.5636,165,0,1,0,0,0,0,0,0,0,0,0,0
73,-21.681,17.84,50.489,188,1,0,0,0,0,0,0,0,0,0,0,0
74,40.213,-3,46.416,178,0,1,0,0,0,0,0,0,0,0,0,0
75,5.7606,41.746,50.014,142,0.0070423,0.99296,0,0,0,0,0,0,0,0,0,0
76,-42,48.44,0.95604,182,1,0,0,0,0,0,0,0,0,0,0,0
77,-38.697,56.318,-6.4848,132,1,0,0,0,0,0,0,0,0,0,0,0
78,27.56,41.69,28.964,168,0,1,0,0,0,0,0,0,0,0,0,0
79,-5.9221,25.429,60.117,154,1,0,0,0,0,0,0,0,0,0,0,0
80,51.381,12.052,-0.18065,155,0,1,0,0,0,0,0,0,0,0,0,0
81,-49.972,8.8113,41.057,212,1,0,0,0,0,0,0,0,0,0,0,0
82,42.864,29.23,39.061,213,0,1,0,0,0,0,0,0,0,0,0,0
83,6.3066,62.628,24.292,137,0,1,0,0,0,0,0,0,0,0,0,0
84,-8.2857,65.366,16.335,161,1,0,0,0,0,0,0,0,0,0,0,0
85,41.449,-13.902,54.609,450,0,1,0,0,0,0,0,0,0,0,0,0
86,-36.768,7.913,29.058,138,1,0,0,0,0,0,0,0,0,0,0,0
87,6.2874,32.299,55.632,174,0.011494,0.98851,0,0,0,0,0,0,0,0,0,0
88,-6.7337,14.58,64.71,169,1,0,0,0,0,0,0,0,0,0,0,0
89,-25.116,52.768,23.991,224,1,0,0,0,0,0,0,0,0,0,0,0
90,0.13659,39.961,8.4,205,0.59024,0.40976,0,0,0,0,0,0,0,0,0,0
91,26.134,4.6607,52.929,224,0,1,0,0,0,0,0,0,0,0,0,0
92,-44.926,35.105,-13.937,190,1,0,0,0,0,0,0,0,0,0,0,0
93,7.5159,-10.777,72.764,157,0,1,0,0,0,0,0,0,0,0,0,0
94,44.037,41.926,-15.074,162,0,1,0,0,0,0,0,0,0,0,0,0
95,43.427,6.9,52.455,220,0,1,0,0,0,0,0,0,0,0,0,0
96,5.6081,65.432,13.162,148,0,1,0,0,0,0,0,0,0,0,0,0
97,-17.873,10.172,65.086,221,1,0,0,0,0,0,0,0,0,0,0,0
98,55.574,-7.7515,41.728,169,0,1,0,0,0,0,0,0,0,0,0,0
99,-4.5897,47.726,-13.214,234,0.94444,0.055556,0,0,0,0,0,0,0,0,0,0
100,44.245,45.353,19.206,204,0,1,0,0,0,0,0,0,0,0,0,0
101,0.48372,18.707,26.707,215,0.53488,0.46512,0,0,0,0,0,0,0,0,0,0
102,-49.315,25.838,-2.3784,222,1,0,0,0,0,0,0,0,0,0,0,0
103,15.372,-31.256,73.385,156,0,1,0,0,0,0,0,0,0,0,0,0
104,-40.798,8.4862,53.505,218,1,0,0,0,0,0,0,0,0,0,0,0
105,-6.433,66.629,-4.7938,194,1,0,0,0,0,0,0,0,0,0,0,0
106,52.963,3.9177,42.782,243,0,1,0,0,0,0,0,0,0,0,0,0
107,1.1075,36.29,-3.5914,186,0.48925,0.51075,0,0,0,0,0,0,0,0,0,0
108,6.9816,49.472,42.613,163,0,1,0,0,0,0,0,0,0,0,0,0
109,42.164,5.8818,37.464,220,0,1,0,0,0,0,0,0,0,0,0,0
110,-31.126,-11.649,63.495,222,1,0,0,0,0,0,0,0,0,0,0,0
111,-5.6373,42.686,43.892,204,1,0,0,0,0,0,0,0,0,0,0,0
112,47.989,23.344,-3.1958,189,0,1,0,0,0,0,0,0,0,0,0,0
113,-6.1754,-7.1579,68.269,171,1,0,0,0,0,0,0,0,0,0,0,0
114,-26.493,18.812,-21.435,138,1,0,0,0,0,0,0,0,0,0,0,0
115,-53.904,18.333,21.974,228,1,0,0,0,0,0,0,0,0,0,0,0
116,-9.0331,-32.742,75.351,151,1,0,0,0,0,0,0,0,0,0,0,0
117,17.469,57.867,-15.779,271,0,1,0,0,0,0,0,0,0,0,0,0
118,55.213,-0.73529,8.0074,272,0,1,0,0,0,0,0,0,0,0,0,0
119,14.255,22.791,-20.109,220,0,1,0,0,0,0,0,0,0,0,0,0
120,7.3006,-22.908,73.816,163,0.006135,0.99387,0,0,0,0,0,0,0,0,0,0
121,-7.3272,24.995,33.834,217,1,0,0,0,0,0,0,0,0,0,0,0
122,-23.96,31.141,-17.747,198,1,0,0,0,0,0,0,0,0,0,0,0
123,32.493,30.808,32.719,203,0,1,0,0,0,0,0,0,0,0,0,0
124,-54.526,-3.3521,38.958,213,1,0,0,0,0,0,0,0,0,0,0,0
125,7.3204,-1.7282,42.825,206,0.0048544,0.99515,0,0,0,0,0,0,0,0,0,0
126,-16.238,43.886,45.192,193,1,0,0,0,0,0,0,0,0,0,0,0
127,23.887,27.277,43.808,177,0,1,0,0,0,0,0,0,0,0,0,0
128,7.2948,60.659,-19.168,173,0,1,0,0,0,0,0,0,0,0,0,0
129,-33.326,44.674,33.223,193,1,0,0,0,0,0,0,0,0,0,0,0
130,12.113,41.458,18.61,177,0,1,0,0,0,0,0,0,0,0,0,0
131,58.566,7.5251,30.429,219,0,1,0,0,0,0,0,0,0,0,0,0
132,-28.547,58.474,-10.895,190,1,0,0,0,0,0,0,0,0,0,0,0
133,25.368,59.979,17.979,193,0,1,0,0,0,0,0,0,0,0,0,0
134,8.1176,21.9,60.688,221,0.0045249,0.99548,0,0,0,0,0,0,0,0,0,0
135,-5.2435,25.171,-22.953,193,0.98964,0.010363,0,0,0,0,0,0,0,0,0,0
136,-48.38,12.413,-0.29348,184,1,0,0,0,0,0,0,0,0,0,0,0
137,-6.0223,19.743,49.944,179,1,0,0,0,0,0,0,0,0,0,0,0
138,7.1739,-4.7913,53.774,230,0,1,0,0,0,0,0,0,0,0,0,0
139,47.407,16.874,44.724,199,0,1,0,0,0,0,0,0,0,0,0,0
140,5.0621,-34.897,71.917,145,0.068966,0.93103,0,0,0,0,0,0,0,0,0,0
141,-18.343,62.486,22.371,140,1,0,0,0,0,0,0,0,0,0,0,0
142,29.607,47.847,18.437,183,0,1,0,0,0,0,0,0,0,0,0,0
143,32.218,28.287,-17.77,174,0,1,0,0,0,0,0,0,0,0,0,0
144,-46.543,2.4623,31.698,199,1,0,0,0,0,0,0,0,0,0,0,0
145,-6.3061,60.806,-17.429,196,1,0,0,0,0,0,0,0,0,0,0,0
146,23.909,39.361,44.484,219,0,1,0,0,0,0,0,0,0,0,0,0
147,41.668,49.135,5.9389,229,0,1,0,0,0,0,0,0,0,0,0,0
148,-8.4969,41.006,19.18,161,1,0,0,0,0,0,0,0,0,0,0,0
149,-16.975,22.721,59.777,197,1,0,0,0,0,0,0,0,0,0,0,0
150,24.135,61.596,-3.3371,178,0,1,0,0,0,0,0,0,0,0,0,0
151,7.85,21.46,35.57,200,0.01,0.99,0,0,0,0,0,0,0,0,0,0
152,-5.7576,33.896,-13.532,231,1,0,0,0,0,0,0,0,0,0,0,0
153,47.346,8.872,25.299,211,0,1,0,0,0,0,0,0,0,0,0,0
154,-48.359,20.395,35.462,223,1,0,0,0,0,0,0,0,0,0,0,0
155,-6.0973,-18.897,73.103,185,1,0,0,0,0,0,0,0,0,0,0,0
156,19.022,50.294,36.615,231,0,1,0,0,0,0,0,0,0,0,0,0
157,33.938,39.568,-11.048,227,0,1,0,0,0,0,0,0,0,0,0,0
158,-48.215,-2.0976,50.117,205,1,0,0,0,0,0,0,0,0,0,0,0
159,16.029,-1.9227,69.961,207,0,1,0,0,0,0,0,0,0,0,0,0
160,6.5872,52.294,20.642,218,0.013761,0.98624,0,0,0,0,0,0,0,0,0,0
161,12.749,37.272,-22.769,195,0,1,0,0,0,0,0,0,0,0,0,0
162,-5.5721,-3.9721,53.591,215,1,0,0,0,0,0,0,0,0,0,0,0
163,-17.844,64.838,-8.2635,167,1,0,0,0,0,0,0,0,0,0,0,0
164,-43.421,-13.326,55.905,190,1,0,0,0,0,0,0,0,0,0,0,0
165,23.102,-25,70.265,196,0,1,0,0,0,0,0,0,0,0,0,0
166,42.725,29.123,-13.509,171,0,1,0,0,0,0,0,0,0,0,0,0
167,-20.047,32.242,51.619,215,1,0,0,0,0,0,0,0,0,0,0,0
168,-24.579,62.557,12.186,183,1,0,0,0,0,0,0,0,0,0,0,0
169,-17.081,-12.427,72.834,211,1,0,0,0,0,0,0,0,0,0,0,0
170,-6.878,36.176,30.107,205,1,0,0,0,0,0,0,0,0,0,0,0
171,6.2143,66.7,2.2143,140,0,1,0,0,0,0,0,0,0,0,0,0
172,54.314,20.359,8.5381,223,0,1,0,0,0,0,0,0,0,0,0,0
173,-53.631,20.188,8.7529,255,1,0,0,0,0,0,0,0,0,0,0,0
174,-6.2012,-14.473,60.604,169,1,0,0,0,0,0,0,0,0,0,0,0
175,-22.866,28.756,40.939,164,1,0,0,0,0,0,0,0,0,0,0,0
176,9.6837,11.99,66.643,196,0,1,0,0,0,0,0,0,0,0,0,0
177,-39.293,47.247,-12.8,215,1,0,0,0,0,0,0,0,0,0,0,0
178,24.735,47.847,-13.357,196,0,1,0,0,0,0,0,0,0,0,0,0
179,-5.4941,30.024,44.882,170,1,0,0,0,0,0,0,0,0,0,0,0
180,33.682,8.0718,60.072,195,0,1,0,0,0,0,0,0,0,0,0,0
181,-42.053,18.305,47.105,190,1,0,0,0,0,0,0,0,0,0,0,0
182,15.649,43.026,47.662,154,0,1,0,0,0,0,0,0,0,0,0,0
183,33.566,40.667,38.818,198,0,1,0,0,0,0,0,0,0,0,0,0
184,-7.5359,49.945,-23.072,181,1,0,0,0,0,0,0,0,0,0,0,0
185,7.5685,52.971,-7.6017,241,0.0082988,0.9917,0,0,0,0,0,0,0,0,0,0
186,18.376,30.707,54.926,229,0,1,0,0,0,0,0,0,0,0,0,0
187,1.3544,-11.152,43.063,158,0.4557,0.5443,0,0,0,0,0,0,0,0,0,0
188,-36.733,-1.9569,59.112,232,1,0,0,0,0,0,0,0,0,0,0,0
189,37.654,58.776,-0.62617,214,0,1,0,0,0,0,0,0,0,0,0,0
190,-51.388,32.141,16.071,170,1,0,0,0,0,0,0,0,0,0,0,0
191,39.435,40.691,28.789,223,0,1,0,0,0,0,0,0,0,0,0,0
192,-26.824,60.703,0.2967,182,1,0,0,0,0,0,0,0,0,0,0,0
193,5.7642,32.646,41.345,229,0.069869,0.93013,0,0,0,0,0,0,0,0,0,0
194,6.9841,65.513,-8.6455,189,0.021164,0.97884,0,0,0,0,0,0,0,0,0,0
195,55.301,20.372,21.876,226,0,1,0,0,0,0,0,0,0,0,0,0
196,48.945,31.871,27.124,201,0,1,0,0,0,0,0,0,0,0,0,0
197,17.6,-16.219,72.657,210,0,1,0,0,0,0,0,0,0,0,0,0
198,-30.369,22.107,53.961,206,1,0,0,0,0,0,0,0,0,0,0,0
199,-38.124,29.944,0.16949,177,1,0,0,0,0,0,0,0,0,0,0,0
200,-20.333,10.794,-18.905,126,1,0,0,0,0,0,0,0,0,0,0,0
201,-3.9407,29.659,19.244,135,1,0,0,0,0,0,0,0,0,0,0,0
202,37.172,-5.0909,59.465,198,0,1,0,0,0,0,0,0,0,0,0,0
203,-41.042,41.671,23.737,213,1,0,0,0,0,0,0,0,0,0,0,0
204,11.571,-14.314,43.643,140,0,1,0,0,0,0,0,0,0,0,0,0
205,-56.716,5.7512,29.373,201,1,0,0,0,0,0,0,0,0,0,0,0
206,-6,48.66,28.209,191,1,0,0,0,0,0,0,0,0,0,0,0
207,36.708,56.379,14.81,195,0,1,0,0,0,0,0,0,0,0,0,0
208,-25.486,-1.0952,66.886,210,1,0,0,0,0,0,0,0,0,0,0,0
209,17.634,59.817,27.419,186,0,1,0,0,0,0,0,0,0,0,0,0
210,-16.926,55.463,34.698,149,1,0,0,0,0,0,0,0,0,0,0,0
211,-6.8317,8.6535,53.525,202,1,0,0,0,0,0,0,0,0,0,0,0
212,-14.532,69.338,5.8961,154,1,0,0,0,0,0,0,0,0,0,0,0
213,-43.241,24.266,-11.911,158,1,0,0,0,0,0,0,0,0,0,0,0
214,22.827,18.78,59.669,254,0,1,0,0,0,0,0,0,0,0,0,0
215,6.0296,20.985,48.7,203,0.0098522,0.99015,0,0,0,0,0,0,0,0,0,0
216,-21.912,44.906,35.836,159,1,0,0,0,0,0,0,0,0,0,0,0
217,5.7798,39.899,-13.183,218,0.068807,0.93119,0,0,0,0,0,0,0,0,0,0
218,6.1184,-25.645,64.053,152,0.0065789,0.99342,0,0,0,0,0,0,0,0,0,0
219,30.018,52.711,29.123,228,0,1,0,0,0,0,0,0,0,0,0,0
220,5.617,30.879,17.603,141,0,1,0,0,0,0,0,0,0,0,0,0
221,-5.3084,53.897,16.29,214,0.98131,0.018692,0,0,0,0,0,0,0,0,0,0
222,42.456,22.981,24.204,206,0,1,0,0,0,0,0,0,0,0,0,0
223,-41.742,17.987,27.032,155,1,0,0,0,0,0,0,0,0,0,0,0
224,4.9317,28.783,-24.211,161,0.1118,0.8882,0,0,0,0,0,0,0,0,0,0
225,-28.522,38.178,28.3,180,1,0,0,0,0,0,0,0,0,0,0,0
226,42.994,31.605,1.5593,177,0,1,0,0,0,0,0,0,0,0,0,0
227,-29.397,11.142,60.858,219,1,0,0,0,0,0,0,0,0,0,0,0
228,-6.6804,16.674,-15.237,291,1,0,0,0,0,0,0,0,0,0,0,0
229,18.527,-10.945,62.488,201,0,1,0,0,0,0,0,0,0,0,0,0
230,-7.7559,55.437,-5.0516,213,1,0,0,0,0,0,0,0,0,0,0,0
231,0.16667,49.519,1.8426,216,0.59722,0.40278,0,0,0,0,0,0,0,0,0,0
232,-49.598,36.565,4.4022,184,1,0,0,0,0,0,0,0,0,0,0,0
233,50.402,36.346,-8.2682,179,0,1,0,0,0,0,0,0,0,0,0,0
234,-58.183,7.3486,17.109,175,1,0,0,0,0,0,0,0,0,0,0,0
235,7.3048,56.886,6.7429,210,0.0047619,0.99524,0,0,0,0,0,0,0,0,0,0
236,-24.1,1.1343,54.796,201,1,0,0,0,0,0,0,0,0,0,0,0
237,43.863,6.3504,9.8974,234,0,1,0,0,0,0,0,0,0,0,0,0
238,32.718,29.068,49.368,234,0,1,0,0,0,0,0,0,0,0,0,0
239,6.2133,43.476,32.329,225,0.057778,0.94222,0,0,0,0,0,0,0,0,0,0
240,26.406,-1.6042,65.146,192,0,1,0,0,0,0,0,0,0,0,0,0
241,-12.885,36.917,-23.042,192,1,0,0,0,0,0,0,0,0,0,0,0
242,15.305,66.515,15.593,167,0,1,0,0,0,0,0,0,0,0,0,0
243,49.191,40.734,6.8617,188,0,1,0,0,0,0,0,0,0,0,0,0
244,54.096,30.695,2.6707,167,0,1,0,0,0,0,0,0,0,0,0,0
245,-8.0585,43.743,-2.3977,171,1,0,0,0,0,0,0,0,0,0,0,0
246,-34.826,28.826,45.047,172,1,0,0,0,0,0,0,0,0,0,0,0
247,30.19,60.215,-10.81,158,0,1,0,0,0,0,0,0,0,0,0,0
248,-38.153,-6.622,47.129,209,1,0,0,0,0,0,0,0,0,0,0,0
249,53.172,31.065,14.892,186,0,1,0,0,0,0,0,0,0,0,0,0
250,-18.175,55.857,-16.206,126,1,0,0,0,0,0,0,0,0,0,0,0
251,5.2745,50.167,-22.402,204,0.11275,0.88725,0,0,0,0,0,0,0,0,0,0
252,-0.58706,12.667,42.567,201,0.68657,0.31343,0,0,0,0,0,0,0,0,0,0
253,36.698,17.991,53.425,212,0,1,0,0,0,0,0,0,0,0,0,0
254,-33.786,38.011,-13.091,187,1,0,0,0,0,0,0,0,0,0,0,0
255,16.029,69.246,1.2464,138,0,1,0,0,0,0,0,0,0,0,0,0
256,-33.01,55.408,8.0767,287,1,0,0,0,0,0,0,0,0,0,0,0
257,1.7487,41.623,20.168,191,0.41361,0.58639,0,0,0,0,0,0,0,0,0,0
258,-4.9215,-58.461,59.11,191,0,0,0,0,0,0,0.97906,0.020942,0,0,0,0
259,39.776,-47.964,49.139,223,0,0,0,0,0,0,0,1,0,0,0,0
260,21.178,-57.271,8.7287,258,0,0,0,0,0,0,0,1,0,0,0,0
261,-57.724,-45.401,40.378,217,0,0,0,0,0,0,1,0,0,0,0,0
262,61.662,-8.7941,32.853,136,0,0,0,0,0,0,0,1,0,0,0,0
263,-62.349,-30.229,24.771,166,0,0,0,0,0,0,1,0,0,0,0,0
264,47.436,-69.673,18.95,202,0,0,0,0,0,0,0,1,0,0,0,0
265,-16.995,-52.555,3.2756,577,0,0,0,0,0,0,1,0,0,0,0,0
266,19.537,-64.513,26.35,160,0,0,0,0,0,0,0,1,0,0,0,0
267,46.048,-59.158,25.062,209,0,0,0,0,0,0,0,1,0,0,0,0
268,-43.186,-46.729,43.442,258,0,0,0,0,0,0,1,0,0,0,0,0
269,-52.382,-65.603,22.779,136,0,0,0,0,0,0,1,0,0,0,0,0
270,-46.792,-55.094,22.277,159,0,0,0,0,0,0,1,0,0,0,0,0
271,-6.3216,-60.231,13.578,199,0,0,0,0,0,0,1,0,0,0,0,0
272,54.936,-21.436,32.596,188,0,0,0,0,0,0,0,1,0,0,0,0
273,5.4692,-49.962,53.706,211,0,0,0,0,0,0,0.056872,0.94313,0,0,0,0
274,59.365,-52.183,28.192,208,0,0,0,0,0,0,0,1,0,0,0,0
275,-10.922,-21.5,40.578,128,0,0,0,0,0,0,1,0,0,0,0,0
276,40.28,-79.483,24.601,143,0,0,0,0,0,0,0,1,0,0,0,0
277,-45.364,-28.578,46.96,173,0,0,0,0,0,0,1,0,0,0,0,0
278,7.506,-47.723,15.108,166,0,0,0,0,0,0,0,1,0,0,0,0
279,-26.158,-35.061,66.07,228,0,0,0,0,0,0,1,0,0,0,0,0
280,-62.417,-18.791,19.928,139,0,0,0,0,0,0,1,0,0,0,0,0
281,5.6914,-36.444,56.395,162,0,0,0,0,0,0,0,1,0,0,0,0
282,12.471,-47.006,3.7613,310,0,0,0,0,0,0,0,1,0,0,0,0
283,-11.614,-45.836,35.256,207,0,0,0,0,0,0,1,0,0,0,0,0
284,22.457,-40.236,73.701,127,0,0,0,0,0,0,0,1,0,0,0,0
285,-7.9119,-26.629,48.151,159,0,0,0,0,0,0,1,0,0,0,0,0
286,26,-78.084,44.169,166,0,0,0,0,0,0,0,1,0,0,0,0
287,-26.992,-60.667,30.605,129,0,0,0,0,0,0,1,0,0,0,0,0
288,-30.077,-71.462,33.637,182,0,0,0,0,0,0,1,0,0,0,0,0
289,11.183,-34.927,38.945,218,0,0,0,0,0,0,0,1,0,0,0,0
290,36.684,-33.088,41.679,193,0,0,0,0,0,0,0,1,0,0,0,0
291,63.37,-16.597,26.829,181,0,0,0,0,0,0,0,1,0,0,0,0
292,53.66,-18.745,19.066,212,0,0,0,0,0,0,0,1,0,0,0,0
293,-15.231,-44.397,74.59,156,0,0,0,0,0,0,1,0,0,0,0,0
294,22.459,-66.579,43.978,183,0,0,0,0,0,0,0,1,0,0,0,0
295,-15.045,-59.338,6.1783,157,0,0,0,0,0,0,1,0,0,0,0,0
296,-36.857,-35.727,41.342,161,0,0,0,0,0,0,1,0,0,0,0,0
297,33.331,-69.227,25.578,251,0,0,0,0,0,0,0,1,0,0,0,0
298,-9.2649,-56.443,24.076,185,0,0,0,0,0,0,1,0,0,0,0,0
299,-51.913,-35.118,27.006,161,0,0,0,0,0,0,1,0,0,0,0,0
300,60.613,-17.954,42.624,173,0,0,0,0,0,0,0,1,0,0,0,0
301,31.075,-70.234,51.897,214,0,0,0,0,0,0,0,1,0,0,0,0
302,-16.601,-44.373,62.435,193,0,0,0,0,0,0,1,0,0,0,0,0
303,-4.6826,-73.641,46.515,167,0,0,0,0,0,0,0.97006,0.02994,0,0,0,0
304,55.934,-63.374,21.176,182,0,0,0,0,0,0,0,1,0,0,0,0
305,-31.219,-46.542,44.615,192,0,0,0,0,0,0,1,0,0,0,0,0
306,-50.173,-46.029,52.74,208,0,0,0,0,0,0,1,0,0,0,0,0
307,6.766,-58.085,63.883,188,0,0,0,0,0,0,0,1,0,0,0,0
308,-6.0435,-59.942,2.5942,138,0,0,0,0,0,0,1,0,0,0,0,0
309,48.982,-43.341,20.659,167,0,0,0,0,0,0,0,1,0,0,0,0
310,5.2868,-28.527,28.636,129,0,0,0,0,0,0,0,1,0,0,0,0
311,-28.7,-73.793,46.473,203,0,0,0,0,0,0,1,0,0,0,0,0
312,-5.617,-35.546,54.794,141,0,0,0,0,0,0,1,0,0,0,0,0
313,-40.542,-73.74,38.768,177,0,0,0,0,0,0,1,0,0,0,0,0
314,5.7888,-57.64,14.025,161,0,0,0,0,0,0,0.068323,0.93168,0,0,0,0
315,14.193,-42.719,50.798,228,0,0,0,0,0,0,0,1,0,0,0,0
316,-35.398,-51.742,33.505,186,0,0,0,0,0,0,1,0,0,0,0,0
317,13,-45.943,74.386,140,0,0,0,0,0,0,0,1,0,0,0,0
318,-15.353,-76.341,52.871,170,0,0,0,0,0,0,1,0,0,0,0,0
319,47.788,-24.273,42.02,198,0,0,0,0,0,0,0,1,0,0,0,0
320,-49.345,-34.681,37.397,229,0,0,0,0,0,0,1,0,0,0,0,0
321,19.222,-73.289,54.556,180,0,0,0,0,0,0,0,1,0,0,0,0
322,-61.726,-44.263,28.674,190,0,0,0,0,0,0,1,0,0,0,0,0
323,66.155,-33.366,17.915,142,0,0,0,0,0,0,0,1,0,0,0,0
324,37.162,-78.311,36.599,167,0,0,0,0,0,0,0,1,0,0,0,0
325,5.616,-41.568,23.408,125,0,0,0,0,0,0,0.016,0.984,0,0,0,0
