ROI_number,X_MNI,Y_MNI,Z_MNI,VOL,Frontal_L,Frontal_R,Insula_L,Insula_R,Occipital_L,Occipital_R,Parietal_L,Parietal_R,Subcortical_L,Subcortical_R,Temporal_L,Temporal_R
94,54.848,-7.404,42.323,198,0,1,0,0,0,0,0,0,0,0,0,0
95,-6.9727,11.427,65.809,220,1,0,0,0,0,0,0,0,0,0,0,0
96,0.44541,18.428,27.074,229,0.53275,0.46725,0,0,0,0,0,0,0,0,0,0
97,56.155,13.696,11.81,336,0,1,0,0,0,0,0,0,0,0,0,0
98,-39.489,-15.754,62.129,309,1,0,0,0,0,0,0,0,0,0,0,0
99,13.667,24.47,-20.008,264,0,1,0,0,0,0,0,0,0,0,0,0
100,37.336,21.432,41.565,271,0,1,0,0,0,0,0,0,0,0,0,0
101,-52.007,19.859,24.281,270,1,0,0,0,0,0,0,0,0,0,0,0
102,6.2873,52.975,-5.5549,355,0.10423,0.89577,0,0,0,0,0,0,0,0,0,0
103,-29.307,36.455,29.886,176,1,0,0,0,0,0,0,0,0,0,0,0
104,9.607,-19.397,74.201,229,0,1,0,0,0,0,0,0,0,0,0,0
105,-11.786,37.205,-23,234,1,0,0,0,0,0,0,0,0,0,0,0
106,-53.687,7.2015,31.881,268,1,0,0,0,0,0,0,0,0,0,0,0
107,-6.3568,23.268,60.235,213,1,0,0,0,0,0,0,0,0,0,0,0
108,25.779,8.1034,51.51,290,0,1,0,0,0,0,0,0,0,0,0,0
109,10.785,42.753,18.397,247,0,1,0,0,0,0,0,0,0,0,0,0
110,-35.184,52.228,16.596,272,1,0,0,0,0,0,0,0,0,0,0,0
111,41.883,25.891,5.7812,256,0,1,0,0,0,0,0,0,0,0,0,0
112,-7.3123,-1.3518,68.285,253,1,0,0,0,0,0,0,0,0,0,0,0
113,20.962,63.733,-5.3429,210,0,1,0,0,0,0,0,0,0,0,0,0
114,-17.71,60.889,-13.517,207,1,0,0,0,0,0,0,0,0,0,0,0
115,44.119,38.727,15.614,352,0,1,0,0,0,0,0,0,0,0,0,0
116,-18.776,3.9715,67.146,281,1,0,0,0,0,0,0,0,0,0,0,0
117,10.442,13.088,65.53,217,0,1,0,0,0,0,0,0,0,0,0,0
118,39.613,51.965,14.535,284,0,1,0,0,0,0,0,0,0,0,0,0
119,-31.68,39.385,39.5,244,1,0,0,0,0,0,0,0,0,0,0,0
120,6.6853,2.3586,65.896,251,0,1,0,0,0,0,0,0,0,0,0,0
121,-6.4502,58.487,8.6642,271,1,0,0,0,0,0,0,0,0,0,0,0
122,28.158,46.03,35.278,266,0,1,0,0,0,0,0,0,0,0,0,0
123,-48.081,40.846,0.37398,246,1,0,0,0,0,0,0,0,0,0,0,0
124,-17.187,-9.7705,68.013,305,1,0,0,0,0,0,0,0,0,0,0,0
125,-18.326,38.371,48.48,221,1,0,0,0,0,0,0,0,0,0,0,0
126,-7.8442,51.296,-5.134,321,1,0,0,0,0,0,0,0,0,0,0,0
127,42.632,23.754,24.202,228,0,1,0,0,0,0,0,0,0,0,0,0
128,21.088,67.228,6.0558,215,0,1,0,0,0,0,0,0,0,0,0,0
129,-35.417,-6.1043,48.678,230,1,0,0,0,0,0,0,0,0,0,0,0
130,51.904,15.415,0.14847,229,0,1,0,0,0,0,0,0,0,0,0,0
131,5.5536,31.536,20.304,224,0.026786,0.97321,0,0,0,0,0,0,0,0,0,0
132,-55.014,5.4597,5.1659,211,1,0,0,0,0,0,0,0,0,0,0,0
133,17.226,-29.855,71.362,235,0,1,0,0,0,0,0,0,0,0,0,0
134,-46.981,19.175,39.814,269,1,0,0,0,0,0,0,0,0,0,0,0
135,44.136,13.038,49.432,264,0,1,0,0,0,0,0,0,0,0,0,0
136,-31.849,25.021,50.877,292,1,0,0,0,0,0,0,0,0,0,0,0
137,-7.605,-15.042,72.387,238,1,0,0,0,0,0,0,0,0,0,0,0
138,19.872,41.899,44.721,297,0,1,0,0,0,0,0,0,0,0,0,0
139,-25.638,47.321,-13.819,221,1,0,0,0,0,0,0,0,0,0,0,0
140,45.515,31.731,32.642,268,0,1,0,0,0,0,0,0,0,0,0,0
141,-21.857,61.919,19.462,223,1,0,0,0,0,0,0,0,0,0,0,0
142,6.7389,-2.6556,47.494,360,0.038889,0.96111,0,0,0,0,0,0,0,0,0,0
143,11.795,38.484,-22.664,244,0,1,0,0,0,0,0,0,0,0,0,0
144,53.525,27.035,20.27,282,0,1,0,0,0,0,0,0,0,0,0,0
145,48.662,19.566,37.956,272,0,1,0,0,0,0,0,0,0,0,0,0
146,0.62577,41.975,8.1104,326,0.53988,0.46012,0,0,0,0,0,0,0,0,0,0
147,5.9794,-24.557,64.01,194,0.020619,0.97938,0,0,0,0,0,0,0,0,0,0
148,34.458,7.8103,59.518,253,0,1,0,0,0,0,0,0,0,0,0,0
149,-0.0070423,43.437,-15.479,284,0.59507,0.40493,0,0,0,0,0,0,0,0,0,0
150,-6.3649,9.4122,53.169,296,1,0,0,0,0,0,0,0,0,0,0,0
151,23.385,47.604,-14.052,192,0,1,0,0,0,0,0,0,0,0,0,0
152,-43.339,42.548,12.121,248,1,0,0,0,0,0,0,0,0,0,0,0
153,-6.9163,52.247,-21.896,251,1,0,0,0,0,0,0,0,0,0,0,0
154,39.243,55.886,1.5643,280,0,1,0,0,0,0,0,0,0,0,0,0
155,-6.757,28.112,31.092,251,1,0,0,0,0,0,0,0,0,0,0,0
156,0.10239,27.604,-22.778,293,0.56997,0.43003,0,0,0,0,0,0,0,0,0,0
157,-40.489,30.053,35.198,262,1,0,0,0,0,0,0,0,0,0,0,0
158,32.312,-6.75,63.562,288,0,1,0,0,0,0,0,0,0,0,0,0
159,-41.01,20.897,6.5258,194,1,0,0,0,0,0,0,0,0,0,0,0
160,-5.6579,-8.4539,57.164,304,0.99671,0.0032895,0,0,0,0,0,0,0,0,0,0
161,-31.374,6.6749,61.802,243,1,0,0,0,0,0,0,0,0,0,0,0
162,6.3019,42.403,31.358,318,0.037736,0.96226,0,0,0,0,0,0,0,0,0,0
163,6.2254,26.852,45.782,284,0,1,0,0,0,0,0,0,0,0,0,0
164,-5.9732,61.67,-14,224,1,0,0,0,0,0,0,0,0,0,0,0
165,-6.6039,14.518,37.82,255,1,0,0,0,0,0,0,0,0,0,0,0
166,-5.0275,51.02,20.714,255,0.95686,0.043137,0,0,0,0,0,0,0,0,0,0
167,37.683,12.667,29.65,183,0,1,0,0,0,0,0,0,0,0,0,0
168,-10.899,54.245,34.845,367,1,0,0,0,0,0,0,0,0,0,0,0
169,55.677,15.039,27.293,229,0,1,0,0,0,0,0,0,0,0,0,0
170,-21.604,65.246,1.3237,207,1,0,0,0,0,0,0,0,0,0,0,0
171,-38.952,12.177,52.967,271,1,0,0,0,0,0,0,0,0,0,0,0
172,39.789,43.629,27.135,275,0,1,0,0,0,0,0,0,0,0,0,0
173,7.1391,12.94,40.689,302,0.059603,0.9404,0,0,0,0,0,0,0,0,0,0
174,20.346,62.838,18.708,260,0,1,0,0,0,0,0,0,0,0,0,0
175,0.020619,40.876,-26.155,194,0.58247,0.41753,0,0,0,0,0,0,0,0,0,0
176,7.1376,63.89,-13.725,218,0.0045872,0.99541,0,0,0,0,0,0,0,0,0,0
177,-6.0761,-38.837,71.391,184,1,0,0,0,0,0,0,0,0,0,0,0
178,54.066,29.601,7.0627,271,0,1,0,0,0,0,0,0,0,0,0,0
179,-20.224,45.283,38.215,223,1,0,0,0,0,0,0,0,0,0,0,0
180,-53.894,19.071,9.3617,282,1,0,0,0,0,0,0,0,0,0,0,0
181,19.57,30.996,54.343,251,0,1,0,0,0,0,0,0,0,0,0,0
182,5.1223,37.302,-7.446,278,0.1259,0.8741,0,0,0,0,0,0,0,0,0,0
183,-11.566,68.251,11.52,175,1,0,0,0,0,0,0,0,0,0,0,0
184,35.446,29.652,-4.6957,184,0,1,0,0,0,0,0,0,0,0,0,0
185,-53.004,-2.7782,39.178,275,1,0,0,0,0,0,0,0,0,0,0,0
186,-39.588,42.265,26.101,257,1,0,0,0,0,0,0,0,0,0,0,0
187,7.102,14.571,-18.571,196,0.010204,0.9898,0,0,0,0,0,0,0,0,0,0
188,21.354,3.7743,65.881,319,0,1,0,0,0,0,0,0,0,0,0,0
189,-25.434,1.9849,53.26,265,1,0,0,0,0,0,0,0,0,0,0,0
190,-0.39655,24.147,-10.466,232,0.60345,0.39655,0,0,0,0,0,0,0,0,0,0
191,-50.132,0.44017,10.641,468,1,0,0,0,0,0,0,0,0,0,0,0
192,33.506,22.679,53.255,271,0,1,0,0,0,0,0,0,0,0,0,0
193,-45.779,6.9225,43.911,271,1,0,0,0,0,0,0,0,0,0,0,0
194,41.868,50.573,-10.123,227,0,1,0,0,0,0,0,0,0,0,0,0
195,-34.939,37.282,-14.073,245,1,0,0,0,0,0,0,0,0,0,0,0
196,28.682,55.649,25.081,211,0,1,0,0,0,0,0,0,0,0,0,0
197,6.1754,-9.6351,65.895,285,0.0070175,0.99298,0,0,0,0,0,0,0,0,0,0
198,17.385,55.15,33.223,273,0,1,0,0,0,0,0,0,0,0,0,0
199,-6.036,-26.919,70.919,222,1,0,0,0,0,0,0,0,0,0,0,0
200,6.3356,55.24,10.438,292,0.047945,0.95205,0,0,0,0,0,0,0,0,0,0
201,32.354,-47.619,45.218,294,0,0,0,0,0,0,0,1,0,0,0,0
202,37.929,-70.083,46.083,312,0,0,0,0,0,0,0,1,0,0,0,0
203,7.0922,-60.489,22.191,282,0,0,0,0,0,0,0.021277,0.97872,0,0,0,0
204,-26.209,-60.498,32.716,201,0,0,0,0,0,0,1,0,0,0,0,0
205,2.5632,-25.653,41.906,277,0,0,0,0,0,0,0.35018,0.64982,0,0,0,0
206,6.7698,-47.008,19.23,252,0,0,0,0,0,0,0,1,0,0,0,0
207,52.992,-19.545,18.711,242,0,0,0,0,0,0,0,1,0,0,0,0
208,-61.899,-17.798,20.58,317,0,0,0,0,0,0,1,0,0,0,0,0
209,59.73,-34.99,41.164,311,0,0,0,0,0,0,0,1,0,0,0,0
210,-54.403,-23.558,50.948,154,0,0,0,0,0,0,1,0,0,0,0,0
211,65.778,-30.566,17.788,198,0,0,0,0,0,0,0,1,0,0,0,0
212,-56.468,-61.754,17.614,171,0,0,0,0,0,0,1,0,0,0,0,0
213,9.9464,-61.464,49.869,336,0,0,0,0,0,0,0.020833,0.97917,0,0,0,0
214,-29.365,-47.035,67.294,255,0,0,0,0,0,0,1,0,0,0,0,0
215,53.939,-31.794,52.382,262,0,0,0,0,0,0,0,1,0,0,0,0
216,-10.716,-46.257,2.4771,327,0,0,0,0,0,0,1,0,0,0,0,0
217,46.342,-56.175,26.727,275,0,0,0,0,0,0,0,1,0,0,0,0
218,23.621,-55.155,56.81,232,0,0,0,0,0,0,0,1,0,0,0,0
219,-12.848,-33.733,41.77,217,0,0,0,0,0,0,1,0,0,0,0,0
220,48.454,-68.751,19.135,229,0,0,0,0,0,0,0,1,0,0,0,0
221,-49.807,-29.862,18.083,218,0,0,0,0,0,0,1,0,0,0,0,0
222,-61.298,-49.581,18.042,191,0,0,0,0,0,0,1,0,0,0,0,0
223,49.88,-44,22.157,267,0,0,0,0,0,0,0,1,0,0,0,0
224,63.585,-13.382,16.903,217,0,0,0,0,0,0,0,1,0,0,0,0
225,8.4478,-48.716,48.257,335,0,0,0,0,0,0,0.032836,0.96716,0,0,0,0
226,-39.294,-25.71,19.294,303,0,0,0,0,0,0,1,0,0,0,0,0
227,39.67,-34.014,52.536,291,0,0,0,0,0,0,0,1,0,0,0,0
228,-49.218,-61.239,42.042,284,0,0,0,0,0,0,1,0,0,0,0,0
229,-61.308,-25.867,38.967,240,0,0,0,0,0,0,1,0,0,0,0,0
230,49.584,-24.295,57.201,298,0,0,0,0,0,0,0,1,0,0,0,0
231,42.034,-18.812,19.085,293,0,0,0,0,0,0,0,1,0,0,0,0
232,25.756,-76.597,43.555,238,0,0,0,0,0,0,0,1,0,0,0,0
233,-28.607,-72.761,45.506,247,0,0,0,0,0,0,1,0,0,0,0,0
234,24.152,-40.904,72.102,197,0,0,0,0,0,0,0,1,0,0,0,0
235,-10.494,-22.09,41.798,178,0,0,0,0,0,0,1,0,0,0,0,0
236,-14.717,-45.909,73.919,198,0,0,0,0,0,0,1,0,0,0,0,0
237,-50.742,-34.396,32.58,283,0,0,0,0,0,0,1,0,0,0,0,0
238,12.886,-46.886,73.393,201,0,0,0,0,0,0,0,1,0,0,0,0
239,-46.94,-55.07,23.45,200,0,0,0,0,0,0,1,0,0,0,0,0
240,-26.684,-36.091,65.296,307,0,0,0,0,0,0,1,0,0,0,0,0
241,13.321,-34.97,48.254,268,0,0,0,0,0,0,0,1,0,0,0,0
242,64.287,-24.861,29.254,244,0,0,0,0,0,0,0,1,0,0,0,0
243,0.91228,-18.327,32.573,171,0,0,0,0,0,0,0.49708,0.50292,0,0,0,0
244,-5.3093,-43.371,59.381,194,0,0,0,0,0,0,1,0,0,0,0,0
245,19.771,-57.672,22.886,201,0,0,0,0,0,0,0,1,0,0,0,0
246,-46.079,-28.294,59.977,177,0,0,0,0,0,0,1,0,0,0,0,0
247,60.443,-20.235,42.932,221,0,0,0,0,0,0,0,1,0,0,0,0
248,-3.2871,-30.752,30.455,202,0,0,0,0,0,0,0.97525,0.024752,0,0,0,0
249,36.966,-33.372,41.343,207,0,0,0,0,0,0,0,1,0,0,0,0
250,-7.736,-60.294,3.2995,197,0,0,0,0,0,0,1,0,0,0,0,0
251,-43.582,-30.311,46.016,244,0,0,0,0,0,0,1,0,0,0,0,0
252,-59.75,-41.29,39.661,248,0,0,0,0,0,0,1,0,0,0,0,0
253,56.129,-60.69,27.207,232,0,0,0,0,0,0,0,1,0,0,0,0
254,38.54,-55.221,38.014,285,0,0,0,0,0,0,0,1,0,0,0,0
255,-18.917,-55.333,5.6481,216,0,0,0,0,0,0,1,0,0,0,0,0
256,11.406,-40.992,35.85,266,0,0,0,0,0,0,0,1,0,0,0,0
257,-50.548,-66.457,28.219,219,0,0,0,0,0,0,1,0,0,0,0,0
258,15.976,-64.749,63.904,251,0,0,0,0,0,0,0,1,0,0,0,0
259,-3.3487,-71.54,46.559,261,0,0,0,0,0,0,0.88889,0.11111,0,0,0,0
260,33.976,-76.304,35.024,250,0,0,0,0,0,0,0,1,0,0,0,0
261,-11.084,-44.122,49.496,262,0,0,0,0,0,0,1,0,0,0,0,0
262,-34.346,-39.218,43.358,243,0,0,0,0,0,0,1,0,0,0,0,0
263,54.787,-56.769,16.13,216,0,0,0,0,0,0,0,1,0,0,0,0
264,61.547,-12.148,32.217,203,0,0,0,0,0,0,0,1,0,0,0,0
265,-35.903,-34.742,66.366,186,0,0,0,0,0,0,1,0,0,0,0,0
266,-13.675,-76.142,52.68,197,0,0,0,0,0,0,1,0,0,0,0,0
267,17.602,-68.424,31.455,231,0,0,0,0,0,0,0,1,0,0,0,0
268,53.184,-45.872,50.723,282,0,0,0,0,0,0,0,1,0,0,0,0
269,-35.708,-50.831,34.658,219,0,0,0,0,0,0,1,0,0,0,0,0
270,-11.047,-45.898,35.591,235,0,0,0,0,0,0,1,0,0,0,0,0
271,-31.731,-58.531,60.09,245,0,0,0,0,0,0,1,0,0,0,0,0
272,-56.412,-55.21,31.471,291,0,0,0,0,0,0,1,0,0,0,0,0
273,6.8939,-56.477,62.561,264,0,0,0,0,0,0,0.015152,0.98485,0,0,0,0
274,-6.8451,-30.883,51.268,213,0,0,0,0,0,0,1,0,0,0,0,0
275,11.262,-48.87,5.617,423,0,0,0,0,0,0,0,1,0,0,0,0
276,11.81,-72.251,42.426,263,0,0,0,0,0,0,0,1,0,0,0,0
277,62.192,-37.974,28.114,229,0,0,0,0,0,0,0,1,0,0,0,0
278,-8.3717,-54.434,67.894,226,0,0,0,0,0,0,1,0,0,0,0,0
279,32.46,-72.099,23.615,161,0,0,0,0,0,0,0,1,0,0,0,0
280,-29.433,-47.657,54.246,268,0,0,0,0,0,0,1,0,0,0,0,0
281,0.92181,-44.691,30.634,243,0,0,0,0,0,0,0.48971,0.51029,0,0,0,0
282,52.319,-58.312,41.261,295,0,0,0,0,0,0,0,1,0,0,0,0
283,-15.419,-65.721,43.176,272,0,0,0,0,0,0,1,0,0,0,0,0
284,28.354,-42.181,57.677,254,0,0,0,0,0,0,0,1,0,0,0,0
285,53.076,-30.879,23.794,223,0,0,0,0,0,0,0,1,0,0,0,0
286,-41.907,-72.86,38.514,214,0,0,0,0,0,0,1,0,0,0,0,0
287,5.7245,-36.908,56.255,196,0,0,0,0,0,0,0,1,0,0,0,0
288,-5.4275,-61.507,16.42,276,0,0,0,0,0,0,0.97464,0.025362,0,0,0,0
289,21.552,-71.421,54.208,259,0,0,0,0,0,0,0,1,0,0,0,0
290,45.803,-42.099,42.006,345,0,0,0,0,0,0,0,1,0,0,0,0
291,5.6456,-31.114,28.278,158,0,0,0,0,0,0,0,1,0,0,0,0
292,-61.594,-44.061,29.178,197,0,0,0,0,0,0,1,0,0,0,0,0
293,0.18118,-66.878,32.286,287,0,0,0,0,0,0,0.57143,0.42857,0,0,0,0
294,-42.542,-55.137,53.641,262,0,0,0,0,0,0,1,0,0,0,0,0
295,38.946,-47.265,61.096,332,0,0,0,0,0,0,0,1,0,0,0,0
296,-3.6657,-57.537,43.208,341,0,0,0,0,0,0,0.85044,0.14956,0,0,0,0
297,-20.054,-58.465,65.938,258,0,0,0,0,0,0,1,0,0,0,0,0
298,-24.691,-64.864,5.1358,162,0,0,0,0,0,0,1,0,0,0,0,0
299,-22.964,-68.277,56.846,253,0,0,0,0,0,0,1,0,0,0,0,0
300,57.693,-47.918,33.831,319,0,0,0,0,0,0,0,1,0,0,0,0
301,10.731,-56.634,35.286,350,0,0,0,0,0,0,0,1,0,0,0,0
302,-17.179,-60,19.11,173,0,0,0,0,0,0,1,0,0,0,0,0
303,-52.79,-48.79,48.996,233,0,0,0,0,0,0,1,0,0,0,0,0
304,40.885,-78.862,24.644,174,0,0,0,0,0,0,0,1,0,0,0,0
305,-5.592,-47.95,19.284,201,0,0,0,0,0,0,1,0,0,0,0,0
306,47.868,-25.325,42.206,243,0,0,0,0,0,0,0,1,0,0,0,0
307,43.292,-56.839,51.567,305,0,0,0,0,0,0,0,1,0,0,0,0
308,8.7678,-71.867,55.488,211,0,0,0,0,0,0,0,1,0,0,0,0
309,-41.673,-41.046,57.301,306,0,0,0,0,0,0,1,0,0,0,0,0
310,-44.661,-45.804,42.286,357,0,0,0,0,0,0,1,0,0,0,0,0
311,-6.1908,-55.845,29.18,283,0,0,0,0,0,0,0.95406,0.045936,0,0,0,0
312,23.14,-53.266,68.58,286,0,0,0,0,0,0,0,1,0,0,0,0
313,-51.093,-45.595,23.736,227,0,0,0,0,0,0,1,0,0,0,0,0
314,62.236,-47.98,19.803,203,0,0,0,0,0,0,0,1,0,0,0,0
315,-28.045,-56.975,45.037,353,0,0,0,0,0,0,1,0,0,0,0,0
316,-37.315,-66.295,49.466,251,0,0,0,0,0,0,1,0,0,0,0,0
317,-54.138,-35.425,49.757,247,0,0,0,0,0,0,1,0,0,0,0,0
318,-10.879,-56.566,54.543,339,0,0,0,0,0,0,1,0,0,0,0,0
319,54.768,-21.61,31.988,164,0,0,0,0,0,0,0,1,0,0,0,0
320,56.901,-8.3765,17.432,324,0,0,0,0,0,0,0,1,0,0,0,0
321,14.037,-25.267,41.106,161,0,0,0,0,0,0,0,1,0,0,0,0
322,26,-61.789,45.06,332,0,0,0,0,0,0,0,1,0,0,0,0
323,-8.0338,-66.946,59.885,296,0,0,0,0,0,0,1,0,0,0,0,0
324,-39.569,-62.297,33.322,283,0,0,0,0,0,0,1,0,0,0,0,0
325,32.273,-62.148,58.465,271,0,0,0,0,0,0,0,1,0,0,0,0
