ROI_number,X_MNI,Y_MNI,Z_MNI,VOL,Frontal_L,Frontal_R,Insula_L,Insula_R,Occipital_L,Occipital_R,Parietal_L,Parietal_R,Subcortical_L,Subcortical_R,Temporal_L,Temporal_R
60,-26.231,-5.1474,58.28,936,1,0,0,0,0,0,0,0,0,0,0,0
61,-48.82,4.4721,5.9246,610,1,0,0,0,0,0,0,0,0,0,0,0
62,-58.812,0.63534,18.241,532,1,0,0,0,0,0,0,0,0,0,0,0
63,1.3623,44.973,-4.7346,991,0.46317,0.53683,0,0,0,0,0,0,0,0,0,0
64,44.328,27.498,0.37132,781,0,1,0,0,0,0,0,0,0,0,0,0
65,6.3936,27.787,32.782,752,0.038564,0.96144,0,0,0,0,0,0,0,0,0,0
66,-9.74,60.414,-12.871,677,1,0,0,0,0,0,0,0,0,0,0,0
67,-14.77,15.345,-19.211,525,1,0,0,0,0,0,0,0,0,0,0,0
68,11.209,-66.585,56.087,988,0,0,0,0,0,0,0.016194,0.98381,0,0,0,0
69,32.607,-54.068,41.158,824,0,0,0,0,0,0,0,1,0,0,0,0
70,-49.78,-62.061,27.554,826,0,0,0,0,0,0,1,0,0,0,0,0
71,8.9251,-44.499,55.09,774,0,0,0,0,0,0,0.020672,0.97933,0,0,0,0
72,-35.444,-38.677,61.088,730,0,0,0,0,0,0,1,0,0,0,0,0
73,51.162,-26.174,54.523,551,0,0,0,0,0,0,0,1,0,0,0,0
74,-8.7261,-43.715,54.479,752,0,0,0,0,0,0,1,0,0,0,0,0
75,-11.504,-52.957,18.182,2040,0,0,0,0,0,0,1,0,0,0,0,0
76,36.921,-74.345,27.873,660,0,0,0,0,0,0,0,1,0,0,0,0
77,-27.41,-58.133,58.809,915,0,0,0,0,0,0,1,0,0,0,0,0
78,29.966,-59.088,58.159,932,0,0,0,0,0,0,0,1,0,0,0,0
79,51.905,-45.477,47.959,925,0,0,0,0,0,0,0,1,0,0,0,0
80,54.042,-15.465,21.064,1372,0,0,0,0,0,0,0,1,0,0,0,0
81,-34.363,-71.621,40.786,766,0,0,0,0,0,0,1,0,0,0,0,0
82,55.563,-47.28,24.594,980,0,0,0,0,0,0,0,1,0,0,0,0
83,-20.481,-42.64,71.072,541,0,0,0,0,0,0,1,0,0,0,0,0
84,16.721,-48.278,70.54,655,0,0,0,0,0,0,0,1,0,0,0,0
85,-56.866,-48.821,21.548,633,0,0,0,0,0,0,1,0,0,0,0,0
86,62.811,-29.343,21.798,624,0,0,0,0,0,0,0,1,0,0,0,0
87,-39.881,-38.03,43.518,742,0,0,0,0,0,0,1,0,0,0,0,0
88,10.658,-29.573,43.765,571,0,0,0,0,0,0,0.014011,0.98599,0,0,0,0
89,59.265,-26.21,38.756,751,0,0,0,0,0,0,0,1,0,0,0,0
90,1.9072,-52.109,20.828,862,0,0,0,0,0,0,0.41067,0.58933,0,0,0,0
91,47.746,-62.04,38.572,891,0,0,0,0,0,0,0,1,0,0,0,0
92,0.93823,-26.05,31.84,599,0,0,0,0,0,0,0.51085,0.48915,0,0,0,0
93,50.699,-64.077,20.568,627,0,0,0,0,0,0,0,1,0,0,0,0
94,-58.69,-27.315,30.402,841,0,0,0,0,0,0,1,0,0,0,0,0
95,-11.921,-71.371,52.189,785,0,0,0,0,0,0,0.99873,0.0012739,0,0,0,0
96,-1.3503,-64.075,37.843,905,0,0,0,0,0,0,0.64309,0.35691,0,0,0,0
97,-10.644,-57.586,64.104,671,0,0,0,0,0,0,1,0,0,0,0,0
98,-51.75,-28.759,52.18,632,0,0,0,0,0,0,1,0,0,0,0,0
99,25.991,-72.911,43.783,856,0,0,0,0,0,0,0,1,0,0,0,0
100,-49.13,-22.898,18.224,991,0,0,0,0,0,0,1,0,0,0,0,0
101,-56.641,-44.799,39.239,796,0,0,0,0,0,0,1,0,0,0,0,0
102,9.3557,-48.43,38.035,804,0,0,0,0,0,0,0.0037313,0.99627,0,0,0,0
103,-44.5,-56.317,49.108,832,0,0,0,0,0,0,1,0,0,0,0,0
104,33.672,-40.821,62.753,799,0,0,0,0,0,0,0,1,0,0,0,0
105,-9.5429,-27.889,43.75,560,0,0,0,0,0,0,1,0,0,0,0,0
106,40.458,-33.644,43.992,707,0,0,0,0,0,0,0,1,0,0,0,0
107,-30.205,-56.718,37.606,888,0,0,0,0,0,0,1,0,0,0,0,0
108,15.969,-56.73,16.738,1309,0,0,0,0,0,0,0,1,0,0,0,0
109,-11.15,-91.196,-13.363,779,0,0,0,0,0.99101,0.0089859,0,0,0,0,0,0
110,-45.862,-64.166,9.9789,853,0,0,0,0,1,0,0,0,0,0,0,0
111,13.879,-71.261,13.104,777,0,0,0,0,0,1,0,0,0,0,0,0
112,42.42,-77.701,-9.2437,595,0,0,0,0,0,1,0,0,0,0,0,0
113,4.8274,-82.438,23.807,817,0,0,0,0,0.28519,0.71481,0,0,0,0,0,0
114,-28.25,-82.755,33.601,567,0,0,0,0,1,0,0,0,0,0,0,0
115,49.568,-66.623,3.5985,523,0,0,0,0,0,1,0,0,0,0,0,0
116,25.15,-69.043,-10.577,600,0,0,0,0,0,1,0,0,0,0,0,0
117,29.298,-88.627,-10.764,746,0,0,0,0,0,1,0,0,0,0,0,0
118,-16.481,-71.248,27.684,670,0,0,0,0,1,0,0,0,0,0,0,0
119,-31.802,-85.138,-13.616,817,0,0,0,0,1,0,0,0,0,0,0,0
120,-45.462,-72.03,-4.574,662,0,0,0,0,1,0,0,0,0,0,0,0
121,17.142,-56.072,-4.1857,883,0,0,0,0,0,1,0,0,0,0,0,0
122,-42.809,-78.188,22.342,544,0,0,0,0,1,0,0,0,0,0,0,0
123,-21.995,-96.436,-0.53806,762,0,0,0,0,1,0,0,0,0,0,0,0
124,17.196,-93.833,11.88,836,0,0,0,0,0,1,0,0,0,0,0,0
125,-23.887,-60.604,-10.105,990,0,0,0,0,1,0,0,0,0,0,0,0
126,21.108,-84.963,30.872,984,0,0,0,0,0,1,0,0,0,0,0,0
127,-10.693,-75.036,9.8046,921,0,0,0,0,0.97828,0.021716,0,0,0,0,0,0
128,-9.7414,-83.081,37.312,642,0,0,0,0,0.99065,0.0093458,0,0,0,0,0,0
129,-12.989,-74.153,-6.618,809,0,0,0,0,1,0,0,0,0,0,0,0
130,-34.963,-83.786,6.995,1007,0,0,0,0,1,0,0,0,0,0,0,0
131,36.698,-82.66,7.6035,797,0,0,0,0,0,1,0,0,0,0,0,0
132,-16.76,-91.063,20.604,890,0,0,0,0,1,0,0,0,0,0,0,0
133,9.3468,-80.157,-5.373,992,0,0,0,0,0.076613,0.92339,0,0,0,0,0,0
134,14.839,-94.742,-6.921,658,0,0,0,0,0,1,0,0,0,0,0,0
135,-4.4356,-93.431,5.6689,900,0,0,0,0,0.83333,0.16667,0,0,0,0,0,0
136,-54.683,-14.407,-11.741,905,0,0,0,0,0,0,0,0,0,0,1,0
137,-29.199,-11.144,-31.903,682,0,0,0,0,0,0,0,0,0,0,1,0
138,49.246,-16.903,-4.3755,751,0,0,0,0,0,0,0,0,0,0,0,1
139,-57.236,-56,-7.284,662,0,0,0,0,0,0,0,0,0,0,1,0
140,26.877,5.7094,-39.476,702,0,0,0,0,0,0,0,0,0,0,0,1
141,49.703,-59.221,-12.579,1260,0,0,0,0,0,0,0,0,0,0,0,1
142,-28.77,10.431,-39.137,649,0,0,0,0,0,0,0,0,0,0,1,0
143,-61.429,-33.005,-8.8038,953,0,0,0,0,0,0,0,0,0,0,1,0
144,55.326,-4.3081,-22.64,766,0,0,0,0,0,0,0,0,0,0,0.019582,0.98042
145,63.256,-20.906,-16.499,742,0,0,0,0,0,0,0,0,0,0,0,1
146,-55.289,-2.0031,-24.488,644,0,0,0,0,0,0,0,0,0,0,1,0
147,48.643,-21.587,-26.434,774,0,0,0,0,0,0,0,0,0,0,0,1
148,-59.991,-15.954,2.716,648,0,0,0,0,0,0,0,0,0,0,1,0
149,50.507,-34.143,8.7385,742,0,0,0,0,0,0,0,0,0,0,0,1
150,45.281,-45.155,-20.076,890,0,0,0,0,0,0,0,0,0,0,0,1
151,-36.891,-44.019,-20.16,1546,0,0,0,0,0,0,0,0,0,0,1,0
152,-52.848,-19.04,-28.636,856,0,0,0,0,0,0,0,0,0,0,1,0
153,50.694,12.39,-18.6,620,0,0,0,0,0,0,0,0,0,0,0,1
154,-52.407,-29.853,9.107,1037,0,0,0,0,0,0,0,0,0,0,1,0
155,59.869,-48.544,4.6086,654,0,0,0,0,0,0,0,0,0,0,0,1
156,31.339,-11.953,-29.988,678,0,0,0,0,0,0,0,0,0,0,0,1
157,-44.219,15.16,-27.892,631,0,0,0,0,0,0,0,0,0,0,1,0
158,-42.96,-0.72199,-40.307,723,0,0,0,0,0,0,0,0,0,0,1,0
159,62.159,-37.518,-10.125,830,0,0,0,0,0,0,0,0,0,0,0,1
160,-52.16,4.6547,-10.397,614,0,0,0,0,0,0,0,0,0,0,1,0
161,46.059,0.68473,-38.081,812,0,0,0,0,0,0,0,0,0,0,0,1
162,-50.541,-44.815,-19.958,1006,0,0,0,0,0,0,0,0,0,0,1,0
163,63.45,-22.216,4.9844,705,0,0,0,0,0,0,0,0,0,0,0,1
164,31.08,3.7902,-21.249,591,0,0,0,0,0,0,0,0,0,0,0,1
165,-28.902,1.9816,-23.263,543,0,0,0,0,0,0,0,0,0,0,1,0
166,58.107,-2.0291,-3.9968,618,0,0,0,0,0,0,0,0,0,0,0,1
167,-54.361,-44.738,4.8224,642,0,0,0,0,0,0,0,0,0,0,1,0
168,38.442,17.448,-33.945,652,0,0,0,0,0,0,0,0,0,0,0,1
169,30.864,-31.56,-19.981,632,0,0,0,0,0,0,0,0,0,0,0,1
170,38.829,-3.7966,6.1158,639,0,0,0,1,0,0,0,0,0,0,0,0
171,-36.698,2.8955,3.39,1177,0,0,1,0,0,0,0,0,0,0,0,0
172,36.651,18.075,-2.3237,587,0,0,0,1,0,0,0,0,0,0,0,0
173,-25.008,-2.2427,2.069,956,0,0,0,0,0,0,0,0,1,0,0,0
174,26.884,0.044297,1.2691,903,0,0,0,0,0,0,0,0,0,1,0,0
175,-15.848,15.09,-3.0566,831,0,0,0,0,0,0,0,0,1,0,0,0
176,-13.338,-24.291,5.6502,749,0,0,0,0,0,0,0,0,1,0,0,0
177,25.639,-16.522,-15.426,1007,0,0,0,0,0,0,0,0,0,1,0,0
178,16.171,16.956,-2.2616,887,0,0,0,0,0,0,0,0,0,1,0,0
179,-24.637,-18.322,-15.445,970,0,0,0,0,0,0,0,0,1,0,0,0
180,14.798,-18.334,7.8011,875,0,0,0,0,0,0,0,0,0,1,0,0
181,-1.6254,-9.7281,5.3877,993,0,0,0,0,0,0,0,0,0.60725,0.39275,0,0
182,15.299,6.0965,16.534,539,0,0,0,0,0,0,0,0,0,1,0,0
183,-13.462,4.6952,16.135,561,0,0,0,0,0,0,0,0,1,0,0,0
