ROI_number,X_MNI,Y_MNI,Z_MNI,VOL,Frontal_L,Frontal_R,Insula_L,Insula_R,Occipital_L,Occipital_R,Parietal_L,Parietal_R,Subcortical_L,Subcortical_R,Temporal_L,Temporal_R
80,-36.793,9.7477,28.09,111,1,0,0,0,0,0,0,0,0,0,0,0
81,4.9381,39.021,-15.515,194,0.11856,0.88144,0,0,0,0,0,0,0,0,0,0
82,-16.228,-10.772,62.188,202,1,0,0,0,0,0,0,0,0,0,0,0
83,6.8159,5.6219,46.547,201,0.034826,0.96517,0,0,0,0,0,0,0,0,0,0
84,-49.77,25.842,23.37,165,1,0,0,0,0,0,0,0,0,0,0,0
85,6.2336,-26.307,64.131,137,0,1,0,0,0,0,0,0,0,0,0,0
86,36.9,52.963,18.713,160,0,1,0,0,0,0,0,0,0,0,0,0
87,11.671,43.076,16.253,158,0,1,0,0,0,0,0,0,0,0,0,0
88,-22.709,41.887,-15.716,141,1,0,0,0,0,0,0,0,0,0,0,0
89,-27.184,-22.765,57.5,196,1,0,0,0,0,0,0,0,0,0,0,0
90,15.364,-6.1818,72.714,154,0,1,0,0,0,0,0,0,0,0,0,0
91,-43.246,0.56,9.8971,175,1,0,0,0,0,0,0,0,0,0,0,0
92,-16.678,22.772,59.801,171,1,0,0,0,0,0,0,0,0,0,0,0
93,10.247,11.299,-17.34,97,0,1,0,0,0,0,0,0,0,0,0,0
94,60.553,2.539,17.901,141,0,1,0,0,0,0,0,0,0,0,0,0
95,-26.074,-12.868,55.989,189,1,0,0,0,0,0,0,0,0,0,0,0
96,5.4388,30.748,17.827,139,0,1,0,0,0,0,0,0,0,0,0,0
97,51.303,29.848,-6,132,0,1,0,0,0,0,0,0,0,0,0,0
98,-58.139,-6.2361,28.764,144,1,0,0,0,0,0,0,0,0,0,0,0
99,6.4375,-20.781,53.156,128,0,1,0,0,0,0,0,0,0,0,0,0
100,-6.2338,61.584,27.584,154,1,0,0,0,0,0,0,0,0,0,0,0
101,-32.813,24.683,-11.724,123,1,0,0,0,0,0,0,0,0,0,0,0
102,54.917,-8.8333,42.167,144,0,1,0,0,0,0,0,0,0,0,0,0
103,6.208,45.088,48.112,125,0,1,0,0,0,0,0,0,0,0,0,0
104,45.936,10.33,24.223,188,0,1,0,0,0,0,0,0,0,0,0,0
105,-40.742,38.727,12.682,132,1,0,0,0,0,0,0,0,0,0,0,0
106,-7.5875,-2.95,42.162,160,1,0,0,0,0,0,0,0,0,0,0,0
107,28.306,60.931,-11.278,144,0,1,0,0,0,0,0,0,0,0,0,0
108,11.404,47.163,6.1702,141,0,1,0,0,0,0,0,0,0,0,0,0
109,-5.8571,50.802,-22.769,182,1,0,0,0,0,0,0,0,0,0,0,0
110,34.828,29,-3.931,116,0,1,0,0,0,0,0,0,0,0,0,0
111,29.042,53.976,7.9879,165,0,1,0,0,0,0,0,0,0,0,0,0
112,-41.2,9.975,39.513,160,1,0,0,0,0,0,0,0,0,0,0,0
113,-16.569,63.215,22.369,130,1,0,0,0,0,0,0,0,0,0,0,0
114,-5.6947,8.4885,68.519,131,1,0,0,0,0,0,0,0,0,0,0,0
115,-8.5692,-35.031,75.169,130,1,0,0,0,0,0,0,0,0,0,0,0
116,-50.61,17.134,31.829,164,1,0,0,0,0,0,0,0,0,0,0,0
117,-59.778,-12.429,35.476,126,1,0,0,0,0,0,0,0,0,0,0,0
118,51.514,1.5243,46.822,185,0,1,0,0,0,0,0,0,0,0,0,0
119,5.7143,2.9857,69.371,140,0,1,0,0,0,0,0,0,0,0,0,0
120,-0.095238,50.01,-2.4381,210,0.64762,0.35238,0,0,0,0,0,0,0,0,0,0
121,50.667,-1.3333,6.9388,147,0,1,0,0,0,0,0,0,0,0,0,0
122,-4.4727,35.43,-5.1636,165,0.98182,0.018182,0,0,0,0,0,0,0,0,0,0
123,37.006,46.26,28.814,177,0,1,0,0,0,0,0,0,0,0,0,0
124,-5.6522,17.71,-19.725,138,1,0,0,0,0,0,0,0,0,0,0,0
125,-8.2182,19.43,36.012,165,1,0,0,0,0,0,0,0,0,0,0,0
126,-47.834,42.221,-6.0552,145,1,0,0,0,0,0,0,0,0,0,0,0
127,14.978,-32.19,72.774,137,0,1,0,0,0,0,0,0,0,0,0,0
128,-25.006,3.2,66.994,165,1,0,0,0,0,0,0,0,0,0,0,0
129,5.594,19.594,60.932,133,0.015038,0.98496,0,0,0,0,0,0,0,0,0,0
130,-4.605,-31.227,66.723,119,1,0,0,0,0,0,0,0,0,0,0,0
131,-7.5634,39.873,29.944,142,1,0,0,0,0,0,0,0,0,0,0,0
132,47.016,18.481,44.929,183,0,1,0,0,0,0,0,0,0,0,0,0
133,-42.82,-15.281,57.986,139,1,0,0,0,0,0,0,0,0,0,0,0
134,-6.748,50.439,43.301,123,1,0,0,0,0,0,0,0,0,0,0,0
135,-38.748,16.689,51.631,206,1,0,0,0,0,0,0,0,0,0,0,0
136,48.969,37.862,-11.195,159,0,1,0,0,0,0,0,0,0,0,0,0
137,37.682,17.572,41.383,201,0,1,0,0,0,0,0,0,0,0,0,0
138,-29.452,49.348,31.23,135,1,0,0,0,0,0,0,0,0,0,0,0
139,33.907,36.047,27.674,129,0,1,0,0,0,0,0,0,0,0,0,0
140,-28.103,60.256,-10.705,156,1,0,0,0,0,0,0,0,0,0,0,0
141,23.038,-24.337,69,208,0,1,0,0,0,0,0,0,0,0,0,0
142,-41.386,48.444,0.75817,153,1,0,0,0,0,0,0,0,0,0,0,0
143,29.475,48.45,-11.913,160,0,1,0,0,0,0,0,0,0,0,0,0
144,16.976,32.529,54.553,170,0,1,0,0,0,0,0,0,0,0,0,0
145,-6.5157,7.1447,49.849,159,1,0,0,0,0,0,0,0,0,0,0,0
146,-21.153,19.288,49.503,177,1,0,0,0,0,0,0,0,0,0,0,0
147,-57.566,-2.1316,13.105,152,1,0,0,0,0,0,0,0,0,0,0,0
148,-32.514,-5.9553,49.687,179,1,0,0,0,0,0,0,0,0,0,0,0
149,6.3784,64.568,18.946,148,0,1,0,0,0,0,0,0,0,0,0,0
150,26.019,18.804,-20.953,107,0,1,0,0,0,0,0,0,0,0,0,0
151,-15.851,19.828,-19.69,174,1,0,0,0,0,0,0,0,0,0,0,0
152,7.7405,26.573,31.168,185,0,1,0,0,0,0,0,0,0,0,0,0
153,32.105,-11.618,65.184,152,0,1,0,0,0,0,0,0,0,0,0,0
154,6.9427,50.076,-23.745,157,0,1,0,0,0,0,0,0,0,0,0,0
155,-41.179,18.444,27.368,117,1,0,0,0,0,0,0,0,0,0,0,0
156,46.816,21.645,-1.3421,152,0,1,0,0,0,0,0,0,0,0,0,0
157,0.58757,0.91525,35.107,177,0.55367,0.44633,0,0,0,0,0,0,0,0,0,0
158,-6.6333,54.367,-10.567,180,1,0,0,0,0,0,0,0,0,0,0,0
159,-18.254,-27.048,73.286,126,1,0,0,0,0,0,0,0,0,0,0,0
160,-6.2689,-13.697,73.076,119,1,0,0,0,0,0,0,0,0,0,0,0
161,-24.408,30.028,-17.296,142,1,0,0,0,0,0,0,0,0,0,0,0
162,0.21557,19.76,25.581,167,0.55689,0.44311,0,0,0,0,0,0,0,0,0,0
163,15.924,-19.873,73.083,157,0,1,0,0,0,0,0,0,0,0,0,0
164,-53.66,-3.1753,38.072,194,1,0,0,0,0,0,0,0,0,0,0,0
165,53.407,8.989,36.33,182,0,1,0,0,0,0,0,0,0,0,0,0
166,-35.795,29.128,34.017,117,1,0,0,0,0,0,0,0,0,0,0,0
167,9.519,14.861,38.203,158,0,1,0,0,0,0,0,0,0,0,0,0
168,22.98,61.624,-3.6779,149,0,1,0,0,0,0,0,0,0,0,0,0
169,40.521,42.055,10.548,146,0,1,0,0,0,0,0,0,0,0,0,0
170,-19.419,65.742,-3.1613,155,1,0,0,0,0,0,0,0,0,0,0,0
171,-23.577,0.43269,55.567,208,1,0,0,0,0,0,0,0,0,0,0,0
172,25.46,24.085,55.481,189,0,1,0,0,0,0,0,0,0,0,0,0
173,44.282,-12.41,43.128,78,0,1,0,0,0,0,0,0,0,0,0,0
174,-41.208,46.778,-13.403,144,1,0,0,0,0,0,0,0,0,0,0,0
175,14.794,19.42,-22.382,131,0,1,0,0,0,0,0,0,0,0,0,0
176,42.49,5.0833,38.115,192,0,1,0,0,0,0,0,0,0,0,0,0
177,-49.216,39.137,4.2092,153,1,0,0,0,0,0,0,0,0,0,0,0
178,56.75,23.566,14.5,152,0,1,0,0,0,0,0,0,0,0,0,0
179,3.7181,28.242,-8.094,149,0.10067,0.89933,0,0,0,0,0,0,0,0,0,0
180,-45.067,33.57,29.096,135,1,0,0,0,0,0,0,0,0,0,0,0
181,6.5409,-4.4528,62.767,159,0,1,0,0,0,0,0,0,0,0,0,0
182,-7.2174,67.986,1.4493,138,1,0,0,0,0,0,0,0,0,0,0,0
183,-40.319,43.546,22.663,163,1,0,0,0,0,0,0,0,0,0,0,0
184,16.901,61.049,25.778,162,0,1,0,0,0,0,0,0,0,0,0,0
185,-49.223,2.1871,5.9424,139,1,0,0,0,0,0,0,0,0,0,0,0
186,5.614,47.626,30.199,171,0.064327,0.93567,0,0,0,0,0,0,0,0,0,0
187,-5.8698,29.053,46.426,169,1,0,0,0,0,0,0,0,0,0,0,0
188,24.53,-14.167,71.424,132,0,1,0,0,0,0,0,0,0,0,0,0
189,45.866,27.821,36.603,179,0,1,0,0,0,0,0,0,0,0,0,0
190,-7.7323,8.6772,39.669,127,1,0,0,0,0,0,0,0,0,0,0,0
191,5.5806,64.946,-8.6237,186,0.086022,0.91398,0,0,0,0,0,0,0,0,0,0
192,-16.319,43.89,45.202,163,1,0,0,0,0,0,0,0,0,0,0,0
193,43.288,32.562,0.5875,160,0,1,0,0,0,0,0,0,0,0,0,0
194,5.7857,28.071,56.614,140,0,1,0,0,0,0,0,0,0,0,0,0
195,-54.975,17.739,19.668,199,1,0,0,0,0,0,0,0,0,0,0,0
196,52.931,24.836,24.73,189,0,1,0,0,0,0,0,0,0,0,0,0
197,-23.466,63.739,9.8261,161,1,0,0,0,0,0,0,0,0,0,0,0
198,6.5235,-13.262,72.779,149,0,1,0,0,0,0,0,0,0,0,0,0
199,-42.696,-10.783,46.902,184,1,0,0,0,0,0,0,0,0,0,0,0
200,-5.4798,-4.6821,66.185,173,1,0,0,0,0,0,0,0,0,0,0,0
201,42.405,28.431,-13.412,153,0,1,0,0,0,0,0,0,0,0,0,0
202,-53.304,26.261,7.9457,184,1,0,0,0,0,0,0,0,0,0,0,0
203,56.275,17.826,3.5507,138,0,1,0,0,0,0,0,0,0,0,0,0
204,5.4667,51.897,-12.974,195,0.097436,0.90256,0,0,0,0,0,0,0,0,0,0
205,-34.711,5.0206,59.66,194,1,0,0,0,0,0,0,0,0,0,0,0
206,41.82,51.34,3.61,200,0,1,0,0,0,0,0,0,0,0,0,0
207,39.43,-4.1006,58.67,179,0,1,0,0,0,0,0,0,0,0,0,0
208,1.0594,39.911,6.7426,202,0.4703,0.5297,0,0,0,0,0,0,0,0,0,0
209,20.598,30.659,-19.159,164,0,1,0,0,0,0,0,0,0,0,0,0
210,-6.2207,19.034,62.634,145,1,0,0,0,0,0,0,0,0,0,0,0
211,6.4481,6.9508,58.437,183,0,1,0,0,0,0,0,0,0,0,0,0
212,35.24,17.28,55.02,200,0,1,0,0,0,0,0,0,0,0,0,0
213,24.872,60.596,17.415,188,0,1,0,0,0,0,0,0,0,0,0,0
214,-29.721,49.503,-12.376,165,1,0,0,0,0,0,0,0,0,0,0,0
215,12.034,-14.78,43.644,118,0,1,0,0,0,0,0,0,0,0,0,0
216,-50.732,30.732,-5.6901,142,1,0,0,0,0,0,0,0,0,0,0,0
217,17.043,44.516,45.151,186,0,1,0,0,0,0,0,0,0,0,0,0
218,-6.0444,41.096,51.674,135,1,0,0,0,0,0,0,0,0,0,0,0
219,-46.929,4.6667,29.667,168,1,0,0,0,0,0,0,0,0,0,0,0
220,13.235,39.309,-22.778,162,0,1,0,0,0,0,0,0,0,0,0,0
221,-35.814,28.919,44.72,161,1,0,0,0,0,0,0,0,0,0,0,0
222,50.027,8.1224,12.653,147,0,1,0,0,0,0,0,0,0,0,0,0
223,32.986,29.217,-19.203,138,0,1,0,0,0,0,0,0,0,0,0,0
224,44.518,48.181,-6.8675,166,0,1,0,0,0,0,0,0,0,0,0,0
225,15.567,3.7,66.333,180,0,1,0,0,0,0,0,0,0,0,0,0
226,-55.787,7.3067,33.227,150,1,0,0,0,0,0,0,0,0,0,0,0
227,-7.4388,57.969,3.2245,196,1,0,0,0,0,0,0,0,0,0,0,0
228,6.1685,39.461,38.135,178,0,1,0,0,0,0,0,0,0,0,0,0
229,-16.167,-13.522,73.322,180,1,0,0,0,0,0,0,0,0,0,0,0
230,49.106,-8.2121,52.788,132,0,1,0,0,0,0,0,0,0,0,0,0
231,-17.012,54.682,35.235,170,1,0,0,0,0,0,0,0,0,0,0,0
232,6.9863,-25.233,73.959,146,0.013699,0.9863,0,0,0,0,0,0,0,0,0,0
233,7.3203,60.51,-19.725,153,0,1,0,0,0,0,0,0,0,0,0,0
234,24.299,65.317,5.8922,167,0,1,0,0,0,0,0,0,0,0,0,0
235,57.127,12.954,22.528,197,0,1,0,0,0,0,0,0,0,0,0,0
236,-56.819,7.7083,14.444,144,1,0,0,0,0,0,0,0,0,0,0,0
237,49.242,18.758,10.648,182,0,1,0,0,0,0,0,0,0,0,0,0
238,45.311,35.944,28.61,177,0,1,0,0,0,0,0,0,0,0,0,0
239,-33.915,39.049,-12.341,164,1,0,0,0,0,0,0,0,0,0,0,0
240,17.115,53.115,35.279,183,0,1,0,0,0,0,0,0,0,0,0,0
241,-42.815,-4.3949,55.592,157,1,0,0,0,0,0,0,0,0,0,0,0
242,-30.851,38.986,39.432,148,1,0,0,0,0,0,0,0,0,0,0,0
243,40.964,35.825,18.657,137,0,1,0,0,0,0,0,0,0,0,0,0
244,-11.684,10.877,-17.632,114,1,0,0,0,0,0,0,0,0,0,0,0
245,-0.55721,49.234,11.483,201,0.67164,0.32836,0,0,0,0,0,0,0,0,0,0
246,-6.2527,51.121,22.758,182,1,0,0,0,0,0,0,0,0,0,0,0
247,1.0452,38.945,22.925,199,0.47739,0.52261,0,0,0,0,0,0,0,0,0,0
248,-3.8658,-14.953,54.403,149,0.95973,0.040268,0,0,0,0,0,0,0,0,0,0
249,-2.2537,31.701,35.866,134,0.8209,0.1791,0,0,0,0,0,0,0,0,0,0
250,-49.765,35.294,16.221,136,1,0,0,0,0,0,0,0,0,0,0,0
251,13.425,69.438,-0.38356,146,0,1,0,0,0,0,0,0,0,0,0,0
252,6.443,29.544,-24.483,149,0,1,0,0,0,0,0,0,0,0,0,0
253,-42.245,5.6383,50.564,188,1,0,0,0,0,0,0,0,0,0,0,0
254,24.033,11.511,64.13,184,0,1,0,0,0,0,0,0,0,0,0,0
255,-49.233,10.535,43.337,172,1,0,0,0,0,0,0,0,0,0,0,0
256,8.292,-4.2044,41.781,137,0,1,0,0,0,0,0,0,0,0,0,0
257,-5.9178,29.726,58.205,146,1,0,0,0,0,0,0,0,0,0,0,0
258,-17.667,57.987,-15.603,156,1,0,0,0,0,0,0,0,0,0,0,0
259,-25.462,57.825,21.556,171,1,0,0,0,0,0,0,0,0,0,0,0
260,-34.681,30.813,-1.1648,91,1,0,0,0,0,0,0,0,0,0,0,0
261,24.995,36.951,46.995,183,0,1,0,0,0,0,0,0,0,0,0,0
262,-6.0105,42.368,-13.853,190,1,0,0,0,0,0,0,0,0,0,0,0
263,43.495,8.8713,51.267,202,0,1,0,0,0,0,0,0,0,0,0,0
264,-5.7556,-4.5,53.144,180,1,0,0,0,0,0,0,0,0,0,0,0
265,6.2644,52.851,20.529,174,0.04023,0.95977,0,0,0,0,0,0,0,0,0,0
266,25.09,40.506,33.573,178,0,1,0,0,0,0,0,0,0,0,0,0
267,-12.373,68.746,11,134,1,0,0,0,0,0,0,0,0,0,0,0
268,49.479,41.819,2.9468,188,0,1,0,0,0,0,0,0,0,0,0,0
269,-48.35,20.615,-1.9441,143,1,0,0,0,0,0,0,0,0,0,0,0
270,-14.469,-33.755,67.367,98,1,0,0,0,0,0,0,0,0,0,0,0
271,-6.2533,60.973,-18.707,150,1,0,0,0,0,0,0,0,0,0,0,0
272,-38.047,39.625,32.438,128,1,0,0,0,0,0,0,0,0,0,0,0
273,-5.5867,52.84,34.413,150,1,0,0,0,0,0,0,0,0,0,0,0
274,-34.77,-7.8182,62.31,187,1,0,0,0,0,0,0,0,0,0,0,0
275,37.253,15.956,27.736,91,0,1,0,0,0,0,0,0,0,0,0,0
276,-5.2174,28.986,-25,138,1,0,0,0,0,0,0,0,0,0,0,0
277,35.568,59.209,10.547,139,0,1,0,0,0,0,0,0,0,0,0,0
278,-6.378,7.061,59.366,164,1,0,0,0,0,0,0,0,0,0,0,0
279,0.51707,15.912,38.868,205,0.56585,0.43415,0,0,0,0,0,0,0,0,0,0
280,37.27,55.285,-11.139,137,0,1,0,0,0,0,0,0,0,0,0,0
281,-28.78,23.492,53.955,177,1,0,0,0,0,0,0,0,0,0,0,0
282,28.265,47.815,37.404,151,0,1,0,0,0,0,0,0,0,0,0,0
283,26.727,-9.4675,56.143,154,0,1,0,0,0,0,0,0,0,0,0,0
284,-62.421,-6.6737,21.368,95,1,0,0,0,0,0,0,0,0,0,0,0
285,35.327,28.281,47.889,199,0,1,0,0,0,0,0,0,0,0,0,0
286,-45.218,23.437,38.759,174,1,0,0,0,0,0,0,0,0,0,0,0
287,53.85,0.037383,27.047,107,0,1,0,0,0,0,0,0,0,0,0,0
288,6.5185,16.963,50.169,189,0.005291,0.99471,0,0,0,0,0,0,0,0,0,0
289,-35.425,58.156,7.2814,167,1,0,0,0,0,0,0,0,0,0,0,0
290,-35.255,29.679,-18.307,137,1,0,0,0,0,0,0,0,0,0,0,0
291,41.239,-2.3804,46.65,163,0,1,0,0,0,0,0,0,0,0,0,0
292,-15.57,33.468,53.152,158,1,0,0,0,0,0,0,0,0,0,0,0
293,-50.397,-2.5128,48.064,156,1,0,0,0,0,0,0,0,0,0,0,0
294,-42.813,48.48,11.493,150,1,0,0,0,0,0,0,0,0,0,0,0
295,3.8667,18.252,-19.467,135,0.11111,0.88889,0,0,0,0,0,0,0,0,0,0
296,19.109,51.62,-16.496,137,0,1,0,0,0,0,0,0,0,0,0,0
297,45.53,45.458,17.205,166,0,1,0,0,0,0,0,0,0,0,0,0
298,27.198,54.975,27.457,162,0,1,0,0,0,0,0,0,0,0,0,0
299,-14.065,-0.24865,69.373,185,1,0,0,0,0,0,0,0,0,0,0,0
300,-3.7699,30.779,16.407,113,1,0,0,0,0,0,0,0,0,0,0,0
301,-5.9798,-24.848,58.162,99,1,0,0,0,0,0,0,0,0,0,0,0
302,19.712,11.91,-17.874,111,0,1,0,0,0,0,0,0,0,0,0,0
303,16.295,21.284,60.523,176,0,1,0,0,0,0,0,0,0,0,0,0
304,-9.4843,46.704,-1.8365,159,1,0,0,0,0,0,0,0,0,0,0,0
305,-23.395,28.803,40.408,152,1,0,0,0,0,0,0,0,0,0,0,0
306,5.6855,-15.208,62.063,159,0,1,0,0,0,0,0,0,0,0,0,0
307,5.6757,66.865,6.2432,148,0,1,0,0,0,0,0,0,0,0,0,0
308,-16.098,10.831,65.475,183,1,0,0,0,0,0,0,0,0,0,0,0
309,-0.059524,40.262,-26.143,168,0.60119,0.39881,0,0,0,0,0,0,0,0,0,0
310,53.697,30.315,4.8364,165,0,1,0,0,0,0,0,0,0,0,0,0
311,17.375,-10.659,63.568,176,0,1,0,0,0,0,0,0,0,0,0,0
312,10.14,37.105,25.287,143,0,1,0,0,0,0,0,0,0,0,0,0
313,36.166,37.227,39.249,181,0,1,0,0,0,0,0,0,0,0,0,0
314,-15.695,30.565,-21.359,131,1,0,0,0,0,0,0,0,0,0,0,0
315,7.362,42.442,-4.6871,163,0,1,0,0,0,0,0,0,0,0,0,0
316,-42.795,23.89,-12.822,146,1,0,0,0,0,0,0,0,0,0,0,0
317,51.101,34.371,15.989,178,0,1,0,0,0,0,0,0,0,0,0,0
318,11.183,25.197,-16.479,142,0,1,0,0,0,0,0,0,0,0,0,0
319,-57.416,5.4867,4.2832,113,1,0,0,0,0,0,0,0,0,0,0,0
320,26.011,-1.4,66.432,190,0,1,0,0,0,0,0,0,0,0,0,0
321,57.25,-0.21667,36.883,120,0,1,0,0,0,0,0,0,0,0,0,0
322,15.477,67.242,13.451,153,0,1,0,0,0,0,0,0,0,0,0,0
323,22.734,6.9467,55.03,169,0,1,0,0,0,0,0,0,0,0,0,0
324,-7.9632,65.276,-8.319,163,1,0,0,0,0,0,0,0,0,0,0,0
325,7.1111,36.986,53.681,144,0.013889,0.98611,0,0,0,0,0,0,0,0,0,0
326,48.796,17.508,33.141,191,0,1,0,0,0,0,0,0,0,0,0,0
327,12.5,-57.907,8.4815,108,0,0,0,0,0,0,0,1,0,0,0,0
