ROI_number,x,y,z,VOL,Frontal_L,Frontal_R,Parietal_L,Parietal_R,Occipital_L,Occipital_R,Temporal_L,Temporal_R,Insula_L,Insula_R,Subcortical_L,Subcortical_R
263,-56.7356321839081,-7.33333333333333,40.5287356321839,87,1,0,0,0,0,0,0,0,0,0,0,0
264,-44.5416666666667,42.9583333333333,17.9583333333333,96,1,0,0,0,0,0,0,0,0,0,0,0
265,34.3100775193798,28.5581395348837,49.4418604651163,129,0,1,0,0,0,0,0,0,0,0,0,0
266,2.15827338129496,52.0287769784173,6.54676258992806,139,0.330935251798561,0.669064748201439,0,0,0,0,0,0,0,0,0,0
267,-51.2537313432836,10.5074626865672,-1.40298507462687,67,1,0,0,0,0,0,0,0,0,0,0,0
268,-5.18279569892473,-28.9462365591398,73.8494623655914,93,1,0,0,0,0,0,0,0,0,0,0,0
269,3,-14.1590909090909,42.7954545454545,88,0.238636363636364,0.761363636363636,0,0,0,0,0,0,0,0,0,0
270,46.16,30.88,31.152,125,0,1,0,0,0,0,0,0,0,0,0,0
271,-29.734693877551,-13.8367346938775,58.3265306122449,98,1,0,0,0,0,0,0,0,0,0,0,0
272,-52.8860759493671,-13.0886075949367,36.4303797468354,79,1,0,0,0,0,0,0,0,0,0,0,0
273,-6.94117647058824,57.4852941176471,-8.52941176470588,136,1,0,0,0,0,0,0,0,0,0,0,0
274,-6.09259259259259,40.6666666666667,41.0925925925926,108,1,0,0,0,0,0,0,0,0,0,0,0
275,47.9495798319328,-3.3781512605042,47.1596638655462,119,0,1,0,0,0,0,0,0,0,0,0,0
276,-4.71794871794872,58.9230769230769,31.9487179487179,78,1,0,0,0,0,0,0,0,0,0,0,0
277,37.5841584158416,56.4158415841584,13.6633663366337,101,0,1,0,0,0,0,0,0,0,0,0,0
278,21.5952380952381,22.7857142857143,-21.1666666666667,84,0,1,0,0,0,0,0,0,0,0,0,0
279,8.51685393258427,29.7752808988764,26.8089887640449,89,0,1,0,0,0,0,0,0,0,0,0,0
280,-21.4285714285714,34.7012987012987,-20.5974025974026,77,1,0,0,0,0,0,0,0,0,0,0,0
281,-18.9245283018868,32.7924528301887,52.3018867924528,106,1,0,0,0,0,0,0,0,0,0,0,0
282,6.29545454545455,53.1136363636364,-24.8409090909091,88,0,1,0,0,0,0,0,0,0,0,0,0
283,36.7777777777778,56.1481481481482,-11.4444444444444,108,0,1,0,0,0,0,0,0,0,0,0,0
284,-46.6451612903226,18.258064516129,44.0430107526882,93,1,0,0,0,0,0,0,0,0,0,0,0
285,-4.66666666666667,0.252873563218391,67.6091954022989,87,1,0,0,0,0,0,0,0,0,0,0,0
286,6.97560975609756,50.7560975609756,44.3414634146342,82,0,1,0,0,0,0,0,0,0,0,0,0
287,-22.6168224299065,-5.1214953271028,69.4392523364486,107,1,0,0,0,0,0,0,0,0,0,0,0
288,22.4901960784314,18.843137254902,62.3921568627451,102,0,1,0,0,0,0,0,0,0,0,0,0
289,49.1531531531532,42.0720720720721,13.1711711711712,111,0,1,0,0,0,0,0,0,0,0,0,0
290,-43.3673469387755,48.8367346938776,9.3469387755102,98,1,0,0,0,0,0,0,0,0,0,0,0
291,-41.0666666666667,15.2571428571429,37.9809523809524,105,1,0,0,0,0,0,0,0,0,0,0,0
292,35.4174757281553,32.9708737864078,-17.4174757281553,103,0,1,0,0,0,0,0,0,0,0,0,0
293,59.84,0.506666666666667,33.9466666666667,75,0,1,0,0,0,0,0,0,0,0,0,0
294,-17.4606741573034,62.6966292134832,22.7191011235955,89,1,0,0,0,0,0,0,0,0,0,0,0
295,-19.6585365853659,53.7317073170732,-15.3414634146341,82,1,0,0,0,0,0,0,0,0,0,0,0
296,3.80392156862745,-7.68627450980392,32.7058823529412,51,0,1,0,0,0,0,0,0,0,0,0,0
297,5.475,-27.975,73.75,80,0.0125,0.9875,0,0,0,0,0,0,0,0,0,0
298,-2.37647058823529,-16.8941176470588,50.3529411764706,85,0.917647058823529,0.082352941176471,0,0,0,0,0,0,0,0,0,0
299,-8.93827160493827,6.27160493827161,40.320987654321,81,1,0,0,0,0,0,0,0,0,0,0,0
300,-17.2323232323232,17.8585858585859,-19.3535353535354,99,1,0,0,0,0,0,0,0,0,0,0,0
301,5.85365853658537,15.9186991869919,47.8373983739837,123,0.065040650406504,0.934959349593496,0,0,0,0,0,0,0,0,0,0
302,31.2432432432432,5.67567567567568,52.4864864864865,111,0,1,0,0,0,0,0,0,0,0,0,0
303,24.1363636363636,59.1590909090909,5.95454545454545,88,0,1,0,0,0,0,0,0,0,0,0,0
304,-13.5454545454545,-14,66.0727272727273,110,1,0,0,0,0,0,0,0,0,0,0,0
305,-17.3924050632911,69.0379746835443,2.53164556962025,79,1,0,0,0,0,0,0,0,0,0,0,0
306,-0.299212598425197,41.3543307086614,-10.1889763779528,127,0.692913385826772,0.307086614173228,0,0,0,0,0,0,0,0,0,0
307,5.24,51.76,26.36,100,0,1,0,0,0,0,0,0,0,0,0,0
308,-14.1052631578947,21.0947368421053,62.4631578947369,95,1,0,0,0,0,0,0,0,0,0,0,0
309,21.1034482758621,-27.7241379310345,61.448275862069,29,0,1,0,0,0,0,0,0,0,0,0,0
310,-50.2795698924731,14.4301075268817,17.1827956989247,93,1,0,0,0,0,0,0,0,0,0,0,0
311,22.5102040816327,28.6734693877551,56.1836734693878,98,0,1,0,0,0,0,0,0,0,0,0,0
312,40.8282828282828,26.969696969697,-3.23232323232323,99,0,1,0,0,0,0,0,0,0,0,0,0
313,34.6849315068493,-13.4520547945205,66.0821917808219,73,0,1,0,0,0,0,0,0,0,0,0,0
314,13.9268292682927,-24,75.1219512195122,82,0,1,0,0,0,0,0,0,0,0,0,0
315,-31.16,54.26,22.16,100,1,0,0,0,0,0,0,0,0,0,0,0
316,6.19298245614035,24.0175438596491,42.1754385964912,114,0.008771929824561,0.991228070175439,0,0,0,0,0,0,0,0,0,0
317,-37.04,22.8266666666667,-19.7333333333333,75,1,0,0,0,0,0,0,0,0,0,0,0
318,49.7948717948718,14.7350427350427,41.6923076923077,117,0,1,0,0,0,0,0,0,0,0,0,0
319,-12.9607843137255,49.1960784313726,41.9019607843137,102,1,0,0,0,0,0,0,0,0,0,0,0
320,-12.5274725274725,-21.0549450549451,75.7142857142857,91,1,0,0,0,0,0,0,0,0,0,0,0
321,21.6,46.2,-15,80,0,1,0,0,0,0,0,0,0,0,0,0
322,53.3421052631579,4.42105263157895,3.21052631578947,76,0,1,0,0,0,0,0,0,0,0,0,0
323,57.4285714285714,-7.61904761904762,44.1269841269841,63,0,1,0,0,0,0,0,0,0,0,0,0
324,-31.58,60.22,-9.26,100,1,0,0,0,0,0,0,0,0,0,0,0
325,30.5289256198347,46.8760330578512,36.4628099173554,121,0,1,0,0,0,0,0,0,0,0,0,0
326,-9.24074074074074,57.3333333333333,12.2777777777778,108,1,0,0,0,0,0,0,0,0,0,0,0
327,5.66666666666667,-18.2820512820513,74.1794871794872,78,0,1,0,0,0,0,0,0,0,0,0,0
328,-38.9736842105263,55.8947368421053,3.34210526315789,76,1,0,0,0,0,0,0,0,0,0,0,0
329,-44.3877551020408,-3.61224489795918,55.530612244898,98,1,0,0,0,0,0,0,0,0,0,0,0
330,2.88235294117647,33.3823529411765,-4.38235294117647,68,0.205882352941176,0.794117647058823,0,0,0,0,0,0,0,0,0,0
331,-22.6444444444444,24.7777777777778,46.8,90,1,0,0,0,0,0,0,0,0,0,0,0
332,-22.4210526315789,-15.5157894736842,63.9789473684211,95,1,0,0,0,0,0,0,0,0,0,0,0
333,17.4545454545455,-15.8585858585859,65.6969696969697,99,0,1,0,0,0,0,0,0,0,0,0,0
334,-5.68807339449541,24.3669724770642,49.3394495412844,109,1,0,0,0,0,0,0,0,0,0,0,0
335,-40.027397260274,-17.4520547945205,62.6301369863014,73,1,0,0,0,0,0,0,0,0,0,0,0
336,-51.6774193548387,36.3010752688172,-1.56989247311828,93,1,0,0,0,0,0,0,0,0,0,0,0
337,20.5625,66.4583333333333,13.0208333333333,96,0,1,0,0,0,0,0,0,0,0,0,0
338,-14.2680412371134,-10.020618556701,74.2680412371134,97,1,0,0,0,0,0,0,0,0,0,0,0
339,5,16.9142857142857,-21.9142857142857,70,0.057142857142857,0.942857142857143,0,0,0,0,0,0,0,0,0,0
340,48.3007518796993,22.0751879699248,8.79699248120301,133,0,1,0,0,0,0,0,0,0,0,0,0
341,-61.6056338028169,-7.91549295774648,31.1267605633803,71,1,0,0,0,0,0,0,0,0,0,0,0
342,36.3304347826087,21.8782608695652,39.7391304347826,115,0,1,0,0,0,0,0,0,0,0,0,0
343,16.6666666666667,38.5952380952381,49.8095238095238,84,0,1,0,0,0,0,0,0,0,0,0,0
344,13.5294117647059,62.7058823529412,-17.2235294117647,85,0,1,0,0,0,0,0,0,0,0,0,0
345,-45.2038834951456,35.5922330097087,26.504854368932,103,1,0,0,0,0,0,0,0,0,0,0,0
346,1.73333333333333,34.7733333333333,-26.08,75,0.4,0.6,0,0,0,0,0,0,0,0,0,0
347,44.5294117647059,28.8627450980392,22.156862745098,102,0,1,0,0,0,0,0,0,0,0,0,0
348,-0.2,6.6,42.65,120,0.633333333333333,0.366666666666667,0,0,0,0,0,0,0,0,0,0
349,-33,7.78688524590164,52.3770491803279,122,1,0,0,0,0,0,0,0,0,0,0,0
350,23.0425531914894,31.2340425531915,-15.3404255319149,94,0,1,0,0,0,0,0,0,0,0,0,0
351,-5.78,-24.72,65.74,100,1,0,0,0,0,0,0,0,0,0,0,0
352,-23.6363636363636,60.8181818181818,7.54545454545455,88,1,0,0,0,0,0,0,0,0,0,0,0
353,13.4897959183673,60.8979591836735,28.9795918367347,98,0,1,0,0,0,0,0,0,0,0,0,0
354,-21.3411764705882,-15.7411764705882,73.3647058823529,85,1,0,0,0,0,0,0,0,0,0,0,0
355,-5.04201680672269,28.0672268907563,39.2941176470588,119,1,0,0,0,0,0,0,0,0,0,0,0
356,-29.2761904761905,0.838095238095238,65.2952380952381,105,1,0,0,0,0,0,0,0,0,0,0,0
357,0.376623376623377,37.1038961038961,24.7012987012987,154,0.564935064935065,0.435064935064935,0,0,0,0,0,0,0,0,0,0
358,43.2072072072072,52.1081081081081,-4.03603603603604,111,0,1,0,0,0,0,0,0,0,0,0,0
359,-12.88,24.8533333333333,-16.5333333333333,75,1,0,0,0,0,0,0,0,0,0,0,0
360,43.3947368421053,15.0394736842105,34.0657894736842,152,0,1,0,0,0,0,0,0,0,0,0,0
361,5.81632653061225,-5.57142857142857,62.469387755102,98,0,1,0,0,0,0,0,0,0,0,0,0
362,-57.5061728395062,14.0493827160494,18.8641975308642,81,1,0,0,0,0,0,0,0,0,0,0,0
363,-30.1555555555556,48.8444444444444,31.4444444444444,90,1,0,0,0,0,0,0,0,0,0,0,0
364,4.69662921348315,34.9438202247191,55.7977528089888,89,0.033707865168539,0.966292134831461,0,0,0,0,0,0,0,0,0,0
365,-3.78723404255319,-42.4255319148936,69.4893617021277,47,1,0,0,0,0,0,0,0,0,0,0,0
366,0.525252525252525,-3.75757575757576,41.5757575757576,99,0.525252525252525,0.474747474747475,0,0,0,0,0,0,0,0,0,0
367,-48.0645161290323,21.7849462365591,7.91397849462366,93,1,0,0,0,0,0,0,0,0,0,0,0
368,-25.6,23.6333333333333,56.45,120,1,0,0,0,0,0,0,0,0,0,0,0
369,-13.0112359550562,62.4943820224719,-15.9550561797753,89,1,0,0,0,0,0,0,0,0,0,0,0
370,5.77358490566038,38.5094339622642,-18.2830188679245,106,0.09433962264151,0.905660377358491,0,0,0,0,0,0,0,0,0,0
371,-4.78787878787879,40.4545454545455,51.1818181818182,66,1,0,0,0,0,0,0,0,0,0,0,0
372,55.8103448275862,23.4137931034483,23.448275862069,116,0,1,0,0,0,0,0,0,0,0,0,0
373,40.5735294117647,48.9264705882353,18.8970588235294,136,0,1,0,0,0,0,0,0,0,0,0,0
374,61.5529411764706,4.89411764705882,26.0470588235294,85,0,1,0,0,0,0,0,0,0,0,0,0
375,-9.59550561797753,24.5168539325843,-23.9101123595506,89,1,0,0,0,0,0,0,0,0,0,0,0
376,-35.8518518518519,4.62962962962963,33.6296296296296,54,1,0,0,0,0,0,0,0,0,0,0,0
377,14.4661654135338,4.30075187969925,63.2481203007519,133,0,1,0,0,0,0,0,0,0,0,0,0
378,-9.56410256410256,68.6923076923077,8.53846153846154,78,1,0,0,0,0,0,0,0,0,0,0,0
379,32.56,29.78,-10.82,100,0,1,0,0,0,0,0,0,0,0,0,0
380,-38.8761904761905,-12.7428571428571,52.1714285714286,105,1,0,0,0,0,0,0,0,0,0,0,0
381,19.2098765432099,68.5679012345679,1.28395061728395,81,0,1,0,0,0,0,0,0,0,0,0,0
382,-43.438202247191,50.7865168539326,-5.70786516853933,89,1,0,0,0,0,0,0,0,0,0,0,0
383,8.24193548387097,41.0322580645161,30.3387096774194,124,0,1,0,0,0,0,0,0,0,0,0,0
384,-6.94573643410853,45.3023255813954,5.90697674418605,129,1,0,0,0,0,0,0,0,0,0,0,0
385,-51.3877551020408,15.5102040816327,36.2040816326531,98,1,0,0,0,0,0,0,0,0,0,0,0
386,28.5742574257426,-7.76237623762376,66.6732673267327,101,0,1,0,0,0,0,0,0,0,0,0,0
387,5.08,48.8,-16.44,150,0.126666666666667,0.873333333333333,0,0,0,0,0,0,0,0,0,0
388,41.5428571428572,31.4857142857143,40.3238095238095,105,0,1,0,0,0,0,0,0,0,0,0,0
389,5.72881355932203,24.7796610169491,52.1694915254237,118,0,1,0,0,0,0,0,0,0,0,0,0
390,-30.26,41.84,38.36,100,1,0,0,0,0,0,0,0,0,0,0,0
391,-3.62264150943396,24.4905660377358,-17.188679245283,106,0.952830188679245,0.047169811320755,0,0,0,0,0,0,0,0,0,0
392,-50.0833333333333,37.2708333333333,10.375,96,1,0,0,0,0,0,0,0,0,0,0,0
393,55.9775280898876,0.966292134831461,42.1348314606742,89,0,1,0,0,0,0,0,0,0,0,0,0
394,-55.8039215686275,2.64705882352941,38.3333333333333,102,1,0,0,0,0,0,0,0,0,0,0,0
395,-27.7234042553191,50.9787234042553,-11.063829787234,94,1,0,0,0,0,0,0,0,0,0,0,0
396,40.6666666666667,11,9.37037037037037,54,0,1,0,0,0,0,0,0,0,0,0,0
397,-49.921568627451,27.7647058823529,-5.92156862745098,102,1,0,0,0,0,0,0,0,0,0,0,0
398,50.7291666666667,34.5,22.8333333333333,96,0,1,0,0,0,0,0,0,0,0,0,0
399,-9.0873786407767,22.1747572815534,34.8349514563107,103,1,0,0,0,0,0,0,0,0,0,0,0
400,51.1775700934579,39.8878504672897,-7.64485981308411,107,0,1,0,0,0,0,0,0,0,0,0,0
401,-38.8809523809524,48.5476190476191,22.7380952380952,84,1,0,0,0,0,0,0,0,0,0,0,0
402,-5.06,7.38,60.18,100,1,0,0,0,0,0,0,0,0,0,0,0
403,-20.8571428571429,51.5,36.0952380952381,84,1,0,0,0,0,0,0,0,0,0,0,0
404,-8.54545454545455,-14.7272727272727,44.6909090909091,55,1,0,0,0,0,0,0,0,0,0,0,0
405,8.11965811965812,59.5384615384615,12.7863247863248,117,0,1,0,0,0,0,0,0,0,0,0,0
406,-43.9047619047619,9.1047619047619,52.7238095238095,105,1,0,0,0,0,0,0,0,0,0,0,0
407,-63.6727272727273,-7.38181818181818,21.9636363636364,55,1,0,0,0,0,0,0,0,0,0,0,0
408,47.9701492537313,3.98507462686567,36.6119402985075,134,0,1,0,0,0,0,0,0,0,0,0,0
409,-7.2755905511811,57.1181102362205,1.92125984251969,127,1,0,0,0,0,0,0,0,0,0,0,0
410,44.3921568627451,-0.666666666666667,55.4705882352941,102,0,1,0,0,0,0,0,0,0,0,0,0
411,6.64444444444445,-13.2,65.8666666666667,90,0.022222222222222,0.977777777777778,0,0,0,0,0,0,0,0,0,0
412,54.3013698630137,-2.13698630136986,9.34246575342466,73,0,1,0,0,0,0,0,0,0,0,0,0
413,54.6730769230769,25.4807692307692,1.57692307692308,104,0,1,0,0,0,0,0,0,0,0,0,0
414,-47.2765957446809,43.5957446808511,1.85106382978723,94,1,0,0,0,0,0,0,0,0,0,0,0
415,35.8461538461538,-21.0769230769231,68.9230769230769,52,0,1,0,0,0,0,0,0,0,0,0,0
416,-23.8125,26.90625,39.3125,64,1,0,0,0,0,0,0,0,0,0,0,0
417,3.35251798561151,33.0935251798561,35.7553956834532,139,0.244604316546763,0.755395683453237,0,0,0,0,0,0,0,0,0,0
418,17.7115384615385,45.9807692307692,44.0384615384615,104,0,1,0,0,0,0,0,0,0,0,0,0
419,-22.8235294117647,5.86274509803922,59.5490196078431,102,1,0,0,0,0,0,0,0,0,0,0,0
420,16.6021505376344,66.1290322580645,-8.36559139784946,93,0,1,0,0,0,0,0,0,0,0,0,0
421,44.5283018867925,41.1132075471698,25.5094339622641,106,0,1,0,0,0,0,0,0,0,0,0,0
422,8.21052631578947,9.45263157894737,68.5052631578947,95,0,1,0,0,0,0,0,0,0,0,0,0
423,5.92063492063492,41.7936507936508,13.1428571428571,126,0.023809523809524,0.976190476190476,0,0,0,0,0,0,0,0,0,0
424,-31.7142857142857,30.4380952380952,-18.2666666666667,105,1,0,0,0,0,0,0,0,0,0,0,0
425,-13.1304347826087,10.295652173913,65.5304347826087,115,1,0,0,0,0,0,0,0,0,0,0,0
426,4.13513513513514,2.86486486486486,33.9459459459459,74,0.013513513513514,0.986486486486486,0,0,0,0,0,0,0,0,0,0
427,41.7301587301587,38.5396825396825,-8.47619047619048,126,0,1,0,0,0,0,0,0,0,0,0,0
428,-37.8350515463918,3.27835051546392,59.319587628866,97,1,0,0,0,0,0,0,0,0,0,0,0
429,27.2790697674419,65.3255813953488,2.41860465116279,86,0,1,0,0,0,0,0,0,0,0,0,0
430,-5.80851063829787,32.8085106382979,47.8510638297872,94,1,0,0,0,0,0,0,0,0,0,0,0
431,30.5467625899281,55.2517985611511,23.6690647482014,139,0,1,0,0,0,0,0,0,0,0,0,0
432,-42.3214285714286,3.32142857142857,9.39285714285714,56,1,0,0,0,0,0,0,0,0,0,0,0
433,-46.48,5.54,37.24,100,1,0,0,0,0,0,0,0,0,0,0,0
434,-28.3376623376623,51.7142857142857,9.48051948051948,77,1,0,0,0,0,0,0,0,0,0,0,0
435,-54.48,23.48,17.16,100,1,0,0,0,0,0,0,0,0,0,0,0
436,4.59340659340659,65.4065934065934,4.94505494505495,91,0,1,0,0,0,0,0,0,0,0,0,0
437,-5.64044943820225,39.8202247191011,-26,89,1,0,0,0,0,0,0,0,0,0,0,0
438,-2.18461538461538,7.29230769230769,31.2615384615385,65,0.984615384615385,0.015384615384615,0,0,0,0,0,0,0,0,0,0
439,26.5633802816901,12.2253521126761,46.6760563380282,71,0,1,0,0,0,0,0,0,0,0,0,0
440,-5.73033707865169,16.561797752809,63.9101123595506,89,1,0,0,0,0,0,0,0,0,0,0,0
441,49.9223300970874,10.9514563106796,17.9417475728155,103,0,1,0,0,0,0,0,0,0,0,0,0
442,8.1980198019802,42.5346534653465,-5.68316831683168,101,0,1,0,0,0,0,0,0,0,0,0,0
443,13.7321428571429,-2.26785714285714,71.8928571428571,112,0,1,0,0,0,0,0,0,0,0,0,0
444,2.97196261682243,29.6822429906542,-16.8224299065421,107,0.271028037383178,0.728971962616822,0,0,0,0,0,0,0,0,0,0
445,-26.2619047619048,62.0476190476191,16,84,1,0,0,0,0,0,0,0,0,0,0,0
446,19.6883116883117,55.6623376623377,-15.2727272727273,77,0,1,0,0,0,0,0,0,0,0,0,0
447,12.6095238095238,41.2952380952381,-23.2571428571429,105,0,1,0,0,0,0,0,0,0,0,0,0
448,-44.5148514851485,-9.16831683168317,45.029702970297,101,1,0,0,0,0,0,0,0,0,0,0,0
449,-33.96,32.16,-2.88,50,1,0,0,0,0,0,0,0,0,0,0,0
450,45.6382978723404,12.4468085106383,50.7446808510638,94,0,1,0,0,0,0,0,0,0,0,0,0
451,-32.2935779816514,-3.3394495412844,55.4678899082569,109,1,0,0,0,0,0,0,0,0,0,0,0
452,9,49.0943396226415,20.3018867924528,106,0,1,0,0,0,0,0,0,0,0,0,0
453,34.8682170542636,-6.75968992248062,54.1705426356589,129,0,1,0,0,0,0,0,0,0,0,0,0
454,-47.4098360655738,25.3934426229508,34.0655737704918,122,1,0,0,0,0,0,0,0,0,0,0,0
455,-28.2028985507246,36.695652173913,28.231884057971,69,1,0,0,0,0,0,0,0,0,0,0,0
456,-30.811320754717,-12.3018867924528,67.8867924528302,106,1,0,0,0,0,0,0,0,0,0,0,0
457,6.08823529411765,14.3088235294118,58.5,136,0,1,0,0,0,0,0,0,0,0,0,0
458,54.6612903225807,16.1935483870968,29.6612903225806,124,0,1,0,0,0,0,0,0,0,0,0,0
459,-0.202702702702703,49.6486486486486,17.6216216216216,148,0.648648648648649,0.351351351351351,0,0,0,0,0,0,0,0,0,0
460,25.6666666666667,15.4444444444444,-21,54,0,1,0,0,0,0,0,0,0,0,0,0
461,-22.3505154639175,63.6288659793815,-2.98969072164948,97,1,0,0,0,0,0,0,0,0,0,0,0
462,9.63414634146342,69.4878048780488,-1.78048780487805,82,0,1,0,0,0,0,0,0,0,0,0,0
463,-58.4705882352941,0.529411764705882,8.61764705882353,68,1,0,0,0,0,0,0,0,0,0,0,0
464,25.7592592592593,37.2962962962963,48.9259259259259,108,0,1,0,0,0,0,0,0,0,0,0,0
465,-21.906976744186,26.6046511627907,-18.953488372093,86,1,0,0,0,0,0,0,0,0,0,0,0
466,8.63265306122449,-10.6530612244898,49.6122448979592,98,0,1,0,0,0,0,0,0,0,0,0,0
467,48.8235294117647,43.3613445378151,1.29411764705882,119,0,1,0,0,0,0,0,0,0,0,0,0
468,38.3333333333333,39.6111111111111,34.8333333333333,108,0,1,0,0,0,0,0,0,0,0,0,0
469,-3.92,47.152,32.928,125,0.936,0.064,0,0,0,0,0,0,0,0,0,0
470,-39.84,26.18,42.32,100,1,0,0,0,0,0,0,0,0,0,0,0
471,-11.8461538461538,53.7435897435898,-21.2564102564103,78,1,0,0,0,0,0,0,0,0,0,0,0
472,-52.4516129032258,5.18279569892473,19.0537634408602,93,1,0,0,0,0,0,0,0,0,0,0,0
473,30.2881355932203,10.7796610169492,61.2203389830508,118,0,1,0,0,0,0,0,0,0,0,0,0
474,48.5522388059701,19.089552238806,22.1044776119403,134,0,1,0,0,0,0,0,0,0,0,0,0
475,-11.2857142857143,50.3714285714286,-3.97142857142857,70,1,0,0,0,0,0,0,0,0,0,0,0
476,56.4651162790698,14.2790697674419,2.32558139534884,86,0,1,0,0,0,0,0,0,0,0,0,0
477,-39.7169811320755,36.6792452830189,-13.4716981132075,106,1,0,0,0,0,0,0,0,0,0,0,0
478,39.1276595744681,48.5744680851064,2.91489361702128,94,0,1,0,0,0,0,0,0,0,0,0,0
479,7.79661016949153,-24.4406779661017,58.4406779661017,59,0,1,0,0,0,0,0,0,0,0,0,0
480,12.9894736842105,65.7052631578947,19.2421052631579,95,0,1,0,0,0,0,0,0,0,0,0,0
481,-13,40.6326530612245,50.5918367346939,98,1,0,0,0,0,0,0,0,0,0,0,0
482,-5.79381443298969,-8.5360824742268,60.3092783505155,97,1,0,0,0,0,0,0,0,0,0,0,0
483,-35.8558558558559,55.6756756756757,12.9189189189189,111,1,0,0,0,0,0,0,0,0,0,0,0
484,-53.6808510638298,19.3829787234043,26.2978723404255,94,1,0,0,0,0,0,0,0,0,0,0,0
485,-3.6701030927835,61.5257731958763,12.3505154639175,97,1,0,0,0,0,0,0,0,0,0,0,0
486,10.7671232876712,15.972602739726,38,73,0,1,0,0,0,0,0,0,0,0,0,0
487,7.33898305084746,7.3728813559322,51.1864406779661,118,0,1,0,0,0,0,0,0,0,0,0,0
488,-57.1267605633803,-7.32394366197183,24.5633802816901,71,1,0,0,0,0,0,0,0,0,0,0,0
489,-51.2235294117647,19.8352941176471,-1.12941176470588,85,1,0,0,0,0,0,0,0,0,0,0,0
490,43.6545454545455,22.2909090909091,45.5636363636364,110,0,1,0,0,0,0,0,0,0,0,0,0
491,-26.7640449438202,15.2808988764045,47.4606741573034,89,1,0,0,0,0,0,0,0,0,0,0,0
492,43.26,49.16,-11.9,100,0,1,0,0,0,0,0,0,0,0,0,0
493,12.7572815533981,54.504854368932,37.7087378640777,103,0,1,0,0,0,0,0,0,0,0,0,0
494,-23.038961038961,57.5844155844156,27.7662337662338,77,1,0,0,0,0,0,0,0,0,0,0,0
495,47.4626865671642,-1.34328358208955,5.73134328358209,67,0,1,0,0,0,0,0,0,0,0,0,0
496,-58.9135802469136,7.67901234567901,12.6666666666667,81,1,0,0,0,0,0,0,0,0,0,0,0
497,-38.7761194029851,-17.8805970149254,42.3283582089552,67,1,0,0,0,0,0,0,0,0,0,0,0
498,10.8260869565217,45.6304347826087,3.69565217391304,92,0,1,0,0,0,0,0,0,0,0,0,0
499,30.2242990654206,21.8130841121495,55.8691588785047,107,0,1,0,0,0,0,0,0,0,0,0,0
500,-33.9777777777778,33.2888888888889,43.0888888888889,90,1,0,0,0,0,0,0,0,0,0,0,0
501,-13.655737704918,-2.21311475409836,64.672131147541,122,1,0,0,0,0,0,0,0,0,0,0,0
502,36.031746031746,15.6507936507937,46.5555555555556,126,0,1,0,0,0,0,0,0,0,0,0,0
503,-14.1772151898734,41.9493670886076,-22.4556962025316,79,1,0,0,0,0,0,0,0,0,0,0,0
504,-50.8888888888889,31.4141414141414,19.8383838383838,99,1,0,0,0,0,0,0,0,0,0,0,0
505,-10.42,46.74,15.5,100,1,0,0,0,0,0,0,0,0,0,0,0
506,-18.7792207792208,66.961038961039,12.2077922077922,77,1,0,0,0,0,0,0,0,0,0,0,0
507,-51.1764705882353,-2.03921568627451,47.8235294117647,102,1,0,0,0,0,0,0,0,0,0,0,0
508,22.6268656716418,50.3283582089552,39.1641791044776,67,0,1,0,0,0,0,0,0,0,0,0,0
509,28.3783783783784,52.5945945945946,-11.2072072072072,111,0,1,0,0,0,0,0,0,0,0,0,0
510,6.23214285714286,42.1607142857143,39.2857142857143,112,0.008928571428571,0.991071428571429,0,0,0,0,0,0,0,0,0,0
511,-49.8775510204082,7.73469387755102,44.9795918367347,98,1,0,0,0,0,0,0,0,0,0,0,0
512,-14.7777777777778,-24.3777777777778,69.3555555555556,90,1,0,0,0,0,0,0,0,0,0,0,0
513,20.6292134831461,-9.48314606741573,71.9775280898876,89,0,1,0,0,0,0,0,0,0,0,0,0
514,-40.6938775510204,28.734693877551,-5.91836734693878,98,1,0,0,0,0,0,0,0,0,0,0,0
515,-24.03125,55.3125,18.84375,64,1,0,0,0,0,0,0,0,0,0,0,0
516,-13.0561797752809,29.4831460674157,57.4606741573034,89,1,0,0,0,0,0,0,0,0,0,0,0
517,21.2307692307692,60.7179487179487,23.025641025641,117,0,1,0,0,0,0,0,0,0,0,0,0
518,5.45631067961165,66.3300970873786,-9.20388349514563,103,0.029126213592233,0.970873786407767,0,0,0,0,0,0,0,0,0,0
519,-5.96,1.72,47.92,100,1,0,0,0,0,0,0,0,0,0,0,0
520,-6.47933884297521,36.6611570247934,-18.0165289256198,121,1,0,0,0,0,0,0,0,0,0,0,0
521,0.975206611570248,24.1322314049587,30.595041322314,121,0.479338842975207,0.520661157024793,0,0,0,0,0,0,0,0,0,0
522,52.9292929292929,7.13131313131313,11.2323232323232,99,0,1,0,0,0,0,0,0,0,0,0,0
523,30.070796460177,62.3185840707965,12.6725663716814,113,0,1,0,0,0,0,0,0,0,0,0,0
524,50.0192307692308,5.59615384615385,47.0961538461538,104,0,1,0,0,0,0,0,0,0,0,0,0
525,47.7045454545455,33.3181818181818,14.4318181818182,88,0,1,0,0,0,0,0,0,0,0,0,0
526,6.49350649350649,-20.6233766233766,51.1948051948052,77,0,1,0,0,0,0,0,0,0,0,0,0
