ROI_number,X_MNI,Y_MNI,Z_MNI,VOL,Frontal_L,Frontal_R,Insula_L,Insula_R,Occipital_L,Occipital_R,Parietal_L,Parietal_R,Subcortical_L,Subcortical_R,Temporal_L,Temporal_R
50,40.723,4.6016,55.884,379,0,1,0,0,0,0,0,0,0,0,0,0
51,9.0784,-12.056,44.495,319,0,1,0,0,0,0,0,0,0,0,0,0
52,-6.6303,51.768,-5.5213,422,0.98815,0.011848,0,0,0,0,0,0,0,0,0,0
53,-7.2895,22.204,60.684,304,1,0,0,0,0,0,0,0,0,0,0,0
54,30.03,-5.061,51.817,328,0,1,0,0,0,0,0,0,0,0,0,0
55,38.441,29.752,-1.8276,290,0,1,0,0,0,0,0,0,0,0,0,0
56,25.875,11.424,50.451,368,0,1,0,0,0,0,0,0,0,0,0,0
57,8.037,48.778,43.785,270,0,1,0,0,0,0,0,0,0,0,0,0
58,-24.156,56.323,23.28,372,1,0,0,0,0,0,0,0,0,0,0,0
59,-21.504,23.518,54.019,419,1,0,0,0,0,0,0,0,0,0,0,0
60,8.6243,10.293,64.326,362,0,1,0,0,0,0,0,0,0,0,0,0
61,22.963,-11.146,65.093,492,0,1,0,0,0,0,0,0,0,0,0,0
62,-8.4118,6.3529,67.771,340,1,0,0,0,0,0,0,0,0,0,0,0
63,-7.1832,57.532,30.631,333,1,0,0,0,0,0,0,0,0,0,0,0
64,52.956,12.557,1.9062,341,0,1,0,0,0,0,0,0,0,0,0,0
65,-53.077,23.899,9.0398,377,1,0,0,0,0,0,0,0,0,0,0,0
66,7.0656,63.027,14.874,366,0.0054645,0.99454,0,0,0,0,0,0,0,0,0,0
67,28.91,28.707,46.095,444,0,1,0,0,0,0,0,0,0,0,0,0
68,25.941,45.53,-13.4,370,0,1,0,0,0,0,0,0,0,0,0,0
69,47.141,29.245,-10.058,347,0,1,0,0,0,0,0,0,0,0,0,0
70,-5.7772,-10.06,46.614,368,0.9837,0.016304,0,0,0,0,0,0,0,0,0,0
71,-53.971,3.0431,33.804,418,1,0,0,0,0,0,0,0,0,0,0,0
72,-10.238,36.107,53.041,319,1,0,0,0,0,0,0,0,0,0,0,0
73,0.33856,25.768,-10.815,319,0.52978,0.47022,0,0,0,0,0,0,0,0,0,0
74,9.4928,-16.957,72.755,347,0.0057637,0.99424,0,0,0,0,0,0,0,0,0,0
75,-40.901,40.824,-13.308,393,1,0,0,0,0,0,0,0,0,0,0,0
76,-16.345,-29.85,70.434,267,1,0,0,0,0,0,0,0,0,0,0,0
77,-21.154,10.689,63.838,383,1,0,0,0,0,0,0,0,0,0,0,0
78,-7.6165,65.917,-0.61947,339,1,0,0,0,0,0,0,0,0,0,0,0
79,7.0231,58.079,31.076,303,0,1,0,0,0,0,0,0,0,0,0,0
80,-40.408,13.887,26.619,265,1,0,0,0,0,0,0,0,0,0,0,0
81,42.687,22.017,40.868,463,0,1,0,0,0,0,0,0,0,0,0,0
82,44.441,39.841,15.373,440,0,1,0,0,0,0,0,0,0,0,0,0
83,-37.722,-5.2531,49.981,324,1,0,0,0,0,0,0,0,0,0,0,0
84,0.93134,12.269,30.484,335,0.48955,0.51045,0,0,0,0,0,0,0,0,0,0
85,-32.825,24.076,-17.562,315,1,0,0,0,0,0,0,0,0,0,0,0
86,-30.209,42.349,30.489,401,1,0,0,0,0,0,0,0,0,0,0,0
87,29.451,59.563,5.888,375,0,1,0,0,0,0,0,0,0,0,0,0
88,8.6087,15.88,-18.936,299,0.016722,0.98328,0,0,0,0,0,0,0,0,0,0
89,-39.078,31.994,35.207,358,1,0,0,0,0,0,0,0,0,0,0,0
90,21.292,61.059,21.411,353,0,1,0,0,0,0,0,0,0,0,0,0
91,23.429,4.2055,65.219,438,0,1,0,0,0,0,0,0,0,0,0,0
92,-26.242,61.628,-5.8997,339,1,0,0,0,0,0,0,0,0,0,0,0
93,-7.9075,-7.7129,65.338,411,1,0,0,0,0,0,0,0,0,0,0,0
94,-45.921,25.694,-8.8555,353,1,0,0,0,0,0,0,0,0,0,0,0
95,41.172,42.661,-12.578,384,0,1,0,0,0,0,0,0,0,0,0,0
96,6.6921,22.469,57.267,341,0,1,0,0,0,0,0,0,0,0,0,0
97,-46.32,5.355,47.496,369,1,0,0,0,0,0,0,0,0,0,0,0
98,44.448,6.1031,40.938,388,0,1,0,0,0,0,0,0,0,0,0,0
99,-9.8535,61.02,-15.82,355,1,0,0,0,0,0,0,0,0,0,0,0
100,-6.3112,6.4207,53.89,347,1,0,0,0,0,0,0,0,0,0,0,0
101,6.567,45.804,-8.7857,448,0.053571,0.94643,0,0,0,0,0,0,0,0,0,0
102,-38.3,47.062,19.631,320,1,0,0,0,0,0,0,0,0,0,0,0
103,7.1306,8.6223,44.789,421,0.028504,0.9715,0,0,0,0,0,0,0,0,0,0
104,-41.312,51.006,0.6879,314,1,0,0,0,0,0,0,0,0,0,0,0
105,41.018,51.852,5.9949,391,0,1,0,0,0,0,0,0,0,0,0,0
106,-53.089,10.793,18.962,474,1,0,0,0,0,0,0,0,0,0,0,0
107,-27.8,-2.9977,65.138,429,1,0,0,0,0,0,0,0,0,0,0,0
108,31.508,50.618,20.082,463,0,1,0,0,0,0,0,0,0,0,0,0
109,22.731,50.624,34.751,394,0,1,0,0,0,0,0,0,0,0,0,0
110,42.181,18.252,7.3484,310,0,1,0,0,0,0,0,0,0,0,0,0
111,60.736,1.5314,10.987,239,0,1,0,0,0,0,0,0,0,0,0,0
112,-36.194,21.826,44.856,402,1,0,0,0,0,0,0,0,0,0,0,0
113,4.7154,39.363,34.919,383,0.18799,0.81201,0,0,0,0,0,0,0,0,0,0
114,-8.7365,15.249,-18.419,277,1,0,0,0,0,0,0,0,0,0,0,0
115,6.8623,-32.391,72.312,276,0.028986,0.97101,0,0,0,0,0,0,0,0,0,0
116,-38.49,28.559,0.58741,286,1,0,0,0,0,0,0,0,0,0,0,0
117,54.55,13.778,16.984,433,0,1,0,0,0,0,0,0,0,0,0,0
118,-3.9548,37.844,-6.5176,398,0.86683,0.13317,0,0,0,0,0,0,0,0,0,0
119,-6.5459,46.005,-22.136,425,0.99765,0.0023529,0,0,0,0,0,0,0,0,0,0
120,21.244,39.42,46.28,386,0,1,0,0,0,0,0,0,0,0,0,0
121,-5.5556,-22.689,59.748,270,1,0,0,0,0,0,0,0,0,0,0,0
122,-38.68,-19.67,46.227,309,1,0,0,0,0,0,0,0,0,0,0,0
123,21.503,62.583,-9.1714,350,0,1,0,0,0,0,0,0,0,0,0,0
124,-0.82067,37.714,11.508,329,0.67477,0.32523,0,0,0,0,0,0,0,0,0,0
125,49.065,40.394,-0.61765,340,0,1,0,0,0,0,0,0,0,0,0,0
126,18.098,68.098,7.2327,245,0,1,0,0,0,0,0,0,0,0,0,0
127,6.1401,30.331,23.21,357,0.02521,0.97479,0,0,0,0,0,0,0,0,0,0
128,54.284,-4.1769,44.15,373,0,1,0,0,0,0,0,0,0,0,0,0
129,-5.7705,24.454,44.918,366,1,0,0,0,0,0,0,0,0,0,0,0
130,-19.137,47.778,38.764,343,1,0,0,0,0,0,0,0,0,0,0,0
131,0.94161,-5.0365,35.146,274,0.49635,0.50365,0,0,0,0,0,0,0,0,0,0
132,-36.005,10.912,56.428,388,1,0,0,0,0,0,0,0,0,0,0,0
133,8.8675,44.554,-22.873,332,0,1,0,0,0,0,0,0,0,0,0,0
134,8.2506,46.13,19.592,431,0.044084,0.95592,0,0,0,0,0,0,0,0,0,0
135,-20.461,65.992,8.7344,256,1,0,0,0,0,0,0,0,0,0,0,0
136,6.1247,-3.4146,55.127,369,0.04878,0.95122,0,0,0,0,0,0,0,0,0,0
137,-7.8491,49.665,11.019,424,1,0,0,0,0,0,0,0,0,0,0,0
138,44.38,-7.8765,42.499,405,0,1,0,0,0,0,0,0,0,0,0,0
139,41.612,-10.467,59.448,330,0,1,0,0,0,0,0,0,0,0,0,0
140,-12.586,28.877,-21.162,365,1,0,0,0,0,0,0,0,0,0,0,0
141,45.125,-68.276,36.414,391,0,0,0,0,0,0,0,1,0,0,0,0
142,14.442,-52.033,7.3149,724,0,0,0,0,0,0,0,1,0,0,0,0
143,-30.026,-48.762,63.991,454,0,0,0,0,0,0,1,0,0,0,0,0
144,64.741,-34.853,20.028,286,0,0,0,0,0,0,0,1,0,0,0,0
145,-46.608,-65.818,29.925,319,0,0,0,0,0,0,1,0,0,0,0,0
146,0.78519,-19.926,33.326,270,0,0,0,0,0,0,0.51111,0.48889,0,0,0,0
147,-7.0699,-59.993,5.5105,286,0,0,0,0,0,0,1,0,0,0,0,0
148,-29.893,-68.697,33.646,373,0,0,0,0,0,0,1,0,0,0,0,0
149,60.247,-17.824,37.524,340,0,0,0,0,0,0,0,1,0,0,0,0
150,-50.07,-34.522,35.64,372,0,0,0,0,0,0,1,0,0,0,0,0
151,-29.763,-37.872,57.023,219,0,0,0,0,0,0,1,0,0,0,0,0
152,32.026,-69.338,27.048,311,0,0,0,0,0,0,0,1,0,0,0,0
153,-60.314,-48.201,19.632,299,0,0,0,0,0,0,1,0,0,0,0,0
154,14.214,-46.973,72.16,337,0,0,0,0,0,0,0,1,0,0,0,0
155,-6.0709,-35.055,53.748,254,0,0,0,0,0,0,1,0,0,0,0,0
156,-52.528,-41.551,49.266,477,0,0,0,0,0,0,1,0,0,0,0,0
157,48.718,-47.216,22.565,393,0,0,0,0,0,0,0,1,0,0,0,0
158,62.798,-7.4156,26.461,243,0,0,0,0,0,0,0,1,0,0,0,0
159,10.929,-50.102,55.56,491,0,0,0,0,0,0,0,1,0,0,0,0
160,-9.9097,-23.854,42.75,288,0,0,0,0,0,0,1,0,0,0,0,0
161,49.463,-66.085,19.856,376,0,0,0,0,0,0,0,1,0,0,0,0
162,-40.709,-33.049,45.484,364,0,0,0,0,0,0,1,0,0,0,0,0
163,-12.908,-38.46,44.5,348,0,0,0,0,0,0,1,0,0,0,0,0
164,8.1149,-37.115,54.805,348,0,0,0,0,0,0,0,1,0,0,0,0
165,-7.2604,-73.769,51.337,338,0,0,0,0,0,0,0.99704,0.0029586,0,0,0,0
166,29.159,-40.294,69.694,333,0,0,0,0,0,0,0,1,0,0,0,0
167,-60.094,-21.529,28.159,340,0,0,0,0,0,0,1,0,0,0,0,0
168,44.297,-17.838,17.624,458,0,0,0,0,0,0,0,1,0,0,0,0
169,-43.726,-69.524,40.604,328,0,0,0,0,0,0,1,0,0,0,0,0
170,54.459,-37.083,49.358,458,0,0,0,0,0,0,0,1,0,0,0,0
171,-8.4138,-50.435,33.776,464,0,0,0,0,0,0,1,0,0,0,0,0
172,41.521,-77.908,25.101,238,0,0,0,0,0,0,0,1,0,0,0,0
173,-13.988,-49.112,72.229,340,0,0,0,0,0,0,1,0,0,0,0,0
174,39.868,-40.277,42.018,440,0,0,0,0,0,0,0,1,0,0,0,0
175,61.916,-19.876,21.152,356,0,0,0,0,0,0,0,1,0,0,0,0
176,10.856,-61.35,63.985,409,0,0,0,0,0,0,0,1,0,0,0,0
177,-61.433,-37.868,31.084,395,0,0,0,0,0,0,1,0,0,0,0,0
178,11.663,-42.279,39.82,445,0,0,0,0,0,0,0,1,0,0,0,0
179,-24.701,-60.891,60.807,451,0,0,0,0,0,0,1,0,0,0,0,0
180,59.013,-10.229,13.683,227,0,0,0,0,0,0,0,1,0,0,0,0
181,18.571,-58.169,22.606,343,0,0,0,0,0,0,0,1,0,0,0,0
182,-10.288,-47.656,60.131,459,0,0,0,0,0,0,1,0,0,0,0,0
183,50.481,-54.421,46.037,432,0,0,0,0,0,0,0,1,0,0,0,0
184,5.5464,-47.433,22.67,388,0,0,0,0,0,0,0.097938,0.90206,0,0,0,0
185,62.127,-30.79,35.82,377,0,0,0,0,0,0,0,1,0,0,0,0
186,58.402,-44.812,34.209,468,0,0,0,0,0,0,0,1,0,0,0,0
187,-48.253,-50.431,24.218,348,0,0,0,0,0,0,1,0,0,0,0,0
188,-33.861,-46,45.805,431,0,0,0,0,0,0,1,0,0,0,0,0
189,0.97006,-33.126,28.898,334,0,0,0,0,0,0,0.51497,0.48503,0,0,0,0
190,-4.3619,-66.306,38.845,431,0,0,0,0,0,0,0.84223,0.15777,0,0,0,0
191,-50.644,-25.881,54.667,270,0,0,0,0,0,0,1,0,0,0,0,0
192,43.185,-32.064,59.913,346,0,0,0,0,0,0,0,1,0,0,0,0
193,-50.855,-29.935,20.095,337,0,0,0,0,0,0,1,0,0,0,0,0
194,23.26,-62.994,52.39,503,0,0,0,0,0,0,0,1,0,0,0,0
195,-43.759,-55.602,51.863,497,0,0,0,0,0,0,1,0,0,0,0,0
196,-6.1893,-49.571,16.77,317,0,0,0,0,0,0,1,0,0,0,0,0
197,-33.85,-68.574,49.499,359,0,0,0,0,0,0,1,0,0,0,0,0
198,32.78,-55.65,39.205,531,0,0,0,0,0,0,0,1,0,0,0,0
199,25.346,-75.408,47.346,355,0,0,0,0,0,0,0,1,0,0,0,0
200,1.3638,-62.928,23.063,459,0,0,0,0,0,0,0.48802,0.51198,0,0,0,0
201,-40.602,-35.33,62.193,352,0,0,0,0,0,0,1,0,0,0,0,0
202,-18.083,-53.831,3.2053,604,0,0,0,0,0,0,1,0,0,0,0,0
203,41.277,-48.505,57.821,459,0,0,0,0,0,0,0,1,0,0,0,0
204,-55.534,-53.858,36.113,494,0,0,0,0,0,0,1,0,0,0,0,0
205,-9.9016,-63.049,61.766,427,0,0,0,0,0,0,1,0,0,0,0,0
206,9.578,-70.69,52.413,455,0,0,0,0,0,0,0.010989,0.98901,0,0,0,0
207,9.0079,-57.028,37.465,508,0,0,0,0,0,0,0.017717,0.98228,0,0,0,0
208,-60.12,-26.887,41.979,284,0,0,0,0,0,0,1,0,0,0,0,0
209,46.204,-26.702,42.22,382,0,0,0,0,0,0,0,1,0,0,0,0
210,25.533,-54.737,64.379,475,0,0,0,0,0,0,0,1,0,0,0,0
211,-24.197,-59.356,43.515,466,0,0,0,0,0,0,1,0,0,0,0,0
212,-20.292,-71.808,50.98,343,0,0,0,0,0,0,1,0,0,0,0,0
213,-45.686,-17.908,17.877,261,0,0,0,0,0,0,1,0,0,0,0,0
214,-38.01,-28.995,19.184,201,0,0,0,0,0,0,1,0,0,0,0,0
215,59.458,-52.905,18.667,336,0,0,0,0,0,0,0,1,0,0,0,0
216,37.185,-64.076,51.365,422,0,0,0,0,0,0,0,1,0,0,0,0
217,-55.489,-61.87,19.313,262,0,0,0,0,0,0,1,0,0,0,0,0
218,-59.717,-16.584,15.785,233,0,0,0,0,0,0,1,0,0,0,0,0
219,-25.275,-37.426,71.215,265,0,0,0,0,0,0,1,0,0,0,0,0
220,30.853,-41.415,53.832,441,0,0,0,0,0,0,0,1,0,0,0,0
221,-15.301,-60.033,19.195,246,0,0,0,0,0,0,1,0,0,0,0,0
222,15.786,-70.023,36.466,429,0,0,0,0,0,0,0,1,0,0,0,0
223,12.469,-26.831,43.019,320,0,0,0,0,0,0,0,1,0,0,0,0
224,52.136,-58.232,31.569,413,0,0,0,0,0,0,0,1,0,0,0,0
225,-4.3527,-54.846,48.517,499,0,0,0,0,0,0,0.84569,0.15431,0,0,0,0
226,54.023,-20.846,52.562,260,0,0,0,0,0,0,0,1,0,0,0,0
227,0.058296,-34.839,41.103,446,0,0,0,0,0,0,0.56726,0.43274,0,0,0,0
228,-37.73,-54.709,35.625,437,0,0,0,0,0,0,1,0,0,0,0,0
229,34.289,-75.959,37.388,291,0,0,0,0,0,0,0,1,0,0,0,0
230,53.073,-28.305,24.323,328,0,0,0,0,0,0,0,1,0,0,0,0
231,-13.354,-70.956,11.42,362,0,0,0,0,1,0,0,0,0,0,0,0
232,33.954,-84.627,10.707,351,0,0,0,0,0,1,0,0,0,0,0,0
233,-26.731,-92.375,8.5679,405,0,0,0,0,1,0,0,0,0,0,0,0
234,15.147,-73.473,-8.1654,387,0,0,0,0,0,1,0,0,0,0,0,0
235,-40.19,-65.757,15.934,305,0,0,0,0,1,0,0,0,0,0,0,0
236,-21.879,-53.171,-11.134,381,0,0,0,0,1,0,0,0,0,0,0,0
237,10.422,-93,8.5785,446,0,0,0,0,0,1,0,0,0,0,0,0
238,22.09,-46.098,-9.5574,244,0,0,0,0,0,1,0,0,0,0,0,0
239,-25.356,-74.262,24.389,298,0,0,0,0,1,0,0,0,0,0,0,0
240,1.3942,-88.993,18.861,274,0,0,0,0,0.4854,0.5146,0,0,0,0,0,0
241,-32.14,-82.498,36.218,257,0,0,0,0,1,0,0,0,0,0,0,0
242,15.653,-68.093,18.054,259,0,0,0,0,0,1,0,0,0,0,0,0
243,-11.447,-95.863,15.56,409,0,0,0,0,1,0,0,0,0,0,0,0
244,-17.229,-57.84,-4.9389,262,0,0,0,0,1,0,0,0,0,0,0,0
245,30.349,-84.749,23.375,275,0,0,0,0,0,1,0,0,0,0,0,0
246,27.078,-93.032,-8.7536,345,0,0,0,0,0,1,0,0,0,0,0,0
247,-48.774,-61.257,5.556,455,0,0,0,0,1,0,0,0,0,0,0,0
248,-38.394,-82.418,-14.358,330,0,0,0,0,1,0,0,0,0,0,0,0
249,28.813,-74.61,-11.81,315,0,0,0,0,0,1,0,0,0,0,0,0
250,17.416,-55.461,-2.0844,308,0,0,0,0,0,1,0,0,0,0,0,0
251,-8.1804,-84.227,-12.577,388,0,0,0,0,1,0,0,0,0,0,0,0
252,-18.612,-78.865,37.747,379,0,0,0,0,1,0,0,0,0,0,0,0
253,38.484,-86.06,-2.2217,397,0,0,0,0,0,1,0,0,0,0,0,0
254,-36.418,-81.973,13.677,440,0,0,0,0,1,0,0,0,0,0,0,0
255,38.374,-82.525,-15.475,278,0,0,0,0,0,1,0,0,0,0,0,0
256,-46.287,-69.701,-6.61,341,0,0,0,0,1,0,0,0,0,0,0,0
257,50.474,-66.068,3.2641,443,0,0,0,0,0,1,0,0,0,0,0,0
258,8.0213,-79.101,29.92,376,0,0,0,0,0.053191,0.94681,0,0,0,0,0,0
259,-9.8471,-90.171,29.171,340,0,0,0,0,1,0,0,0,0,0,0,0
260,-19.208,-72.923,-10.762,336,0,0,0,0,1,0,0,0,0,0,0,0
261,8.5769,-66.978,3.5714,364,0,0,0,0,0.0027473,0.99725,0,0,0,0,0,0
262,-16.48,-99.226,1.0899,367,0,0,0,0,1,0,0,0,0,0,0,0
263,43.993,-73.208,-7.477,283,0,0,0,0,0,1,0,0,0,0,0,0
264,16.935,-90.335,22.382,477,0,0,0,0,0,1,0,0,0,0,0,0
265,14.565,-96.204,-5.2796,372,0,0,0,0,0,1,0,0,0,0,0,0
266,-43.857,-77.776,24.994,322,0,0,0,0,1,0,0,0,0,0,0,0
267,5.6735,-84.192,-7.2286,490,0,0,0,0,0.097959,0.90204,0,0,0,0,0,0
268,-25.376,-88.029,23.743,420,0,0,0,0,1,0,0,0,0,0,0,0
269,-7.2379,-71.739,-2.1586,391,0,0,0,0,0.9821,0.017903,0,0,0,0,0,0
270,-24.057,-79.863,0.25524,525,0,0,0,0,1,0,0,0,0,0,0,0
271,-22.174,-86.045,-18.522,356,0,0,0,0,1,0,0,0,0,0,0,0
272,-40.197,-83.408,-0.49315,365,0,0,0,0,1,0,0,0,0,0,0,0
273,-13.09,-67.018,28.613,222,0,0,0,0,1,0,0,0,0,0,0,0
274,19.153,-85.966,-16.226,354,0,0,0,0,0,1,0,0,0,0,0,0
275,-8.6881,-78.321,24.266,436,0,0,0,0,1,0,0,0,0,0,0,0
276,-8.4972,-84.648,5.3446,531,0,0,0,0,0.98117,0.018832,0,0,0,0,0,0
277,-13.646,-97.196,-12.418,311,0,0,0,0,1,0,0,0,0,0,0,0
278,-48.042,-74.089,7.8281,384,0,0,0,0,1,0,0,0,0,0,0,0
279,-7.1203,-82.694,39.732,291,0,0,0,0,0.97938,0.020619,0,0,0,0,0,0
280,17.582,-76.337,5.9857,421,0,0,0,0,0,1,0,0,0,0,0,0
281,-29.296,-93.08,-7.8844,398,0,0,0,0,1,0,0,0,0,0,0,0
282,18.473,-84.865,36.793,444,0,0,0,0,0,1,0,0,0,0,0,0
283,4.1038,-76.434,14.66,424,0,0,0,0,0.25472,0.74528,0,0,0,0,0,0
284,24.585,-61.816,-9.8435,294,0,0,0,0,0,1,0,0,0,0,0,0
285,42.006,-74.991,7.0218,321,0,0,0,0,0,1,0,0,0,0,0,0
286,24.749,-95.039,7.7106,387,0,0,0,0,0,1,0,0,0,0,0,0
287,-3.3224,-96.164,-0.54098,366,0,0,0,0,0.89071,0.10929,0,0,0,0,0,0
288,-32.169,-69.536,-12.27,319,0,0,0,0,1,0,0,0,0,0,0,0
289,-53.731,2.0978,-27.139,409,0,0,0,0,0,0,0,0,0,0,1,0
290,-43.942,7.3421,-38.784,380,0,0,0,0,0,0,0,0,0,0,1,0
291,26.007,-21.319,-25.354,285,0,0,0,0,0,0,0,0,0,0,0,1
292,61.805,-42.27,-7.5841,452,0,0,0,0,0,0,0,0,0,0,0,1
293,-42.394,-31.582,-23.327,431,0,0,0,0,0,0,0,0,0,0,1,0
294,64.802,-15.799,-14.602,359,0,0,0,0,0,0,0,0,0,0,0,1
295,-53.021,-34.495,-1.0833,384,0,0,0,0,0,0,0,0,0,0,1,0
296,-44.935,-0.68387,-17.316,310,0,0,0,0,0,0,0,0,0,0,1,0
297,59.177,-32.264,-21.284,469,0,0,0,0,0,0,0,0,0,0,0,1
298,-49.485,-44.521,-23.34,388,0,0,0,0,0,0,0,0,0,0,1,0
299,53.259,11.506,-12.614,316,0,0,0,0,0,0,0,0,0,0,0,1
300,-41.702,-69.837,-18.067,208,0,0,0,0,0,0,0,0,0,0,1,0
301,30,-36.413,-17.387,310,0,0,0,0,0,0,0,0,0,0,0,1
302,38.777,-65.961,-18.049,206,0,0,0,0,0,0,0,0,0,0,0,1
303,-59.358,-8.0112,-0.64804,358,0,0,0,0,0,0,0,0,0,0,1,0
304,48.623,-12.169,0.40769,260,0,0,0,0,0,0,0,0,0,0,0,1
305,24.606,1.5086,-22.417,350,0,0,0,0,0,0,0,0,0,0,0,1
306,-57.309,-58.099,-3.6382,304,0,0,0,0,0,0,0,0,0,0,1,0
307,-32.533,4.5474,-26.961,285,0,0,0,0,0,0,0,0,0,0,1,0
308,58.658,-1.3759,-3.14,407,0,0,0,0,0,0,0,0,0,0,0,1
309,-26.162,10.365,-39.737,334,0,0,0,0,0,0,0,0,0,0,1,0
310,37.907,-13.242,-28.612,451,0,0,0,0,0,0,0,0,0,0,0,1
311,37.639,-51.625,-17.478,299,0,0,0,0,0,0,0,0,0,0,0,1
312,-59.049,-29.437,-22.129,465,0,0,0,0,0,0,0,0,0,0,1,0
313,-42.216,-29.472,8.6926,231,0,0,0,0,0,0,0,0,0,0,1,0
314,-38.645,-55.297,-18.37,276,0,0,0,0,0,0,0,0,0,0,1,0
315,32.854,18.907,-36.199,302,0,0,0,0,0,0,0,0,0,0,0,1
316,51.522,-39.815,10.997,335,0,0,0,0,0,0,0,0,0,0,0,1
317,-62.706,-25.284,6.9794,388,0,0,0,0,0,0,0,0,0,0,1,0
318,54.546,-52.029,-20.322,410,0,0,0,0,0,0,0,0,0,0,0,1
319,-46.482,-6.2408,-39,382,0,0,0,0,0,0,0,0,0,0,1,0
320,31.972,-3.7735,-37.934,362,0,0,0,0,0,0,0,0,0,0,0,1
321,63.415,-16.85,4.3092,414,0,0,0,0,0,0,0,0,0,0,0,1
322,-55.249,-20.156,-9.2645,397,0,0,0,0,0,0,0,0,0,0,1,0
